,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
66,85,Nathaniel Clyne,eng ENG,DF,Crystal Palace,30-348,1991.0,7,6,541,6.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01,Matches,96937.07692307692,5040728,53315.40384615384,2772401,80769.23076923077,4200000,44423.07692307692,2310000,109744.6346153846,5706721,60359.53846153846,3138696,1-yr,5040728,2772401,4200000,2310000,5706721,3138696,Reserve,D,RB,30,England,Crystal Palace
67,86,Conor Coady,eng ENG,DF,Wolves,29-022,1993.0,30,30,2686,29.8,3,0,3,0,0,2,0,0.1,0.0,0.1,0.1,0.1,1.8,1.8,0.0,1.8,0.06,0.0,0.06,0.06,0.06,Matches,19849.01923076923,1032149,10847.71153846154,564081,16538.46153846154,860000,9038.46153846154,470000,22471.51923076923,1168519,12280.942307692309,638609,4-yrs,4128596,2256326,3440000,1880000,4674076,2554437,Starter,D,CB,28,England,Wolverhampton
68,88,Nathan Collins,ie IRL,DF,Burnley,20-323,2001.0,9,8,770,8.6,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.05,0.05,0.1,0.05,0.1,Matches,12232.53846153846,636092,6693.269230769231,348050,10192.307692307691,530000,5576.923076923077,290000,13848.73076923077,720134,7577.596153846154,394035,4-yrs,2544368,1392201,2120000,1160000,2880535,1576142,Reserve,D,CB,20,Ireland,Burnley
69,90,Liam Cooper,sct SCO,DF,Leeds United,30-201,1991.0,15,15,1274,14.2,0,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.0,0.3,0.02,0.0,0.02,0.02,0.02,Matches,7847.288461538462,408059,4385.25,228033,6538.461538461538,340000,3653.846153846154,190000,8884.096153846154,461973,4964.634615384615,258161,3-yrs,1224177,684099,1020000,570000,1385918,774484,Reserve,D,CB,30,Scotland,Leeds
70,91,Jack Cork,eng ENG,MF,Burnley,32-267,1989.0,11,11,880,9.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.01,0.01,0.02,0.01,0.02,Matches,45698.90384615384,2376343,25157.48076923077,1308189,38076.92307692308,1980000,20961.53846153846,1090000,51736.75,2690311,28481.346153846152,1481030,1-yr,2376343,1308189,1980000,1090000,2690311,1481030,Reserve,M,DM,32,England,Burnley
71,92,Maxwel Cornet,ci CIV,FWMF,Burnley,25-173,1996.0,17,14,1097,12.2,6,0,6,0,0,2,0,0.49,0.0,0.49,0.49,0.49,3.0,3.0,0.7,3.7,0.25,0.05,0.3,0.25,0.3,Matches,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,5-yrs,9361353,5160746,7800000,4300000,10598195,5842595,Starter,F,LW,25,Cote d&#39;Ivoire,Burnley
72,95,Philippe Coutinho,br BRA,FWMF,Aston Villa,29-280,1992.0,9,8,684,7.6,4,3,4,0,0,0,0,0.53,0.39,0.92,0.53,0.92,3.3,3.3,2.3,5.6,0.43,0.31,0.73,0.43,0.73,Matches,421676.3076923077,21927168,231956.59615384616,12061743,351346.1538461539,18270000,193269.2307692308,10050000,477389.1346153846,24824235,262603.2115384616,13655367,1-yr,21927168,12061743,18270000,10050000,24824235,13655367,Starter,F,LW,29,Brazil,Aston Villa
73,96,Aaron Cresswell,eng ENG,DF,West Ham,32-094,1989.0,22,22,1916,21.3,1,3,1,0,0,1,0,0.05,0.14,0.19,0.05,0.19,0.7,0.7,2.5,3.2,0.03,0.12,0.15,0.03,0.15,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,2-yrs,6240902,3432496,5200000,2860000,7065464,3886005,Starter,D,LB,32,England,West Ham
74,97,Charlie Cresswell,eng ENG,DF,Leeds United,19-102,2002.0,5,1,141,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.05,0.0,0.05,0.05,0.05,Matches,2538.826923076923,132019,1384.8076923076924,72010,2115.3846153846152,110000,1153.8461538461538,60000,2874.269230769231,149462,1567.7884615384614,81525,4-yrs,528076,288042,440000,240000,597847,326098,Reserve,D,CB,19,England,Leeds
75,99,Marc Cucurella,es ESP,DF,Brighton,23-240,1998.0,26,26,2279,25.3,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.4,0.4,2.3,2.7,0.02,0.09,0.11,0.02,0.11,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,5-yrs,15602254,8581240,13000000,7150000,17663659,9715012,Starter,D,LB,23,Spain,Brighton
76,100,Luke Cundle,eng ENG,MF,Wolves,19-327,2002.0,2,1,84,0.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.24,0.24,0.0,0.24,Matches,13848.153846153846,720104,7616.4807692307695,396057,11538.46153846154,600000,6346.153846153846,330000,15677.807692307691,815246,8622.788461538461,448385,2-yrs,1440208,792114,1200000,660000,1630492,896770,Reserve,M,CM,19,England,Wolverhampton
77,101,Patson Daka,zm ZAM,FW,Leicester City,23-161,1998.0,14,8,762,8.5,4,3,4,0,0,1,0,0.47,0.35,0.83,0.47,0.83,3.3,3.3,1.4,4.7,0.39,0.17,0.56,0.39,0.56,Matches,74549.23076923077,3876560,41082.86538461538,2136309,62115.38461538462,3230000,34230.769230769234,1780000,84398.84615384616,4388740,46510.82692307692,2418563,5-yrs,19382800,10681543,16150000,8900000,21943699,12092813,Starter,F,CF,23,Zambia,Leicester
78,102,Stuart Dallas,nir NIR,DFMF,Leeds United,30-334,1991.0,30,30,2605,28.9,1,1,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07,1.9,1.9,2.2,4.0,0.06,0.08,0.14,0.06,0.14,Matches,9693.71153846154,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.46153846154,570672,6009.826923076923,312511,3-yrs,1512218,828120,1260000,690000,1712016,937533,Starter,D,RB,30,Northern Ireland,Leeds
79,103,Diogo Dalot,pt POR,DF,Manchester Utd,23-001,1999.0,16,11,1093,12.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.03,0.04,0.07,0.03,0.07,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,2-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Starter,D,RB,22,Portugal,Manchester United
80,104,Karl Darlow,eng ENG,GK,Newcastle Utd,31-162,1990.0,8,8,720,8.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,4-yrs,6240902,3456499,5200000,2880000,7065464,3913180,Reserve,K,GK,31,England,Newcastle
81,106,Ben Davies,wls WAL,DF,Tottenham,28-329,1993.0,19,18,1647,18.3,0,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05,1.3,1.3,0.5,1.8,0.07,0.03,0.1,0.07,0.1,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,3-yrs,11233623,6192895,9360000,5160000,12717834,7011114,Starter,D,LB,28,Wales,Tottenham
82,107,Tom Davies,eng ENG,MF,Everton,23-262,1998.0,5,1,158,1.8,1,0,1,0,0,0,0,0.57,0.0,0.57,0.57,0.57,0.9,0.9,0.0,0.9,0.52,0.0,0.52,0.52,0.52,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,2-yrs,3120451,1728250,2600000,1440000,3532732,1956590,Reserve,M,CM,23,England,Everton
83,109,Craig Dawson,eng ENG,DF,West Ham,31-317,1990.0,26,22,2063,22.9,2,1,2,0,0,4,0,0.09,0.04,0.13,0.09,0.13,2.4,2.4,0.5,2.9,0.11,0.02,0.13,0.11,0.13,Matches,51007.36538461538,2652383,28157.92307692308,1464212,42500.0,2210000,23461.53846153846,1220000,57746.57692307692,3002822,31878.19230769231,1657666,2-yrs,5304766,2928423,4420000,2440000,6005644,3315333,Starter,D,CB,31,England,West Ham
84,110,Kevin De Bruyne,be BEL,MF,Manchester City,30-264,1991.0,22,17,1536,17.1,9,3,9,0,0,0,0,0.53,0.18,0.7,0.53,0.7,4.5,4.5,5.5,10.0,0.26,0.32,0.58,0.26,0.58,Matches,480069.3653846154,24963607,264038.1538461539,13729984,400000.0,20800000,220000.0,11440000,543497.1923076923,28261854,298923.4615384616,15544020,4-yrs,99854427,54919935,83200000,45760000,113047418,62176080,Starter,F,AM,30,Belgium,Manchester City
85,113,Fabian Delph,eng ENG,MF,Everton,32-118,1989.0,6,3,249,2.8,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.02,0.01,0.02,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,1-yr,4992721,2748397,4160000,2290000,5652371,3111521,Reserve,M,CM,32,England,Everton
86,114,Leander Dendoncker,be BEL,MFFW,Wolves,26-338,1995.0,24,15,1411,15.7,1,2,1,0,0,4,0,0.06,0.13,0.19,0.06,0.19,1.6,1.6,0.9,2.5,0.1,0.06,0.16,0.1,0.16,Matches,108015.6153846154,5616812,59316.269230769234,3084446,90000.0,4680000,49423.07692307692,2570000,122286.8653846154,6358917,67153.26923076923,3491970,2-yrs,11233623,6168891,9360000,5140000,12717834,6983939,Starter,M,DM,26,Belgium,Wolverhampton
87,115,Emmanuel Dennis,ng NGA,FWMF,Watford,24-124,1997.0,27,26,2174,24.2,9,5,9,0,0,9,1,0.37,0.21,0.58,0.37,0.58,6.8,6.8,2.5,9.3,0.28,0.1,0.39,0.28,0.39,Matches,15694.576923076924,816118,8539.692307692309,444064,13076.923076923076,680000,7115.384615384615,370000,17768.173076923078,923945,9667.98076923077,502735,5-yrs,4080590,2220321,3400000,1850000,4619726,2513675,Starter,F,CF,24,Nigeria,Watford
88,117,Ibrahima Diallo,fr FRA,MF,Southampton,23-011,1999.0,19,7,755,8.4,0,2,0,0,0,0,0,0.0,0.24,0.24,0.0,0.24,0.4,0.4,0.9,1.4,0.05,0.11,0.16,0.05,0.16,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,3-yrs,10297488,5652817,8580000,4710000,11658015,6399680,Reserve,M,DM,22,France,Southampton
89,118,Raphinha,br BRA,MFFW,Leeds United,25-095,1996.0,27,26,2247,25.0,9,3,6,3,3,6,0,0.36,0.12,0.48,0.24,0.36,9.2,6.9,6.2,13.0,0.37,0.25,0.61,0.28,0.52,Matches,76164.84615384616,3960572,42006.07692307692,2184316,63461.53846153846,3300000,35000.0,1820000,86227.92307692308,4483852,47556.0,2472912,3-yrs,11881717,6552947,9900000,5460000,13451556,7418737,Starter,F,RW,25,Brazil,Leeds
90,119,Rúben Dias,pt POR,DF,Manchester City,24-309,1997.0,25,24,2132,23.7,2,3,2,0,0,5,0,0.08,0.13,0.21,0.08,0.21,1.5,1.5,2.1,3.6,0.06,0.09,0.15,0.06,0.15,Matches,192027.75,9985443,105707.57692307692,5496794,160000.0,8320000,88076.92307692308,4580000,217398.88461538465,11304742,119673.90384615384,6223043,6-yrs,59912656,32980765,49920000,27480000,67828451,37338258,Starter,D,CB,24,Portugal,Manchester City
91,120,Luis Díaz,co COL,FW,Liverpool,25-065,1997.0,6,6,496,5.5,2,0,2,0,0,0,0,0.36,0.0,0.36,0.36,0.36,2.3,2.3,1.0,3.4,0.42,0.19,0.61,0.42,0.61,Matches,67209.71153846153,3494905,36928.40384615384,1920277,56000.0,2912000,30769.23076923077,1600000,76089.61538461539,3956660,41807.480769230766,2173989,6-yrs,20969430,11521665,17472000,9600000,23739958,13043933,Reserve,F,LW,25,Colombia,Liverpool
92,121,Eric Dier,eng ENG,DF,Tottenham,28-063,1994.0,25,25,2171,24.1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,0.04,0.05,0.09,0.04,0.09,Matches,86781.76923076923,4512652,47776.13461538462,2484359,72307.69230769231,3760000,39807.69230769231,2070000,98247.57692307692,5108874,54088.42307692308,2812598,3-yrs,13537956,7453077,11280000,6210000,15326621,8437794,Reserve,D,CB,28,England,Tottenham
93,122,Lucas Digne,fr FRA,DF,Aston Villa,28-242,1993.0,8,8,639,7.1,0,1,0,0,0,1,0,0.0,0.14,0.14,0.0,0.14,0.5,0.5,0.6,1.1,0.07,0.08,0.15,0.07,0.15,Matches,196182.1923076923,10201474,108015.6153846154,5616812,163461.53846153847,8500000,90000.0,4680000,222102.2307692308,11549316,122286.8653846154,6358917,5-yrs,51007370,28084058,42500000,23400000,57746578,31794586,Starter,D,LB,28,France,Aston Villa
94,123,Lucas Digne,fr FRA,DF,Everton,28-242,1993.0,13,13,1170,13.0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.7,2.1,0.03,0.13,0.16,0.03,0.16,Matches,196182.1923076923,10201474,108015.6153846154,5616812,163461.53846153847,8500000,90000.0,4680000,222102.2307692308,11549316,122286.8653846154,6358917,5-yrs,51007370,28084058,42500000,23400000,57746578,31794586,Starter,D,LB,28,France,Aston Villa
95,124,Virgil van Dijk,nl NED,DF,Liverpool,30-254,1991.0,27,27,2430,27.0,3,1,3,0,0,2,0,0.11,0.04,0.15,0.11,0.15,2.0,2.0,0.3,2.3,0.08,0.01,0.09,0.08,0.09,Matches,264038.1538461539,13729984,145174.82692307694,7549091,220000.0,11440000,120961.53846153848,6290000,298923.4615384616,15544020,164355.63461538462,8546493,4-yrs,54919935,30196363,45760000,25160000,62176080,34185974,Starter,D,CB,30,Netherlands,Liverpool
96,125,Issa Diop,fr FRA,DF,West Ham,25-069,1997.0,11,9,811,9.0,0,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,80319.28846153847,4176603,44083.28846153846,2292331,66923.07692307692,3480000,36730.769230769234,1910000,90931.26923076923,4728426,49907.67307692308,2595199,2-yrs,8353207,4584662,6960000,3820000,9456851,5190398,Reserve,D,CB,25,France,West Ham
97,126,Moussa Djenepo,ml MLI,MF,Southampton,23-277,1998.0,11,5,438,4.9,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,0.3,0.05,0.35,0.3,0.35,Matches,66009.53846153847,3432496,36236.0,1884272,55000.0,2860000,30192.30769230769,1570000,74730.86538461539,3886005,41023.59615384616,2133227,2-yrs,6864992,3768544,5720000,3140000,7772010,4266453,Reserve,F,LW,23,Mali,Southampton
98,128,Matt Doherty,ie IRL,DF,Tottenham,30-062,1992.0,12,6,675,7.5,1,4,1,0,0,0,0,0.13,0.53,0.67,0.13,0.67,1.9,1.9,1.7,3.6,0.25,0.23,0.48,0.25,0.48,Matches,78472.88461538461,4080590,43160.07692307692,2244324,65384.61538461538,3400000,35961.53846153846,1870000,88840.88461538461,4619726,48862.480769230766,2540849,3-yrs,12241769,6732973,10200000,5610000,13859179,7622548,Reserve,D,RB,30,Ireland,Tottenham
99,130,Abdoulaye Doucouré,fr FRA,MF,Everton,29-077,1993.0,20,20,1774,19.7,2,4,2,0,0,4,0,0.1,0.2,0.3,0.1,0.3,1.9,1.9,1.4,3.3,0.1,0.07,0.17,0.1,0.17,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,2-yrs,9361353,5160746,7800000,4300000,10598195,5842595,Reserve,M,CM,29,France,Everton
100,131,Kieran Dowell,eng ENG,FWMF,Norwich City,24-160,1997.0,11,4,356,4.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.7,0.04,0.15,0.19,0.04,0.19,Matches,9001.307692307691,468068,4846.846153846154,252036,7500.0,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,2-yrs,936135,504073,780000,420000,1059820,570672,Reserve,F,AM,24,England,Norwich
101,134,Shane Duffy,ie IRL,DF,Brighton,30-077,1992.0,18,15,1436,16.0,1,0,1,0,0,7,0,0.06,0.0,0.06,0.06,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Matches,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,2-yrs,4992721,2736395,4160000,2280000,5652371,3097934,Reserve,D,CB,30,Ireland,Brighton
102,135,Paul Dummett,wls WAL,DF,Newcastle Utd,30-174,1991.0,3,2,198,2.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,42006.07692307692,2184316,23080.25,1200173,35000.0,1820000,19230.76923076923,1000000,47556.0,2472912,26129.67307692308,1358743,1-yr,2184316,1200173,1820000,1000000,2472912,1358743,Reserve,D,LB,30,Wales,Newcastle
103,136,Lewis Dunk,eng ENG,DF,Brighton,30-118,1991.0,20,20,1763,19.6,1,0,1,0,0,1,1,0.05,0.0,0.05,0.05,0.05,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05,Matches,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,4-yrs,11233623,6192895,9360000,5160000,12717834,7011114,Reserve,D,CB,30,England,Brighton
104,137,Ederson,br BRA,GK,Manchester City,28-214,1993.0,28,28,2520,28.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Matches,78011.26923076923,4056586,42929.28846153846,2232323,65000.0,3380000,35769.230769230766,1860000,88318.28846153847,4592551,48601.19230769231,2527262,5-yrs,20282930,11161613,16900000,9300000,22962757,12636310,Starter,K,GK,28,Brazil,Manchester City
105,139,Anthony Elanga,se SWE,FW,Manchester Utd,19-326,2002.0,12,6,550,6.1,2,0,2,0,0,0,0,0.33,0.0,0.33,0.33,0.33,2.2,2.2,0.6,2.8,0.37,0.09,0.46,0.37,0.46,Matches,10847.71153846154,564081,6000.865384615385,312045,9038.46153846154,470000,5000.0,260000,12280.942307692309,638609,6793.711538461538,353273,5-yrs,2820407,1560225,2350000,1300000,3193046,1766366,Reserve,F,LW,19,Sweden,Manchester United
106,140,Harvey Elliott,eng ENG,MF,Liverpool,18-349,2003.0,5,3,282,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,0.22,0.1,0.32,0.22,0.32,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,5-yrs,4680676,2580373,3900000,2150000,5299098,2921297,Reserve,F,RW,18,England,Liverpool
107,141,Mohamed Elneny,eg EGY,MF,Arsenal,29-251,1992.0,7,1,176,2.0,0,1,0,0,0,0,0,0.0,0.51,0.51,0.0,0.51,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,Matches,60008.67307692308,3120451,33004.769230769234,1716248,50000.0,2600000,27500.0,1430000,67937.15384615384,3532732,37365.42307692308,1943002,1-yr,3120451,1716248,2600000,1430000,3532732,1943002,Reserve,M,DM,29,Egypt,Arsenal
108,142,Mohamed Elyounoussi,no NOR,MF,Southampton,27-227,1994.0,22,17,1509,16.8,4,1,4,0,0,3,0,0.24,0.06,0.3,0.24,0.3,4.7,4.7,1.9,6.6,0.28,0.11,0.39,0.28,0.39,Matches,72010.40384615384,3744541,39698.03846153846,2064298,60000.0,3120000,33076.92307692308,1720000,81524.57692307692,4239278,44943.03846153846,2337038,2-yrs,7489082,4128596,6240000,3440000,8478556,4674076,Starter,F,LW,27,Norway,Southampton
109,143,Emerson,br BRA,DF,Tottenham,23-064,1999.0,21,17,1507,16.7,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,1.7,2.2,0.03,0.1,0.13,0.03,0.13,Matches,50084.15384615384,2604376,27465.5,1428206,41730.769230769234,2170000,22884.615384615383,1190000,56701.38461538462,2948472,31094.30769230769,1616904,5-yrs,13021881,7141032,10850000,5950000,14742362,8084521,Starter,D,RB,23,Brazil,Tottenham
110,144,Christian Eriksen,dk DEN,MF,Brentford,30-033,1992.0,3,2,219,2.4,0,1,0,0,0,1,0,0.0,0.41,0.41,0.0,0.41,0.2,0.2,0.6,0.7,0.07,0.23,0.29,0.07,0.29,Matches,28157.92307692308,1464212,15463.76923076923,804116,23461.53846153846,1220000,12884.615384615385,670000,31878.19230769231,1657666,17506.884615384617,910358,1-yr,1464212,804116,1220000,670000,1657666,910358,Reserve,F,AM,29,Denmark,Brentford
111,145,Oghenekaro Etebo,ng NGA,MF,Watford,26-130,1995.0,7,4,389,4.3,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,19849.01923076923,1032149,10847.71153846154,564081,16538.46153846154,860000,9038.46153846154,470000,22471.51923076923,1168519,12280.942307692309,638609,1-yr,1032149,564081,860000,470000,1168519,638609,Reserve,M,CM,26,Nigeria,Watford
112,146,Jonny Evans,nir NIR,DF,Leicester City,34-075,1988.0,10,9,752,8.4,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,0.7,0.7,0.5,1.2,0.09,0.05,0.14,0.09,0.14,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,2-yrs,9985443,5496794,8320000,4580000,11304742,6223043,Reserve,D,CB,34,Northern Ireland,Leicester
113,147,Eberechi Eze,eng ENG,MFFW,Crystal Palace,23-263,1998.0,6,1,142,1.6,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.05,0.08,0.03,0.08,Matches,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,4-yrs,7489082,4128596,6240000,3440000,8478556,4674076,Reserve,F,AM,23,England,Crystal Palace
114,149,Fabinho,br BRA,MF,Liverpool,28-147,1993.0,22,21,1882,20.9,4,1,3,1,1,5,0,0.19,0.05,0.24,0.14,0.19,2.5,1.8,0.7,2.5,0.12,0.04,0.16,0.08,0.12,Matches,216031.21153846156,11233623,118863.32692307692,6180893,180000.0,9360000,99038.46153846152,5150000,244573.7307692308,12717834,134567.8076923077,6997526,5-yrs,56168115,30904465,46800000,25750000,63589172,34987632,Starter,M,DM,28,Brazil,Liverpool
115,150,Kiko Femenía,es ESP,DF,Watford,31-045,1991.0,21,20,1606,17.8,0,5,0,0,0,2,0,0.0,0.28,0.28,0.0,0.28,0.0,0.0,2.0,2.0,0.0,0.11,0.11,0.0,0.11,Matches,27003.903846153848,1404203,14771.365384615385,768111,22500.0,1170000,12307.692307692309,640000,30571.71153846154,1589729,16723.0,869596,3-yrs,4212609,2304333,3510000,1920000,4769188,2608787,Starter,D,RB,31,Spain,Watford
116,152,Nathan Ferguson,eng ENG,DF,Crystal Palace,21-164,2000.0,1,0,9,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,34620.38461538462,1800260,19156.615384615383,996144,28846.153846153848,1500000,15961.53846153846,830000,39194.5,2038114,21687.634615384617,1127757,2-yrs,3600520,1992288,3000000,1660000,4076229,2255513,Reserve,D,CB,21,England,Crystal Palace
117,153,Bruno Fernandes,pt POR,MF,Manchester Utd,27-192,1994.0,27,26,2308,25.6,9,6,9,0,1,7,0,0.35,0.23,0.58,0.35,0.58,7.2,6.5,7.9,14.3,0.28,0.31,0.59,0.25,0.56,Matches,216031.21153846156,11233623,118863.32692307692,6180893,180000.0,9360000,99038.46153846152,5150000,244573.7307692308,12717834,134567.8076923077,6997526,4-yrs,44934492,24723572,37440000,20600000,50871338,27990106,Starter,F,AM,27,Portugal,Manchester United
118,154,Álvaro Fernández,es ESP,GK,Brentford,23-340,1998.0,12,12,1080,12.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,10155.307692307691,528076,5539.269230769231,288042,8461.538461538461,440000,4615.384615384615,240000,11497.057692307691,597847,6271.115384615385,326098,1-yr,528076,288042,440000,240000,597847,326098,Reserve,K,GK,23,Spain,Brentford
119,155,Federico Fernández,ar ARG,DF,Newcastle Utd,33-026,1989.0,7,5,523,5.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.8,0.07,0.06,0.13,0.07,0.13,Matches,56777.44230769231,2952427,31158.346153846152,1620234,47307.69230769231,2460000,25961.53846153846,1350000,64279.0,3342508,35275.057692307695,1834303,2-yrs,5904853,3240468,4920000,2700000,6685016,3668606,Reserve,D,CB,32,Argentina,Newcastle
120,156,Fernandinho,br BRA,MF,Manchester City,36-319,1985.0,13,6,610,6.8,1,1,1,0,0,1,0,0.15,0.15,0.3,0.15,0.3,1.4,1.4,0.8,2.1,0.2,0.11,0.32,0.2,0.32,Matches,180026.01923076922,9361353,99014.30769230767,5148744,150000.0,7800000,82500.0,4290000,203811.4423076923,10598195,112096.28846153848,5829007,1-yr,9361353,5148744,7800000,4290000,10598195,5829007,Reserve,M,DM,36,Brazil,Manchester City
121,157,Roberto Firmino,br BRA,FW,Liverpool,30-168,1991.0,16,8,790,8.8,5,3,5,0,0,3,0,0.57,0.34,0.91,0.57,0.91,4.6,4.6,2.0,6.6,0.53,0.22,0.75,0.53,0.75,Matches,216031.21153846156,11233623,118863.32692307692,6180893,180000.0,9360000,99038.46153846152,5150000,244573.7307692308,12717834,134567.8076923077,6997526,2-yrs,22467246,12361786,18720000,10300000,25435669,13995053,Starter,F,CF,30,Brazil,Liverpool
