,Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
178,228,Gabriel Jesus,br BRA,FW,Manchester City,24-350,1997.0,20,15,1338,14.9,2,7,2,0,0,0,0,0.13,0.47,0.61,0.13,0.61,5.3,5.3,3.4,8.7,0.36,0.23,0.59,0.36,0.59,Matches,108015.6153846154,5616812,59316.269230769234,3084446,90000.0,4680000,49423.07692307692,2570000,122286.8653846154,6358917,67153.26923076923,3491970,2-yrs,11233623,6168891,9360000,5140000,12717834,6983939,Reserve,F,CF,24,Brazil,Manchester City
179,229,Raúl Jiménez,mx MEX,FW,Wolves,30-318,1991.0,28,25,2155,23.9,6,3,5,1,1,9,2,0.25,0.13,0.38,0.21,0.33,6.1,5.6,2.0,7.6,0.26,0.08,0.34,0.23,0.32,Matches,49391.75,2568371,27234.71153846154,1416205,41153.84615384616,2140000,22692.30769230769,1180000,55917.5,2907710,30833.01923076923,1603317,3-yrs,7705113,4248614,6420000,3540000,8723130,4809950,Starter,F,CF,30,Mexico,Wolverhampton
180,230,Joelinton,br BRA,MFFW,Newcastle Utd,25-217,1996.0,26,21,1884,20.9,2,1,2,0,0,6,0,0.1,0.05,0.14,0.1,0.14,2.7,2.7,1.3,4.0,0.13,0.06,0.19,0.13,0.19,Matches,96013.8653846154,4992721,52853.78846153846,2748397,80000.0,4160000,44038.46153846154,2290000,108699.44230769233,5652371,59836.94230769231,3111521,4-yrs,19970885,10993588,16640000,9160000,22609484,12446086,Starter,F,AM,25,Brazil,Newcastle
181,231,Ben Johnson,eng ENG,DF,West Ham,22-054,2000.0,15,13,1116,12.4,1,0,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,0.1,0.1,0.6,0.7,0.01,0.05,0.05,0.01,0.05,Matches,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.67307692308,1358743,14371.326923076924,747309,1-yr,1200173,660095,1000000,550000,1358743,747309,Reserve,D,RB,22,England,West Ham
182,232,Curtis Jones,eng ENG,MF,Liverpool,21-048,2001.0,12,7,639,7.1,1,1,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28,0.7,0.7,0.4,1.1,0.09,0.06,0.15,0.09,0.15,Matches,9001.307692307691,468068,4846.846153846154,252036,7500.0,390000,4038.4615384615386,210000,10190.576923076924,529910,5487.2307692307695,285336,4-yrs,1872271,1008146,1560000,840000,2119639,1141344,Reserve,M,CM,21,England,Liverpool
183,233,Phil Jones,eng ENG,DF,Manchester Utd,30-026,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,90013.0,4680676,49622.557692307695,2580373,75000.0,3900000,41346.15384615384,2150000,101905.73076923077,5299098,56178.78846153846,2921297,2-yrs,9361353,5160746,7800000,4300000,10598195,5842595,Reserve,D,CB,29,England,Manchester United
184,234,Jorginho,it ITA,MF,Chelsea,30-089,1991.0,24,21,1868,20.8,6,2,0,6,6,4,0,0.29,0.1,0.39,0.0,0.1,5.0,0.4,2.4,2.8,0.24,0.12,0.36,0.02,0.14,Matches,132019.07692307694,6864992,72702.80769230769,3780546,110000.0,5720000,60576.92307692308,3150000,149461.73076923078,7772010,82308.46153846153,4280040,2-yrs,13729984,7561092,11440000,6300000,15544020,8560081,Starter,M,DM,30,Italy,Chelsea
185,235,Diogo Jota,pt POR,FW,Liverpool,25-105,1996.0,26,20,1750,19.4,13,1,13,0,0,2,0,0.67,0.05,0.72,0.67,0.72,13.0,13.0,4.1,17.1,0.67,0.21,0.88,0.67,0.88,Matches,108015.6153846154,5616812,59316.269230769234,3084446,90000.0,4680000,49423.07692307692,2570000,122286.8653846154,6358917,67153.26923076923,3491970,4-yrs,22467246,12337783,18720000,10280000,25435669,13967878,Starter,F,CF,25,Portugal,Liverpool
186,236,James Justin,eng ENG,DF,Leicester City,24-024,1998.0,5,3,278,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.11,0.11,0.0,0.11,Matches,9924.51923076923,516075,5539.269230769231,288042,8269.23076923077,430000,4615.384615384615,240000,11235.75,584259,6271.115384615385,326098,3-yrs,1548224,864125,1290000,720000,1752778,978295,Starter,D,RB,23,England,Leicester
187,238,Ozan Kabak,tr TUR,DF,Norwich City,21-359,2000.0,11,11,922,10.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,33235.57692307692,1728250,18233.403846153848,948137,27692.30769230769,1440000,15192.307692307691,790000,37626.730769230766,1956590,20642.44230769231,1073407,1-yr,1728250,948137,1440000,790000,1956590,1073407,Reserve,D,CB,21,Turkey,Norwich
188,239,Christian Kabasele,be BEL,DF,Watford,31-023,1991.0,8,4,473,5.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.06,0.01,0.07,0.06,0.07,Matches,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,3-yrs,5616812,3096447,4680000,2580000,6358917,3505557,Reserve,D,CB,30,Belgium,Watford
189,240,Samuel Kalu,ng NGA,FWMF,Watford,24-205,1997.0,2,0,47,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,16848.596153846152,876127,9232.096153846154,480069,14038.46153846154,730000,7692.307692307692,400000,19074.653846153848,991882,10451.865384615385,543497,4-yrs,3504506,1920277,2920000,1600000,3967530,2173989,Reserve,F,RW,24,Nigeria,Watford
190,241,Hassane Kamara,ci CIV,DF,Watford,27-181,1994.0,11,11,983,10.9,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.01,0.03,0.04,0.01,0.04,Matches,31850.75,1656239,17541.0,912132,26538.46153846154,1380000,14615.384615384615,760000,36058.94230769231,1875065,19858.55769230769,1032645,4-yrs,6624957,3648527,5520000,3040000,7500261,4130579,Starter,D,LB,27,Cote d&#39;Ivoire,Watford
191,242,Harry Kane,eng ENG,FW,Tottenham,28-234,1993.0,27,26,2332,25.9,12,3,10,2,2,3,0,0.46,0.12,0.58,0.39,0.5,14.0,12.5,5.4,17.9,0.54,0.21,0.75,0.48,0.69,Matches,240034.67307692303,12481803,132019.07692307694,6864992,200000.0,10400000,110000.0,5720000,271748.5961538461,14130927,149461.73076923078,7772010,3-yrs,37445410,20594976,31200000,17160000,42392782,23316030,Starter,F,CF,28,England,Tottenham
192,243,N'Golo Kanté,fr FRA,MF,Chelsea,30-355,1991.0,19,14,1197,13.3,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38,1.2,1.2,1.5,2.7,0.09,0.11,0.2,0.09,0.2,Matches,347357.8846153846,18062610,191104.53846153847,9937436,289423.07692307694,15050000,159230.76923076922,8280000,393251.57692307694,20449082,216353.6923076923,11250392,2-yrs,36125219,19874872,30100000,16560000,40898164,22500784,Starter,M,DM,30,France,Chelsea
193,244,Edo Kayembe,cd COD,MF,Watford,23-228,1998.0,7,5,415,4.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.01,0.05,0.06,0.01,0.06,Matches,17771.80769230769,924134,9693.71153846154,504073,14807.692307692309,770000,8076.923076923077,420000,20119.846153846152,1046232,10974.46153846154,570672,5-yrs,4620668,2520364,3850000,2100000,5231161,2853360,Starter,M,DM,23,Democratic Republic of the Congo,Watford
194,246,Michael Keane,eng ENG,DF,Everton,29-067,1993.0,25,25,2205,24.5,2,2,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.9,0.9,0.6,1.5,0.04,0.02,0.06,0.04,0.06,Matches,78011.26923076923,4056586,42929.28846153846,2232323,65000.0,3380000,35769.230769230766,1860000,88318.28846153847,4592551,48601.19230769231,2527262,4-yrs,16226344,8929290,13520000,7440000,18370205,10109048,Starter,D,CB,29,England,Everton
195,247,Naby Keïta,gn GUI,MF,Liverpool,27-037,1995.0,15,10,830,9.2,2,1,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,1.2,1.2,1.1,2.4,0.13,0.12,0.26,0.13,0.26,Matches,144020.8076923077,7489082,79165.28846153847,4116595,120000.0,6240000,65961.53846153847,3430000,163049.15384615384,8478556,89624.76923076923,4660488,2-yrs,14978164,8233190,12480000,6860000,16957113,9320977,Reserve,M,CM,26,Guinea,Liverpool
196,249,Jonjoe Kenny,eng ENG,DF,Everton,25-004,1997.0,9,8,703,7.8,0,1,0,0,0,3,1,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.3,0.5,0.04,0.03,0.07,0.04,0.07,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,1-yr,936135,516075,780000,430000,1059820,584259,Reserve,D,RB,24,England,Everton
197,250,Max Kilman,eng ENG,DF,Wolves,24-300,1997.0,28,28,2507,27.9,1,0,1,0,0,3,0,0.04,0.0,0.04,0.04,0.04,1.0,1.0,0.0,1.0,0.03,0.0,0.04,0.03,0.04,Matches,18002.596153846152,936135,9924.51923076923,516075,15000.0,780000,8269.23076923077,430000,20381.153846153848,1059820,11235.75,584259,5-yrs,4680676,2580373,3900000,2150000,5299098,2921297,Starter,D,CB,24,England,Wolverhampton
198,251,Joshua King,no NOR,FW,Watford,30-063,1992.0,26,24,1967,21.9,5,3,4,1,1,4,0,0.23,0.14,0.37,0.18,0.32,7.7,6.9,3.1,10.0,0.35,0.14,0.49,0.32,0.46,Matches,47083.730769230766,2448354,25849.884615384617,1344194,39230.769230769234,2040000,21538.46153846154,1120000,53304.53846153846,2771836,29265.23076923077,1521792,2-yrs,4896707,2688388,4080000,2240000,5543671,3043584,Starter,F,SS,30,Norway,Watford
199,252,Kristoffer Klaesson,no NOR,GK,Leeds United,21-112,2000.0,1,0,36,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,13155.75,684099,7154.884615384615,372054,10961.53846153846,570000,5961.538461538462,310000,14893.923076923076,774484,8100.192307692308,421210,4-yrs,2736395,1488215,2280000,1240000,3097934,1684841,Reserve,K,GK,21,Norway,Leeds
200,253,Mateusz Klich,pl POL,MF,Leeds United,31-279,1990.0,25,20,1650,18.3,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,2.3,2.3,2.0,4.4,0.13,0.11,0.24,0.13,0.24,Matches,9232.096153846154,480069,5077.653846153846,264038,7692.307692307692,400000,4230.769230769231,220000,10451.865384615385,543497,5748.519230769231,298923,3-yrs,1440208,792114,1200000,660000,1630492,896770,Starter,M,CM,31,Poland,Leeds
201,254,Robin Koch,de GER,MFDF,Leeds United,25-245,1996.0,13,11,1012,11.2,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,1.0,0.04,0.05,0.09,0.04,0.09,Matches,55392.61538461538,2880416,30465.94230769231,1584229,46153.84615384616,2400000,25384.615384615383,1320000,62711.21153846154,3260983,34491.17307692308,1793541,3-yrs,8641248,4752687,7200000,3960000,9782950,5380622,Starter,D,CB,25,Germany,Leeds
202,256,Ibrahima Konaté,fr FRA,DF,Liverpool,22-298,1999.0,8,8,720,8.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,Matches,84012.13461538461,4368631,46160.519230769234,2400347,70000.0,3640000,38461.53846153846,2000000,95112.01923076923,4945825,52259.34615384616,2717486,5-yrs,21843156,12001734,18200000,10000000,24729123,13587430,Reserve,D,CB,22,France,Liverpool
203,257,Ezri Konsa,eng ENG,DF,Aston Villa,24-147,1997.0,22,22,1888,21.0,2,0,2,0,0,5,2,0.1,0.0,0.1,0.1,0.1,1.4,1.4,0.3,1.7,0.07,0.01,0.08,0.07,0.08,Matches,9693.71153846154,504073,5308.461538461538,276040,8076.923076923077,420000,4423.076923076923,230000,10974.46153846154,570672,6009.826923076923,312511,5-yrs,2520364,1380199,2100000,1150000,2853360,1562554,Starter,D,CB,24,England,Aston Villa
204,258,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,32-088,1989.0,22,19,1665,18.5,0,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.7,1.2,0.03,0.04,0.06,0.03,0.06,Matches,78011.26923076923,4056586,42929.28846153846,2232323,65000.0,3380000,35769.230769230766,1860000,88318.28846153847,4592551,48601.19230769231,2527262,1-yr,4056586,2232323,3380000,1860000,4592551,2527262,Reserve,M,DM,32,Senegal,Crystal Palace
205,260,Emil Krafth,se SWE,DF,Newcastle Utd,27-229,1994.0,13,11,1033,11.5,0,1,0,0,0,4,0,0.0,0.09,0.09,0.0,0.09,0.2,0.2,0.6,0.8,0.02,0.05,0.07,0.02,0.07,Matches,69240.76923076923,3600520,38082.42307692308,1980286,57692.307692307695,3000000,31730.76923076923,1650000,78389.01923076923,4076229,43113.96153846154,2241926,2-yrs,7201040,3960572,6000000,3300000,8152458,4483852,Reserve,D,RB,27,Sweden,Newcastle
206,262,Tim Krul,nl NED,GK,Norwich City,33-350,1988.0,22,22,1980,22.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.02,0.02,0.0,0.02,Matches,30004.32692307692,1560225,16617.78846153846,864125,25000.0,1300000,13846.153846153846,720000,33968.57692307692,1766366,18813.365384615383,978295,3-yrs,4680676,2592375,3900000,2160000,5299098,2934885,Reserve,K,GK,33,Netherlands,Norwich
207,263,Juraj Kucka,sk SVK,MF,Watford,35-021,1987.0,22,18,1586,17.6,1,1,1,0,0,4,1,0.06,0.06,0.11,0.06,0.11,2.0,2.0,1.0,3.0,0.12,0.06,0.17,0.12,0.17,Matches,26542.28846153846,1380199,14540.557692307691,756109,22115.384615384617,1150000,12115.384615384615,630000,30049.115384615383,1562554,16461.69230769231,856008,1-yr,1380199,756109,1150000,630000,1562554,856008,Starter,M,CM,34,Slovakia,Watford
208,264,Dejan Kulusevski,se SWE,MFFW,Tottenham,21-328,2000.0,8,6,591,6.6,2,4,2,0,0,1,0,0.3,0.61,0.91,0.3,0.91,2.2,2.2,1.8,4.0,0.34,0.27,0.61,0.34,0.61,Matches,132019.07692307694,6864992,72702.80769230769,3780546,110000.0,5720000,60576.92307692308,3150000,149461.73076923078,7772010,82308.46153846153,4280040,2-yrs,13729984,7561092,11440000,6300000,15544020,8560081,Reserve,F,RW,21,Sweden,Tottenham
