,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
2207,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,14,11,931,10.3,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
2208,Jacopo Sala,it ITA,DF,SPAL,it Serie A,27,1991,16,9,853,9.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.05,0.03,0.08,0.05,0.08,Matches
2209,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,34,33,2876,32.0,19,10,16,3,3,1,0,0.59,0.31,0.91,0.50,0.81,19.4,17.2,7.3,24.4,0.61,0.23,0.84,0.54,0.76,Matches
2210,Bartosz Salamon,pl POL,DF,SPAL,it Serie A,28,1991,7,3,344,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2211,Eddie Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17,2001,17,7,680,7.6,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.5,1.5,1.6,3.1,0.20,0.21,0.41,0.20,0.41,Matches
2212,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,12,11,992,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Matches
2213,Yannis Salibur,fr FRA,MFFW,Mallorca,es La Liga,28,1991,4,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.10,0.12,0.02,0.12,Matches
2214,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2215,Mohammed Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,31,30,2725,30.3,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,0.1,1.3,0.04,0.00,0.04,0.04,0.04,Matches
2216,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,22,1997,21,15,1162,12.9,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,2.4,2.4,1.5,3.9,0.19,0.11,0.30,0.19,0.30,Matches
2217,Lazar Samardzic,de GER,MFFW,Hertha BSC,de Bundesliga,17,2002,3,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2218,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,21,16,1310,14.6,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.4,0.6,0.01,0.03,0.04,0.01,0.04,Matches
2219,Mbwana Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,14,11,943,10.5,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,1.9,1.9,0.2,2.2,0.18,0.02,0.21,0.18,0.21,Matches
2220,Mama Samba Baldé,gw GNB,FWMF,Dijon,fr Ligue 1,23,1995,24,20,1676,18.6,6,2,6,0,0,2,0,0.32,0.11,0.43,0.32,0.43,4.9,4.9,2.9,7.8,0.26,0.16,0.42,0.26,0.42,Matches
2221,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22,1996,17,5,587,6.5,1,1,1,0,0,3,1,0.15,0.15,0.31,0.15,0.31,0.5,0.5,0.1,0.6,0.07,0.02,0.09,0.07,0.09,Matches
2222,Frédéric Sammaritano,fr FRA,MFFW,Dijon,fr Ligue 1,33,1986,10,6,518,5.8,1,2,1,0,0,0,0,0.17,0.35,0.52,0.17,0.52,0.5,0.5,1.7,2.2,0.09,0.29,0.38,0.09,0.38,Matches
2223,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,25,20,1751,19.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches
2224,Mikel San José,es ESP,MF,Athletic Club,es La Liga,30,1989,9,3,359,4.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.13,0.01,0.13,0.13,0.13,Matches
2225,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,24,16,1387,15.4,6,2,6,0,0,3,0,0.39,0.13,0.52,0.39,0.52,3.7,3.7,1.9,5.6,0.24,0.12,0.37,0.24,0.37,Matches
2226,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,17,9,741,8.2,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,0.9,0.9,0.7,1.5,0.11,0.08,0.19,0.11,0.19,Matches
2227,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2228,Renato Sanches,pt POR,MFFW,Lille,fr Ligue 1,21,1997,19,16,1483,16.5,3,1,3,0,0,3,0,0.18,0.06,0.24,0.18,0.24,1.9,1.7,2.5,4.2,0.12,0.15,0.27,0.10,0.25,Matches
2229,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,30,1988,22,10,923,10.3,4,8,3,1,1,4,1,0.39,0.78,1.17,0.29,1.07,4.3,3.5,3.4,6.9,0.42,0.33,0.75,0.35,0.67,Matches
2230,Carlos Sánchez,co COL,MFDF,West Ham,eng Premier League,33,1986,6,1,117,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2231,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,23,1996,29,27,2431,27.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.02,0.00,0.02,0.02,0.02,Matches
2232,Germán Sánchez,es ESP,DF,Granada,es La Liga,32,1986,28,26,2293,25.5,2,0,2,0,0,12,1,0.08,0.00,0.08,0.08,0.08,1.5,1.5,0.1,1.6,0.06,0.00,0.06,0.06,0.06,Matches
2233,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,22,1997,8,6,497,5.5,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09,Matches
2234,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,5,4,325,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.08,0.08,0.00,0.08,Matches
2235,Víctor Sánchez,es ESP,MFDF,Espanyol,es La Liga,31,1987,25,20,1688,18.8,0,1,0,0,0,11,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,1.2,1.6,0.02,0.07,0.08,0.02,0.08,Matches
2236,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,19,2000,32,25,2287,25.4,17,16,17,0,0,2,0,0.67,0.63,1.30,0.67,1.30,9.3,9.3,9.0,18.3,0.36,0.35,0.72,0.36,0.72,Matches
2237,Alex Sandro,br BRA,DF,Juventus,it Serie A,28,1991,29,27,2385,26.5,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,0.7,0.7,2.5,3.2,0.03,0.09,0.12,0.03,0.12,Matches
2238,Leroy Sané,de GER,FW,Manchester City,eng Premier League,23,1996,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.76,0.00,0.76,0.76,0.76,Matches
2239,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,15,13,1126,12.5,2,1,2,0,0,3,0,0.16,0.08,0.24,0.16,0.24,0.7,0.7,0.6,1.2,0.05,0.04,0.10,0.05,0.10,Matches
2240,Luca Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,11,5,372,4.1,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.5,0.5,0.5,1.0,0.12,0.12,0.23,0.12,0.23,Matches
2241,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,25,25,2175,24.2,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,1.2,1.2,1.7,2.9,0.05,0.07,0.12,0.05,0.12,Matches
2242,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,29,27,2320,25.8,2,1,2,0,0,15,1,0.08,0.04,0.12,0.08,0.12,2.0,2.0,1.0,3.0,0.08,0.04,0.12,0.08,0.12,Matches
2243,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,15,9,910,10.1,3,1,2,1,1,1,0,0.30,0.10,0.40,0.20,0.30,3.5,2.7,0.3,3.0,0.34,0.03,0.37,0.27,0.30,Matches
2244,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,27,26,2173,24.1,5,4,5,0,0,5,0,0.21,0.17,0.37,0.21,0.37,3.3,3.3,3.0,6.3,0.14,0.13,0.26,0.14,0.26,Matches
2245,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,27,1991,33,26,2269,25.2,4,3,1,3,4,6,0,0.16,0.12,0.28,0.04,0.16,9.1,6.1,4.2,10.3,0.36,0.17,0.53,0.24,0.41,Matches
2246,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,28,28,2505,27.8,1,1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,0.9,2.1,0.04,0.03,0.07,0.04,0.07,Matches
2247,Federico Santander,py PAR,FW,Bologna,it Serie A,28,1991,24,5,770,8.6,1,0,0,1,1,6,0,0.12,0.00,0.12,0.00,0.00,3.2,2.4,0.9,3.3,0.37,0.11,0.48,0.28,0.39,Matches
2248,Davide Santon,it ITA,DF,Roma,it Serie A,28,1991,15,7,619,6.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
2249,Samir Santos,br BRA,DF,Udinese,it Serie A,24,1994,21,16,1546,17.2,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.4,1.2,0.04,0.02,0.07,0.04,0.07,Matches
2250,Riccardo Saponara,it ITA,MFFW,Genoa,it Serie A,27,1991,4,2,168,1.9,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.16,0.04,0.20,0.16,0.20,Matches
2251,Riccardo Saponara,it ITA,MFFW,Lecce,it Serie A,27,1991,13,11,947,10.5,2,4,2,0,0,2,0,0.19,0.38,0.57,0.19,0.57,2.0,2.0,2.7,4.7,0.19,0.26,0.45,0.19,0.45,Matches
2252,Ivan Šaponjić,rs SRB,DFFW,Atlético Madrid,es La Liga,21,1997,2,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.92,0.00,1.92,1.92,1.92,Matches
2253,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,27,1992,21,13,1164,12.9,4,3,4,0,0,1,0,0.31,0.23,0.54,0.31,0.54,4.0,4.0,2.9,7.0,0.31,0.23,0.54,0.31,0.54,Matches
2254,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,4,1,179,2.0,1,0,1,0,0,1,0,0.50,0.00,0.50,0.50,0.50,0.5,0.5,0.3,0.8,0.27,0.14,0.42,0.27,0.42,Matches
2255,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,28,15,1416,15.7,4,2,4,0,0,2,0,0.25,0.13,0.38,0.25,0.38,4.3,4.3,1.1,5.4,0.27,0.07,0.34,0.27,0.34,Matches
2256,Bouna Sarr,sn SEN,DFFW,Marseille,fr Ligue 1,27,1992,27,25,2164,24.0,1,3,1,0,0,3,0,0.04,0.12,0.17,0.04,0.17,1.9,1.9,2.1,4.0,0.08,0.09,0.17,0.08,0.17,Matches
2257,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,21,1998,28,22,2028,22.5,5,4,5,0,0,1,0,0.22,0.18,0.40,0.22,0.40,5.7,5.7,3.2,8.9,0.26,0.14,0.39,0.26,0.39,Matches
2258,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,19,16,1454,16.2,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.2,0.2,0.1,0.3,0.01,0.00,0.02,0.01,0.02,Matches
2259,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,22,12,1165,12.9,0,2,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,1.5,1.5,1.7,3.2,0.11,0.13,0.25,0.11,0.25,Matches
2260,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,19,16,1360,15.1,0,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,0.5,0.5,1.4,1.9,0.03,0.09,0.13,0.03,0.13,Matches
2261,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,19,18,1524,16.9,6,2,4,2,2,5,0,0.35,0.12,0.47,0.24,0.35,2.6,1.0,2.0,3.1,0.15,0.12,0.27,0.06,0.18,Matches
2262,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22,22,1980,22.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.01,0.01,0.01,0.01,0.01,Matches
2263,Fabian Schär,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,1991,22,18,1672,18.6,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.2,1.2,0.06,0.01,0.07,0.06,0.07,Matches
2264,Louis Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,9,7,623,6.9,1,1,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,0.6,0.6,1.4,2.0,0.09,0.21,0.30,0.09,0.30,Matches
2265,Ezequiel Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,8,4,361,4.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
2266,Patrik Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,22,15,1298,14.4,10,2,10,0,0,3,0,0.69,0.14,0.83,0.69,0.83,6.0,6.0,3.0,9.0,0.41,0.21,0.62,0.41,0.62,Matches
2267,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,2,0,43,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Matches
2268,Kingsley Schindler,de GER,FWMF,Köln,de Bundesliga,26,1993,13,9,849,9.4,0,2,0,0,0,0,0,0.00,0.21,0.21,0.00,0.21,1.0,1.0,0.8,1.8,0.11,0.09,0.19,0.11,0.19,Matches
2269,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,23,21,1719,19.1,1,2,1,0,0,4,0,0.05,0.10,0.16,0.05,0.16,1.4,1.4,2.2,3.6,0.08,0.11,0.19,0.08,0.19,Matches
2270,Keven Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,23,23,1939,21.5,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
2271,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,13,4,373,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.07,0.09,0.03,0.09,Matches
2272,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,26,1992,17,11,1036,11.5,3,1,3,0,0,2,0,0.26,0.09,0.35,0.26,0.35,1.7,1.7,1.1,2.8,0.14,0.10,0.24,0.14,0.24,Matches
2273,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.01,0.01,0.00,0.01,Matches
2274,Marcel Schmelzer,de GER,DFFW,Dortmund,de Bundesliga,31,1988,7,0,66,0.7,1,1,1,0,0,0,0,1.36,1.36,2.73,1.36,2.73,0.6,0.6,0.2,0.7,0.77,0.23,1.01,0.77,1.01,Matches
2275,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,33,31,2836,31.5,5,1,5,0,0,1,0,0.16,0.03,0.19,0.16,0.19,2.9,2.9,2.5,5.4,0.09,0.08,0.17,0.09,0.17,Matches
2276,Manuel Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,5,2,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2277,Benno Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,18,13,1158,12.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.0,1.1,0.01,0.08,0.09,0.01,0.09,Matches
2278,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,15,12,1001,11.1,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches
2279,Lasse Schöne,dk DEN,MF,Genoa,it Serie A,33,1986,32,29,2427,27.0,2,3,2,0,1,5,0,0.07,0.11,0.19,0.07,0.19,3.0,2.2,3.2,5.5,0.11,0.12,0.23,0.08,0.20,Matches
2280,Sebastian Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23,23,2070,23.0,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.1,1.1,0.0,1.1,0.05,0.00,0.05,0.05,0.05,Matches
2281,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,22,15,1432,15.9,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,1.3,1.3,0.8,2.1,0.08,0.05,0.13,0.08,0.13,Matches
2282,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,22,1997,19,13,1082,12.0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04,Matches
2283,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2284,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,11,7,594,6.6,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.4,0.4,0.2,0.6,0.07,0.02,0.09,0.07,0.09,Matches
2285,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,2091,23.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2286,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,16,12,920,10.2,0,3,0,0,0,2,0,0.00,0.29,0.29,0.00,0.29,0.1,0.1,1.2,1.4,0.01,0.12,0.13,0.01,0.13,Matches
2287,Aleksandar Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,12,9,814,9.0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,Matches
2288,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,19,10,960,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,2.6,2.6,0.4,3.0,0.24,0.04,0.28,0.24,0.28,Matches
2289,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,11,5,463,5.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.5,0.24,0.05,0.29,0.24,0.29,Matches
2290,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,2430,27.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
2291,Ken Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,32,30,2453,27.3,2,1,2,0,0,6,0,0.07,0.04,0.11,0.07,0.11,0.5,0.5,3.9,4.4,0.02,0.14,0.16,0.02,0.16,Matches
2292,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,32,24,2097,23.3,1,2,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,1.0,1.0,2.1,3.1,0.04,0.09,0.13,0.04,0.13,Matches
2293,Alessandro Semprini,it ITA,DF,Brescia,it Serie A,21,1998,12,6,629,7.0,1,0,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,0.8,0.8,0.4,1.2,0.12,0.06,0.17,0.12,0.17,Matches
2294,Josep Señé,es ESP,MF,Mallorca,es La Liga,27,1991,6,1,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.03,0.10,0.06,0.10,Matches
2295,Stefano Sensi,it ITA,MFFW,Inter,it Serie A,23,1995,12,9,723,8.0,3,2,3,0,0,2,0,0.37,0.25,0.62,0.37,0.62,1.7,1.7,0.9,2.6,0.21,0.12,0.32,0.21,0.32,Matches
2296,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,34,3060,34.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
2297,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,20,19,1599,17.8,7,0,7,0,0,2,0,0.39,0.00,0.39,0.39,0.39,3.0,3.0,1.0,4.0,0.17,0.06,0.23,0.17,0.23,Matches
2298,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,6,4,342,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.01,0.04,0.03,0.04,Matches
2299,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,35,31,2568,28.5,5,3,3,2,3,10,1,0.18,0.11,0.28,0.11,0.21,3.8,1.5,3.4,4.9,0.13,0.12,0.25,0.05,0.17,Matches
2300,Yevhen Shakhov,ua UKR,MFFW,Lecce,it Serie A,28,1990,24,9,1085,12.1,1,2,1,0,0,3,0,0.08,0.17,0.25,0.08,0.25,0.9,0.9,2.0,2.9,0.07,0.17,0.24,0.07,0.24,Matches
2301,Xherdan Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,27,1991,7,2,185,2.1,1,0,1,0,0,0,0,0.49,0.00,0.49,0.49,0.49,0.6,0.6,0.2,0.8,0.28,0.11,0.38,0.28,0.38,Matches
2302,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,33,1986,25,10,1051,11.7,3,2,3,0,0,1,1,0.26,0.17,0.43,0.26,0.43,2.7,2.7,2.7,5.4,0.23,0.23,0.46,0.23,0.46,Matches
2303,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,24,1995,24,20,1733,19.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.5,2.0,0.02,0.08,0.10,0.02,0.10,Matches
2304,Khiry Shelton,us USA,FWMF,Paderborn 07,de Bundesliga,26,1993,2,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2305,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,27,1992,26,25,2119,23.5,6,2,6,0,0,3,0,0.25,0.08,0.34,0.25,0.34,2.5,2.5,3.6,6.0,0.10,0.15,0.26,0.10,0.26,Matches
2306,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,26,1992,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2307,Djibril Sidibé,fr FRA,DF,Everton,eng Premier League,27,1992,25,18,1824,20.3,0,4,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.4,0.4,2.0,2.4,0.02,0.10,0.12,0.02,0.12,Matches
2308,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,20,1999,4,0,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2309,Sidnei,br BRA,DF,Betis,es La Liga,29,1989,14,14,1175,13.1,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.0,0.4,0.02,0.00,0.03,0.02,0.03,Matches
2310,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,21,1998,1,1,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2311,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,29,1989,35,28,2560,28.4,2,3,1,1,1,3,0,0.07,0.11,0.18,0.04,0.14,4.2,3.4,4.1,7.5,0.15,0.14,0.29,0.12,0.26,Matches
2312,Luca Siligardi,it ITA,FWMF,Parma,it Serie A,31,1988,12,3,337,3.7,0,1,0,0,0,0,0,0.00,0.27,0.27,0.00,0.27,0.7,0.7,0.1,0.8,0.19,0.03,0.22,0.19,0.22,Matches
2313,Adrien Silva,pt POR,MF,Monaco,fr Ligue 1,30,1989,22,13,1221,13.6,0,2,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,1.4,1.9,0.04,0.10,0.14,0.04,0.14,Matches
2314,André Silva,pt POR,FW,Milan,it Serie A,23,1995,1,1,60,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.48,0.00,0.48,0.48,0.48,Matches
2315,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,23,1995,25,16,1575,17.5,12,3,11,1,1,1,0,0.69,0.17,0.86,0.63,0.80,10.5,9.7,4.3,14.0,0.60,0.25,0.84,0.56,0.80,Matches
2316,Bernardo Silva,pt POR,FWMF,Manchester City,eng Premier League,24,1994,34,23,2030,22.6,6,7,6,0,0,5,0,0.27,0.31,0.58,0.27,0.58,6.7,6.7,5.4,12.1,0.30,0.24,0.54,0.30,0.54,Matches
2317,David Silva,es ESP,MF,Manchester City,eng Premier League,33,1986,27,22,1826,20.3,6,10,6,0,0,0,0,0.30,0.49,0.79,0.30,0.79,6.3,6.3,5.4,11.7,0.31,0.26,0.58,0.31,0.58,Matches
