Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
2277,Kevin Rüegg,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,7,1,205,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,2.3,4,3,2,1,1,0,1,0.0,1,30,12,40.0,14,11,5,7,1,0,6,1,5,4,0,,,,,,,,,,,,,,,,56,82,68.3,922,242,28,30,93.3,24,32,75.0,3,13,23.1,0,0.0,0.0,0,4,1,1,2,401,7307.692307692308,380000,5769.2307692307695,300000,6088.865384615385,316621,4807.0,249964,8273.192307692309,430206,6531.4807692307695,339637,4-yrs,1520000,1200000,1266484,999856,1720826,1358547,Reserve,M,RM,23,Switzerland,Hellas Verona
2278,Daniele Rugani,it ITA,DF,Rennes,fr Ligue 1,26,1994,1,1,90,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,1.0,2,2,1,1,0,0,1,0.0,1,6,3,50.0,4,2,0,1,1,0,0,0,2,1,0,,,,,,,,,,,,,,,,395,495,79.8,7366,2442,142,167,85.0,211,237,89.0,39,80,48.8,1,0.4,0.6,1,20,2,0,26,27,124615.3846153846,6480000,67307.69230769231,3500000,103831.15384615384,5399220,56081.63461538462,2916245,141079.86538461538,7336153,76200.53846153847,3962428,3-yrs,19440000,10500000,16197660,8748736,22008458,11887284,Reserve,D,CB,27,Italy,Juventus
2279,Daniele Rugani,it ITA,DF,Cagliari,it Serie A,26,1994,16,12,1001,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.4,0.4,0.4,0.8,0.03,0.04,0.07,0.03,0.07,Matches,1.0,2,2,1,1,0,0,1,0.0,1,6,3,50.0,4,2,0,1,1,0,0,0,2,1,0,,,,,,,,,,,,,,,,395,495,79.8,7366,2442,142,167,85.0,211,237,89.0,39,80,48.8,1,0.4,0.6,1,20,2,0,26,27,124615.3846153846,6480000,67307.69230769231,3500000,103831.15384615384,5399220,56081.63461538462,2916245,141079.86538461538,7336153,76200.53846153847,3962428,3-yrs,19440000,10500000,16197660,8748736,22008458,11887284,Reserve,D,CB,27,Italy,Juventus
2280,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,6,3,208,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Matches,2.3,4,2,3,1,0,2,2,100.0,0,18,6,33.3,8,8,2,5,0,0,5,4,8,4,0,,,,,,,,,,,,,,,,96,118,81.4,1536,550,49,51,96.1,40,55,72.7,5,9,55.6,0,0.0,0.0,1,4,0,0,9,520,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1-yr,0,0,0,0,0,0,Reserve,D,LB,19,Italy,Salernitana
2281,Mário Rui,pt POR,DF,Napoli,it Serie A,29,1991,27,17,1669,18.5,0,2,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,2.0,2.7,0.04,0.11,0.15,0.04,0.15,Matches,18.5,29,19,18,11,0,17,34,50.0,17,170,60,35.3,72,64,34,35,5,0,30,29,58,32,0,,,,,,,,,,,,,,,,1126,1381,81.5,19700,6988,560,608,92.1,433,501,86.4,118,225,52.4,2,2.0,0.0,30,64,25,12,86,69,74807.69230769231,3890000,40384.61538461538,2100000,62330.730769230766,3241198,33648.980769230766,1749747,84691.46153846153,4403956,45720.32692307692,2377457,4-yrs,15560000,8400000,12964794,6998989,17615823,9509827,Starter,D,LB,30,Portugal,Napoli
2282,Aitor Ruibal,es ESP,FWMF,Betis,es La Liga,24,1996,28,21,1593,17.7,2,2,2,0,0,2,0,0.11,0.11,0.23,0.11,0.23,2.6,2.6,2.4,5.0,0.15,0.14,0.28,0.15,0.28,Matches,17.7,38,24,13,14,11,16,49,32.7,33,310,98,31.6,68,148,94,25,0,0,25,21,59,15,0,,,,,,,,,,,,,,,,426,563,75.7,6432,2150,242,286,84.6,144,182,79.1,28,48,58.3,2,2.4,-0.4,23,36,22,4,51,398,8461.538461538461,440000,4038.4615384615386,210000,7050.269230769231,366614,3364.903846153846,174975,9579.5,498134,4572.038461538462,237746,4-yrs,1760000,840000,1466455,699899,1992535,950983,Reserve,F,RW,25,Spain,Real Betis
2284,Isma Ruiz,es ESP,MF,Granada,es La Liga,19,2001,1,1,67,0.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.7,2,2,1,1,0,0,0,,0,12,2,16.7,5,5,2,1,0,0,1,0,2,2,0,,,,,,,,,,,,,,,,15,21,71.4,298,40,7,11,63.6,4,6,66.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,508,1538.4615384615386,80000,769.2307692307693,40000,1281.8653846153843,66657,640.9423076923077,33329,1741.7307692307693,90570,870.8653846153846,45285,2-yrs,160000,80000,133314,66657,181140,90570,Reserve,M,CM,20,Spain,Granada
2286,Víctor Ruiz,es ESP,DF,Betis,es La Liga,31,1989,27,24,2157,24.0,2,0,2,0,0,9,0,0.08,0.0,0.08,0.08,0.08,1.2,1.2,0.1,1.2,0.05,0.0,0.05,0.05,0.05,Matches,24.0,17,11,11,6,0,5,10,50.0,5,141,49,34.8,70,61,10,26,12,0,14,46,63,138,0,,,,,,,,,,,,,,,,1098,1245,88.2,23228,8269,334,358,93.3,558,594,93.9,193,272,71.0,0,0.1,-0.1,2,52,4,0,67,276,17884.615384615383,930000,8653.846153846154,450000,14901.692307692309,774888,7210.5,374946,20247.57692307692,1052874,9797.21153846154,509455,2-yrs,1860000,900000,1549776,749892,2105747,1018910,Reserve,D,CB,33,Spain,Real Betis
2287,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,28,1992,2,2,180,2.0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,8.0,4.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,77,96,80.2,2138,1068,11,11,100.0,38,38,100.0,28,46,60.9,0,0.0,0.0,0,0,0,0,0,113,55769.230769230766,2900000,26730.76923076923,1390000,46467.65384615384,2416318,22272.42307692308,1158166,63137.59615384616,3283155,30262.5,1573650,3-yrs,8700000,4170000,7248953,3474498,9849464,4720950,Starter,K,GK,29,Argentina,Villarreal
2288,Georginio Rutter,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,9,2,241,2.7,1,0,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,0.4,0.4,0.2,0.6,0.16,0.06,0.22,0.16,0.22,Matches,2.7,5,2,4,1,0,0,2,0.0,2,59,15,25.4,9,26,24,1,0,0,1,1,6,3,0,,,,,,,,,,,,,,,,9,15,60.0,129,6,7,9,77.8,1,2,50.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,0,274,11538.46153846154,600000,6153.846153846154,320000,9614.0,499928,5127.461538461538,266628,13062.942307692309,679273,6966.903846153846,362279,5-yrs,3000000,1600000,2499639,1333141,3396367,1811396,Starter,F,CF,19,France,Hoffenheim
2289,Georginio Rutter,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,4,0,44,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.29,0.29,0.0,0.29,Matches,2.7,5,2,4,1,0,0,2,0.0,2,59,15,25.4,9,26,24,1,0,0,1,1,6,3,0,,,,,,,,,,,,,,,,9,15,60.0,129,6,7,9,77.8,1,2,50.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,0,274,11538.46153846154,600000,6153.846153846154,320000,9614.0,499928,5127.461538461538,266628,13062.942307692309,679273,6966.903846153846,362279,5-yrs,3000000,1600000,2499639,1333141,3396367,1811396,Starter,F,CF,19,France,Hoffenheim
2290,Mathew Ryan,au AUS,GK,Arsenal,eng Premier League,28,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.67,9.0,8.0,88.9,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,314,399,78.7,8454,4146,62,62,100.0,160,160,100.0,92,177,52.0,0,0.0,0.0,0,1,0,0,0,377,9615.384615384615,500000,4615.384615384615,240000,8011.653846153846,416606,3845.596153846154,199971,10885.78846153846,566061,5225.173076923077,271709,2-yrs,1000000,480000,833213,399942,1132122,543419,Reserve,K,GK,29,Australia,Real Sociedad
2291,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,28,1992,11,11,990,11.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,3.0,0,0,0,0,0,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.67,9.0,8.0,88.9,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,314,399,78.7,8454,4146,62,62,100.0,160,160,100.0,92,177,52.0,0,0.0,0.0,0,1,0,0,0,377,9615.384615384615,500000,4615.384615384615,240000,8011.653846153846,416606,3845.596153846154,199971,10885.78846153846,566061,5225.173076923077,271709,2-yrs,1000000,480000,833213,399942,1132122,543419,Reserve,K,GK,29,Australia,Real Sociedad
2292,Julian Ryerson,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,24,10,1069,11.9,0,2,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,0.2,0.2,1.3,1.4,0.02,0.11,0.12,0.02,0.12,Matches,11.9,22,10,8,11,3,10,17,58.8,7,184,57,31.0,59,94,31,26,2,0,24,13,35,22,1,,,,,,,,,,,,,,,,419,570,73.5,7428,2421,205,241,85.1,151,203,74.4,55,92,59.8,2,1.3,0.7,10,15,6,3,28,286,10384.615384615385,540000,5576.923076923077,290000,8652.596153846154,449935,4646.769230769231,241632,11756.653846153846,611346,6313.75,328315,2-yrs,1080000,580000,899870,483264,1222692,656631,Reserve,D,RB,24,Norway,Union Berlin
2295,Roli Pereira de Sa,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,6,0,56,0.6,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.33,0.08,0.41,0.33,0.41,Matches,0.6,3,3,1,2,0,2,6,33.3,4,18,7,38.9,2,11,5,0,0,0,0,1,4,0,0,,,,,,,,,,,,,,,,43,47,91.5,731,144,19,21,90.5,20,21,95.2,3,3,100.0,0,0.0,0.0,1,4,1,0,3,460,1153.8461538461538,60000,576.9230769230769,30000,961.4038461538462,49993,480.6923076923077,24996,1306.2884615384614,67927,653.1538461538462,33964,1-yr,60000,30000,49993,24996,67927,33964,Reserve,F,AM,25,France,Nantes
2297,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,33,33,2909,32.3,1,2,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,0.8,0.8,1.6,2.3,0.02,0.05,0.07,0.02,0.07,Matches,32.3,58,40,32,20,6,26,49,53.1,23,324,97,29.9,133,129,62,70,8,0,62,50,108,45,1,,,,,,,,,,,,,,,,1671,1971,84.8,26260,10174,916,994,92.2,619,713,86.8,104,172,60.5,2,1.6,0.4,25,94,28,9,130,307,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,5-yrs,3750000,1800000,3124549,1499783,4245459,2037820,Reserve,D,RB,28,Senegal,Real Betis
2299,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,27,24,2026,22.5,8,3,4,4,4,8,0,0.36,0.13,0.49,0.18,0.31,7.2,4.2,2.3,6.5,0.32,0.1,0.42,0.19,0.29,Matches,22.5,38,27,17,19,2,9,32,28.1,23,303,102,33.7,80,160,63,18,3,0,15,36,74,28,0,,,,,,,,,,,,,,,,1068,1344,79.5,18822,5777,529,591,89.5,393,469,83.8,120,222,54.1,3,2.3,0.7,29,121,48,6,159,6,240384.61538461532,12500000,127500.0,6630000,200291.5769230769,10415162,106234.65384615384,5524202,272144.78846153844,14151529,144345.59615384616,7505971,4-yrs,50000000,26520000,41660648,22096808,56606115,30023883,Reserve,M,CM,27,Austria,Bayern Munich
2300,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,32,27,2016,22.4,2,4,2,0,0,7,1,0.09,0.18,0.27,0.09,0.27,2.9,2.9,2.8,5.7,0.13,0.12,0.25,0.13,0.25,Matches,22.4,47,31,20,21,6,16,57,28.1,41,522,158,30.3,159,216,147,40,1,0,39,28,75,6,0,,,,,,,,,,,,,,,,710,886,80.1,10209,2539,421,484,87.0,224,276,81.2,33,66,50.0,4,2.8,1.2,31,42,21,7,63,266,24615.384615384617,1280000,19230.76923076923,1000000,20509.865384615383,1066513,16023.326923076924,833213,27867.634615384617,1449117,21771.57692307692,1132122,5-yrs,6400000,5000000,5332563,4166065,7245583,5660612,Reserve,F,RW,22,Belgium,AC Milan
2302,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,25,19,1560,17.3,3,4,3,0,0,0,0,0.17,0.23,0.4,0.17,0.4,2.6,2.6,3.3,5.9,0.15,0.19,0.34,0.15,0.34,Matches,17.3,15,11,5,9,1,1,8,12.5,7,211,52,24.6,39,115,57,13,1,0,12,9,24,0,0,,,,,,,,,,,,,,,,348,436,79.8,5913,1360,171,200,85.5,132,157,84.1,36,52,69.2,4,3.3,0.7,28,27,10,2,46,265,46160.519230769234,2400347,25388.28846153846,1320191,38461.53846153846,2000000,21153.846153846152,1100000,52259.34615384616,2717486,28742.634615384617,1494617,5-yrs,12001734,6600954,10000000,5500000,13587430,7473086,Starter,F,LW,24,France,Newcastle
2304,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,27,27,2407,26.7,3,0,3,0,0,2,0,0.11,0.0,0.11,0.11,0.11,3.5,3.5,0.3,3.8,0.13,0.01,0.14,0.13,0.14,Matches,26.7,37,18,25,12,0,7,22,31.8,15,259,78,30.1,167,87,5,43,16,3,27,39,76,165,2,,,,,,,,,,,,,,,,1157,1411,82.0,25009,10518,344,370,93.0,582,657,88.6,216,345,62.6,0,0.3,-0.3,6,106,8,3,106,360,26311.5,1368198,14540.557692307691,756109,21923.07692307692,1140000,12115.384615384615,630000,29787.82692307692,1548967,16461.69230769231,856008,1-yr,1368198,756109,1140000,630000,1548967,856008,Starter,D,CB,31,Morocco,Wolverhampton
2305,Bukayo Saka,eng ENG,FWDF,Arsenal,eng Premier League,18,2001,32,30,2553,28.4,5,3,5,0,0,1,0,0.18,0.11,0.28,0.18,0.28,6.9,6.9,4.7,11.6,0.24,0.17,0.41,0.24,0.41,Matches,28.4,34,19,13,16,5,4,30,13.3,26,394,111,28.2,97,162,135,40,2,0,38,27,61,32,0,,,,,,,,,,,,,,,,865,1155,74.9,13388,3443,483,563,85.8,299,367,81.5,59,155,38.1,3,4.7,-1.7,38,55,29,8,64,312,36005.21153846154,1872271,19849.01923076923,1032149,30000.0,1560000,16538.46153846154,860000,40762.28846153846,2119639,22471.51923076923,1168519,3-yrs,5616812,3096447,4680000,2580000,6358917,3505557,Starter,M,RM,20,England,Arsenal
2308,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,4,3,276,3.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,3.1,4,2,1,3,0,3,3,100.0,0,14,6,42.9,8,6,0,3,2,0,1,0,4,14,1,,,,,,,,,,,,,,,,72,82,87.8,1518,639,22,26,84.6,33,33,100.0,16,22,72.7,0,0.0,0.0,0,2,0,0,3,247,8653.846153846154,450000,4807.692307692308,250000,7210.5,374946,4005.826923076923,208303,9797.21153846154,509455,5442.903846153846,283031,3-yrs,1350000,750000,1124838,624910,1528365,849092,Starter,D,CB,31,France,Montpellier
2309,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,6,4,375,4.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.12,0.12,0.0,0.12,Matches,4.2,16,5,11,4,1,7,15,46.7,8,61,15,24.6,38,19,4,5,2,0,3,3,19,7,0,,,,,,,,,,,,,,,,235,275,85.5,4130,1576,115,124,92.7,96,114,84.2,22,34,64.7,0,0.5,-0.5,4,12,5,2,22,341,14230.76923076923,740000,7692.307692307692,400000,11857.26923076923,616578,6409.326923076923,333285,16110.98076923077,837771,8708.634615384615,452849,1-yr,740000,400000,616578,333285,837771,452849,Starter,D,RB,30,Italy,Spezia
2310,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,37,34,3078,34.2,22,5,16,6,6,0,0,0.64,0.15,0.79,0.47,0.61,20.9,16.4,6.3,22.6,0.61,0.18,0.79,0.48,0.66,Matches,34.2,26,13,6,7,13,6,16,37.5,10,553,153,27.7,45,165,343,14,1,0,13,9,35,11,1,,,,,,,,,,,,,,,,1071,1288,83.2,16219,3877,632,696,90.8,342,409,83.6,63,100,63.0,5,6.3,-1.3,54,61,74,12,137,19,240034.67307692303,12481803,132019.07692307694,6864992,200000.0,10400000,110000.0,5720000,271748.5961538461,14130927,149461.73076923078,7772010,2-yrs,24963607,13729984,20800000,11440000,28261854,15544020,Starter,F,RW,29,Egypt,Liverpool
2311,Eddie Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,18,2001,21,7,755,8.4,2,0,2,0,0,3,0,0.24,0.0,0.24,0.24,0.24,2.8,2.8,0.5,3.2,0.33,0.06,0.39,0.33,0.39,Matches,8.4,4,2,2,1,1,2,2,100.0,0,99,36,36.4,15,44,40,11,1,0,10,3,7,9,0,,,,,,,,,,,,,,,,190,273,69.6,2670,919,113,149,75.8,54,75,72.0,10,19,52.6,0,0.5,-0.5,6,14,9,2,26,531,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1-yr,0,0,0,0,0,0,Reserve,F,CF,20,Italy,Spezia
2312,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20,20,1800,20.0,1,0,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,0.6,0.6,0.0,0.6,0.03,0.0,0.03,0.03,0.03,Matches,20.0,12,8,9,3,0,4,6,66.7,2,105,44,41.9,62,40,3,28,19,0,9,34,46,99,2,,,,,,,,,,,,,,,,1331,1438,92.6,28827,8807,365,383,95.3,708,731,96.9,253,309,81.9,0,0.0,0.0,2,91,2,0,83,56,44423.07692307692,2310000,24423.07692307692,1270000,37013.88461538462,1924722,20349.615384615383,1058180,50292.36538461538,2615203,27649.903846153848,1437795,1-yr,2310000,1270000,1924722,1058180,2615203,1437795,Starter,D,CB,20,France,Marseille
2313,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,36,1984,15,15,1350,15.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,15.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,0,0,0,0,0,0,1,1,14.0,0.93,54.0,40.0,74.1,9.0,4.0,2.0,5.0,33.3,0.0,0.0,0.0,0.0,,409,544,75.2,11984,7805,63,64,98.4,214,215,99.5,131,264,49.6,0,0.0,0.0,0,5,0,0,2,188,13269.23076923077,690000,7307.692307692308,380000,11056.096153846154,574917,6088.865384615385,316621,15022.384615384615,781164,8273.192307692309,430206,3-yrs,2070000,1140000,1724751,949863,2343493,1290619,Reserve,K,GK,37,France,Rennes
2314,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,12,8,844,9.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.04,0.0,0.05,0.04,0.05,Matches,9.4,32,19,22,9,1,13,27,48.1,14,149,61,40.9,75,63,11,25,5,0,20,26,58,38,0,,,,,,,,,,,,,,,,310,376,82.4,5129,1850,153,168,91.1,126,148,85.1,24,40,60.0,0,0.0,0.0,1,16,0,0,18,353,27696.30769230769,1440208,15232.96153846154,792114,23076.92307692308,1200000,12692.307692307691,660000,31355.615384615383,1630492,17245.576923076922,896770,3-yrs,4320624,2376343,3600000,1980000,4891475,2690311,Starter,D,CB,22,Ghana,Southampton
2315,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,23,1997,28,22,1661,18.5,8,3,7,1,1,5,0,0.43,0.16,0.6,0.38,0.54,6.8,6.1,1.3,7.4,0.37,0.07,0.44,0.33,0.4,Matches,18.5,21,13,8,11,2,4,12,33.3,8,307,68,22.1,49,166,92,18,2,0,16,10,31,11,0,,,,,,,,,,,,,,,,354,493,71.8,6275,2048,176,225,78.2,132,173,76.3,42,70,60.0,3,1.3,1.7,15,40,18,8,57,283,10769.23076923077,560000,5769.2307692307695,300000,8973.057692307691,466599,4807.0,249964,12192.076923076924,633988,6531.4807692307695,339637,1-yr,560000,300000,466599,249964,633988,339637,Reserve,F,RW,24,Hungary,Freiburg
2317,Lazar Samardzic,de GER,MFFW,RB Leipzig,de Bundesliga,18,2002,7,2,200,2.2,0,1,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,0.0,0.0,0.5,0.5,0.01,0.21,0.22,0.01,0.22,Matches,2.2,8,6,3,4,1,3,12,25.0,9,88,24,27.3,29,43,16,6,0,0,6,5,13,1,0,,,,,,,,,,,,,,,,52,69,75.4,802,251,30,36,83.3,17,21,81.0,3,8,37.5,1,0.5,0.5,3,4,1,0,4,487,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5-yrs,0,0,0,0,0,0,Reserve,F,AM,19,Germany,Udinese
2320,Junior Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,23,1996,36,26,2448,27.2,1,6,1,0,0,2,0,0.04,0.22,0.26,0.04,0.26,1.1,1.1,2.5,3.6,0.04,0.09,0.13,0.04,0.13,Matches,27.2,53,35,25,21,7,25,39,64.1,14,288,95,33.0,109,119,60,45,14,0,31,34,87,61,0,,,,,,,,,,,,,,,,1035,1311,78.9,19082,8023,479,540,88.7,414,517,80.1,131,215,60.9,6,2.5,3.5,25,89,39,22,128,193,12500.0,650000,6923.076923076923,360000,10415.153846153846,541588,5768.403846153846,299957,14151.51923076923,735879,7837.7692307692305,407564,1-yr,650000,360000,541588,299957,735879,407564,Reserve,D,RB,25,France,Montpellier
2322,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,24,17,1460,16.2,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.01,0.01,0.0,0.01,Matches,16.2,31,18,20,10,1,6,27,22.2,21,321,83,25.9,120,178,23,33,9,0,24,15,46,38,0,,,,,,,,,,,,,,,,433,552,78.4,7525,1867,210,250,84.0,166,199,83.4,44,77,57.1,0,0.1,-0.1,4,45,2,0,32,360,10576.923076923076,550000,5000.0,260000,8812.826923076924,458267,4166.057692307692,216635,11974.365384615385,622667,5660.615384615385,294352,1-yr,550000,260000,458267,216635,622667,294352,Reserve,M,CM,24,Spain,Cadiz
2323,Antonio Sanabria,py PAR,FW,Torino,it Serie A,24,1996,14,12,978,10.9,5,1,5,0,0,2,0,0.46,0.09,0.55,0.46,0.55,3.0,3.0,0.9,4.0,0.28,0.09,0.36,0.28,0.36,Matches,10.9,7,4,2,2,3,3,11,27.3,8,213,35,16.4,17,107,89,7,1,0,6,10,17,7,0,,,,,,,,,,,,,,,,206,270,76.3,3259,383,115,148,77.7,66,78,84.6,17,24,70.8,1,0.9,0.1,9,10,7,1,11,109,56923.07692307692,2960000,30769.23076923077,1600000,47429.03846153846,2466310,25637.32692307692,1333141,64443.88461538462,3351082,34834.53846153846,1811396,4-yrs,11840000,6400000,9865242,5332563,13404328,7245583,Starter,F,CF,25,Paraguay,Torino
2324,Antonio Sanabria,py PAR,FW,Betis,es La Liga,24,1996,16,10,932,10.4,3,0,3,0,0,2,0,0.29,0.0,0.29,0.29,0.29,4.3,4.3,0.3,4.5,0.41,0.02,0.44,0.41,0.44,Matches,10.9,7,4,2,2,3,3,11,27.3,8,213,35,16.4,17,107,89,7,1,0,6,10,17,7,0,,,,,,,,,,,,,,,,206,270,76.3,3259,383,115,148,77.7,66,78,84.6,17,24,70.8,1,0.9,0.1,9,10,7,1,11,109,56923.07692307692,2960000,30769.23076923077,1600000,47429.03846153846,2466310,25637.32692307692,1333141,64443.88461538462,3351082,34834.53846153846,1811396,4-yrs,11840000,6400000,9865242,5332563,13404328,7245583,Starter,F,CF,25,Paraguay,Torino
2325,Oihan Sancet,es ESP,FWMF,Athletic Club,es La Liga,20,2000,24,11,1035,11.5,2,2,2,0,0,2,0,0.17,0.17,0.35,0.17,0.35,2.9,2.9,1.2,4.1,0.25,0.11,0.36,0.25,0.36,Matches,11.5,10,9,4,4,2,4,12,33.3,8,233,55,23.6,27,116,90,7,0,0,7,3,13,5,0,,,,,,,,,,,,,,,,259,351,73.8,4328,837,137,182,75.3,89,117,76.1,27,35,77.1,2,1.2,0.8,12,19,8,1,28,213,26923.07692307692,1400000,12884.615384615385,670000,22432.653846153848,1166498,10735.634615384615,558253,30480.21153846154,1584971,14586.96153846154,758522,3-yrs,4200000,2010000,3499494,1674758,4754914,2275566,Reserve,F,AM,21,Spain,Athletic Club
