Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,weekly_gross_eur,annual_gross_eur,weekly_net_eur,annual_net_eur,weekly_gross_gbp,annual_gross_gbp,weekly_net_gbp,annual_net_gbp,weekly_gross_usd,annual_gross_usd,weekly_net_usd,annual_net_usd,length,total_gross_eur,total_net_eur,total_gross_gbp,total_net_gbp,total_gross_usd,total_net_usd,status,position,position_detail,age,country,club
335,Hicham Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,20,1999,25,22,1736,19.3,3,2,3,0,0,9,0,0.16,0.1,0.26,0.16,0.26,2.3,2.3,1.1,3.4,0.12,0.06,0.18,0.12,0.18,Matches,19.3,54,40,26,20,8,22,58,37.9,36,453,123,27.2,155,218,80,23,5,0,18,18,72,27,1,,,,,,,,,,,,,,,,701,853,82.2,11467,2411,357,406,87.9,276,314,87.9,47,82,57.3,2,1.1,0.9,7,52,9,1,47,317,5576.923076923077,290000,3076.923076923077,160000,4646.769230769231,241632,2563.730769230769,133314,6313.75,328315,3483.4615384615386,181140,2-yrs,580000,320000,483264,266628,656631,362279,Starter,M,CM,22,Algeria,Nice
336,Ryad Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,30,1990,14,7,651,7.2,0,1,0,0,2,2,0,0.0,0.14,0.14,0.0,0.14,2.3,0.7,2.3,3.1,0.31,0.32,0.63,0.1,0.42,Matches,7.2,10,5,2,6,2,1,5,20.0,4,105,42,40.0,13,48,44,7,0,0,7,8,18,1,0,,,,,,,,,,,,,,,,344,462,74.5,6795,1944,141,162,87.0,129,161,80.1,65,119,54.6,1,2.3,-1.3,22,28,11,6,33,57,43846.15384615384,2280000,24038.46153846154,1250000,36533.19230769231,1899726,20029.153846153848,1041516,49639.21153846154,2581239,27214.48076923077,1415153,1-yr,2280000,1250000,1899726,1041516,2581239,1415153,Starter,F,AM,31,Algeria,St-Etienne
337,Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,26,1993,14,9,732,8.1,1,0,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,1.6,1.6,0.4,2.0,0.19,0.05,0.24,0.19,0.24,Matches,8.1,17,13,10,5,2,10,25,40.0,15,144,42,29.2,56,63,25,15,1,0,14,5,22,1,0,,,,,,,,,,,,,,,,207,285,72.6,3407,796,105,128,82.0,81,99,81.8,17,39,43.6,0,0.4,-0.4,5,19,8,1,19,73,32307.69230769231,1680000,17692.30769230769,920000,26919.19230769231,1399798,14741.46153846154,766556,36576.25,1901965,20029.865384615383,1041553,3-yrs,5040000,2760000,4199393,2299668,5705896,3124658,Starter,F,LW,28,Morocco,Angers
339,Farid Boulaya,dz ALG,MFFW,Metz,fr Ligue 1,27,1993,33,32,2815,31.3,6,8,5,1,2,5,0,0.19,0.26,0.45,0.16,0.42,5.5,4.0,6.7,10.6,0.17,0.21,0.39,0.13,0.34,Matches,31.3,30,18,11,16,3,8,56,14.3,48,411,114,27.7,65,225,121,29,3,1,26,10,40,10,0,,,,,,,,,,,,,,,,1061,1569,67.6,22603,6842,417,509,81.9,393,510,77.1,229,479,47.8,8,6.7,1.3,74,146,49,10,144,184,13461.53846153846,700000,7500.0,390000,11216.326923076924,583249,6249.096153846154,324953,15240.115384615385,792486,8490.923076923076,441528,1-yr,700000,390000,583249,324953,792486,441528,Starter,F,AM,28,Algeria,Metz
342,Mehdi Bourabia,ma MAR,MF,Sassuolo,it Serie A,28,1991,15,4,528,5.9,1,0,1,0,0,2,0,0.17,0.0,0.17,0.17,0.17,0.6,0.6,0.6,1.2,0.1,0.1,0.2,0.1,0.2,Matches,5.9,8,6,2,5,1,4,9,44.4,5,94,31,33.0,30,49,15,18,6,0,12,8,16,11,0,,,,,,,,,,,,,,,,315,373,84.5,5137,1007,165,178,92.7,114,133,85.7,25,39,64.1,0,0.6,-0.6,4,33,2,0,15,288,21346.153846153848,1110000,11538.46153846154,600000,17785.884615384617,924866,9614.0,499928,24166.46153846154,1256656,13062.942307692309,679273,1-yr,1110000,600000,924866,499928,1256656,679273,Reserve,M,CM,30,Morocco,Spezia
343,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,26,1994,37,29,2552,28.4,6,5,6,0,0,8,0,0.21,0.18,0.39,0.21,0.39,5.6,5.6,5.3,11.0,0.2,0.19,0.39,0.2,0.39,Matches,28.4,40,26,13,24,3,18,66,27.3,48,539,138,25.6,104,295,140,50,1,0,49,23,63,35,0,,,,,,,,,,,,,,,,1453,1880,77.3,29341,7909,593,674,88.0,566,659,85.9,266,472,56.4,5,5.3,-0.3,62,149,42,7,178,74,32307.69230769231,1680000,17692.30769230769,920000,26919.19230769231,1399798,14741.46153846154,766556,36576.25,1901965,20029.865384615383,1041553,2-yrs,3360000,1840000,2799596,1533112,3803931,2083105,Starter,M,CM,28,France,Rennes
344,Edoardo Bove,it ITA,MF,Roma,it Serie A,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.1,0,0,0,0,0,0,0,,0,3,2,66.7,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,12,12,100.0,223,34,6,6,100.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,529,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4-yrs,0,0,0,0,0,0,Reserve,M,CM,19,Italy,Roma
345,Jarrod Bowen,eng ENG,FWMF,West Ham,eng Premier League,23,1996,38,30,2562,28.5,8,5,8,0,0,0,0,0.28,0.18,0.46,0.28,0.46,6.3,6.3,4.6,10.8,0.22,0.16,0.38,0.22,0.38,Matches,28.5,23,14,11,8,4,5,31,16.1,26,365,97,26.6,90,141,134,39,1,0,38,22,45,5,0,,,,,,,,,,,,,,,,499,734,68.0,9687,2148,214,280,76.4,191,243,78.6,83,166,50.0,5,4.6,0.4,28,22,22,9,37,92,115401.28846153848,6000867,63470.71153846154,3300477,96153.84615384616,5000000,52884.61538461538,2750000,130648.3653846154,6793715,71856.59615384616,3736543,4-yrs,24003468,13201907,20000000,11000000,27174860,14946173,Starter,F,RW,25,England,West Ham
346,Dedryck Boyata,be BEL,DF,Hertha BSC,de Bundesliga,29,1990,19,17,1545,17.2,1,0,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,0.6,0.6,0.7,1.3,0.04,0.04,0.08,0.04,0.08,Matches,17.2,17,8,10,6,1,4,12,33.3,8,90,29,32.2,61,29,0,36,22,2,14,17,34,80,2,,,,,,,,,,,,,,,,911,1025,88.9,22792,4618,125,145,86.2,533,563,94.7,250,302,82.8,0,0.7,-0.7,5,33,2,0,32,81,46153.84615384616,2400000,24423.07692307692,1270000,38455.980769230766,1999711,20349.615384615383,1058180,52251.807692307695,2717094,27649.903846153848,1437795,3-yrs,7200000,3810000,5999133,3174541,8151281,4313386,Reserve,D,CB,31,Belgium,Hertha Berlin
348,Lucas Boyé,ar ARG,FW,Elche,es La Liga,24,1996,34,32,2694,29.9,7,2,7,0,0,9,1,0.23,0.07,0.3,0.23,0.3,5.9,5.9,1.0,7.0,0.2,0.03,0.23,0.2,0.23,Matches,29.9,46,28,11,28,7,10,50,20.0,40,634,138,21.8,64,348,222,46,3,0,43,20,66,22,0,,,,,,,,,,,,,,,,521,660,78.9,8115,1189,299,353,84.7,152,186,81.7,47,64,73.4,2,1.0,1.0,11,45,7,1,31,434,6153.846153846154,320000,2884.6153846153848,150000,5127.461538461538,266628,2403.5,124982,6966.903846153846,362279,3265.730769230769,169818,3-yrs,960000,450000,799884,374946,1086837,509455,Starter,F,CF,25,Argentina,Elche
354,Martin Braithwaite,dk DEN,FW,Barcelona,es La Liga,29,1991,29,11,1175,13.1,2,2,2,0,1,3,0,0.15,0.15,0.31,0.15,0.31,5.0,4.2,2.0,6.3,0.38,0.16,0.54,0.32,0.48,Matches,13.1,7,6,1,3,3,2,6,33.3,4,132,43,32.6,14,50,68,7,0,0,7,8,15,7,0,,,,,,,,,,,,,,,,230,283,81.3,3069,366,152,170,89.4,57,79,72.2,13,18,72.2,2,2.0,0.0,10,7,6,0,9,58,115384.6153846154,6000000,55384.61538461538,2880000,96139.96153846152,4999278,46147.17307692308,2399653,130629.5,6792734,62702.15384615384,3260512,3-yrs,18000000,8640000,14997833,7198960,20378201,9781537,Reserve,F,CF,30,Denmark,Barcelona
355,Julian Brandt,de GER,FWMF,Dortmund,de Bundesliga,24,1996,31,17,1495,16.6,3,2,3,0,0,0,0,0.18,0.12,0.3,0.18,0.3,3.0,3.0,2.8,5.9,0.18,0.17,0.35,0.18,0.35,Matches,16.6,31,17,16,12,3,15,40,37.5,25,315,100,31.7,85,156,74,27,1,0,26,14,45,7,0,,,,,,,,,,,,,,,,768,912,84.2,13300,3145,368,428,86.0,281,324,86.7,93,111,83.8,2,2.8,-0.8,30,60,31,3,87,27,76923.07692307692,4000000,40769.230769230766,2120000,64093.307692307695,3332852,33969.442307692305,1766411,87086.32692307692,4528489,46155.75,2400099,3-yrs,12000000,6360000,9998556,5299234,13585468,7200298,Starter,F,AM,25,Germany,Borussia Dortmund
357,Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,20,1999,11,11,962,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,0.2,0.2,1.2,1.5,0.02,0.11,0.14,0.02,0.14,Matches,10.7,21,15,11,9,1,4,8,50.0,4,121,49,40.5,61,52,8,16,5,0,11,19,40,63,0,,,,,,,,,,,,,,,,555,669,83.0,12523,4039,149,161,92.5,281,298,94.3,117,194,60.3,1,1.2,-0.2,5,55,7,0,49,443,1730.7692307692307,90000,961.5384615384615,50000,1442.0961538461538,74989,801.1730769230769,41661,1959.442307692308,101891,1088.576923076923,56606,3-yrs,270000,150000,224968,124982,305673,169818,Reserve,D,CB,22,France,Brest
359,Claudio Bravo,cl CHI,GK,Betis,es La Liga,37,1983,20,20,1800,20.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,Matches,20.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,3,0,0,1,0,0,1,0,0,0,0,25.0,1.25,69.0,48.0,69.6,8.0,8.0,4.0,7.0,35.0,5.0,4.0,1.0,0.0,20.0,422,649,65.0,13912,8906,75,76,98.7,156,156,100.0,186,412,45.1,0,0.3,-0.3,3,13,0,0,0,186,30769.23076923077,1600000,14807.692307692309,770000,25637.32692307692,1333141,12337.96153846154,641574,34834.53846153846,1811396,16764.115384615383,871734,1-yr,1600000,770000,1333141,641574,1811396,871734,Reserve,K,GK,38,Chile,Real Betis
360,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,25,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,9.0,8.0,88.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,27,36,75.0,595,321,7,7,100.0,10,10,100.0,8,17,47.1,0,0.0,0.0,0,0,0,0,0,298,9423.076923076924,490000,5000.0,260000,7851.423076923077,408274,4166.057692307692,216635,10668.076923076924,554740,5660.615384615385,294352,3-yrs,1470000,780000,1224823,649906,1664220,883055,Reserve,K,GK,26,Germany,Stuttgart
361,Josip Brekalo,hr CRO,FW,Wolfsburg,de Bundesliga,22,1998,29,22,1814,20.2,7,3,7,0,0,1,0,0.35,0.15,0.5,0.35,0.5,3.7,3.7,3.4,7.1,0.18,0.17,0.35,0.18,0.35,Matches,20.2,24,16,13,8,3,7,28,25.0,21,337,108,32.0,79,157,101,23,0,0,23,18,42,6,0,,,,,,,,,,,,,,,,639,849,75.3,12543,3049,249,310,80.3,270,329,82.1,103,159,64.8,3,3.4,-0.4,37,51,27,7,84,267,24615.384615384617,1280000,19230.76923076923,1000000,20509.865384615383,1066513,16023.326923076924,833213,27867.634615384617,1449117,21771.57692307692,1132122,1-yr,1280000,1000000,1066513,833213,1449117,1132122,Starter,F,LW,23,Croatia,Torino
366,Jimmy Briand,fr FRA,FW,Bordeaux,fr Ligue 1,34,1985,24,1,571,6.3,1,2,0,1,1,2,0,0.16,0.32,0.47,0.0,0.32,1.6,0.9,0.1,1.0,0.26,0.02,0.28,0.14,0.16,Matches,6.3,8,5,3,5,0,1,4,25.0,3,90,26,28.9,17,48,25,3,2,0,1,1,9,3,0,,,,,,,,,,,,,,,,123,166,74.1,1631,188,71,94,75.5,38,45,84.4,4,9,44.4,2,0.1,1.9,2,5,0,0,4,75,31153.846153846152,1620000,17115.384615384617,890000,25957.78846153846,1349805,14260.76923076923,741560,35269.96153846154,1834038,19376.71153846154,1007589,1-yr,1620000,890000,1349805,741560,1834038,1007589,Reserve,F,CF,36,France,Bordeaux
369,Dylan Bronn,tn TUN,DF,Metz,fr Ligue 1,25,1995,38,38,3412,37.9,2,0,1,1,2,4,0,0.05,0.0,0.05,0.03,0.03,2.1,0.6,0.4,1.0,0.06,0.01,0.07,0.02,0.03,Matches,37.9,75,46,51,24,0,28,56,50.0,28,415,151,36.4,236,162,17,45,16,0,29,38,113,163,3,,,,,,,,,,,,,,,,1497,1773,84.4,33678,11593,409,440,93.0,745,800,93.1,323,499,64.7,0,0.4,-0.4,7,113,8,1,87,153,16153.846153846154,840000,8846.153846153846,460000,13459.596153846154,699899,7370.7307692307695,383278,18288.134615384617,950983,10014.923076923076,520776,3-yrs,2520000,1380000,2099697,1149834,2852948,1562329,Reserve,D,CB,26,Tunisia,Metz
371,Daniel Brosinski,de GER,DF,Mainz 05,de Bundesliga,32,1988,21,16,1430,15.9,2,1,0,2,2,0,0,0.13,0.06,0.19,0.0,0.06,1.8,0.3,2.4,2.7,0.12,0.15,0.27,0.02,0.17,Matches,15.9,19,7,10,8,1,12,38,31.6,26,142,43,30.3,50,68,24,34,2,0,32,13,32,40,0,,,,,,,,,,,,,,,,532,839,63.4,10565,5544,197,238,82.8,250,347,72.0,79,225,35.1,1,2.4,-1.4,24,44,21,9,71,231,14807.692307692309,770000,7884.615384615385,410000,12337.96153846154,641574,6569.557692307692,341617,16764.115384615383,871734,8926.346153846154,464170,1-yr,770000,410000,641574,341617,871734,464170,Reserve,D,RB,33,Germany,Mainz
372,Josh Brownhill,eng ENG,MF,Burnley,eng Premier League,24,1995,33,32,2813,31.3,0,1,0,0,0,2,0,0.0,0.03,0.03,0.0,0.03,1.9,1.9,1.1,3.0,0.06,0.04,0.1,0.06,0.1,Matches,31.3,51,28,11,32,8,10,44,22.7,34,490,125,25.5,103,261,126,59,12,1,47,53,104,56,0,,,,,,,,,,,,,,,,938,1187,79.0,14887,3376,488,559,87.3,326,402,81.1,80,152,52.6,1,1.1,-0.1,19,66,17,2,66,255,48006.94230769231,2496361,26311.5,1368198,40000.0,2080000,21923.07692307692,1140000,54349.71153846154,2826185,29787.82692307692,1548967,3-yrs,7489082,4104593,6240000,3420000,8478556,4646901,Starter,M,CM,26,England,Burnley
377,Cédric Brunner,ch SUI,DF,Arminia,de Bundesliga,26,1994,31,30,2655,29.5,0,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,0.4,0.4,1.1,1.4,0.01,0.04,0.05,0.01,0.05,Matches,29.5,51,29,33,15,3,26,48,54.2,22,355,93,26.2,178,143,34,67,9,0,58,30,81,120,1,,,,,,,,,,,,,,,,1029,1441,71.4,20801,8398,368,420,87.6,472,596,79.2,177,377,46.9,1,1.1,-0.1,17,79,29,15,93,330,7500.0,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,1-yr,390000,210000,324953,174975,441528,237746,Starter,D,RB,27,Switzerland,Arminia Bielefeld
378,Jacob Bruun Larsen,dk DEN,FW,Hoffenheim,de Bundesliga,21,1998,2,1,89,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0,0,0,0,0,0,1,0.0,1,27,4,14.8,4,9,14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,15,19,78.9,203,7,11,13,84.6,3,3,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,309,8653.846153846154,450000,4615.384615384615,240000,7210.5,374946,3845.596153846154,199971,9797.21153846154,509455,5225.173076923077,271709,3-yrs,1350000,720000,1124838,599913,1528365,815128,Reserve,F,LW,23,Denmark,Hoffenheim
384,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,29,1991,30,18,1625,18.1,11,0,11,0,0,3,0,0.61,0.0,0.61,0.61,0.61,7.1,7.1,0.6,7.7,0.39,0.03,0.43,0.39,0.43,Matches,18.1,20,15,4,10,6,4,13,30.8,9,391,114,29.2,34,171,186,14,1,0,13,1,21,18,0,,,,,,,,,,,,,,,,251,400,62.8,3391,620,154,227,67.8,68,114,59.6,12,21,57.1,0,0.6,-0.6,8,20,5,0,22,340,12115.384615384615,630000,5769.2307692307695,300000,10094.692307692309,524924,4807.0,249964,13716.096153846154,713237,6531.4807692307695,339637,4-yrs,2520000,1200000,2099697,999856,2852948,1358547,Starter,F,CF,30,Croatia,Osasuna
387,Alessandro Buongiorno,it ITA,DF,Torino,it Serie A,21,1999,12,9,858,9.5,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,9.5,8,6,5,3,0,4,8,50.0,4,103,29,28.2,55,42,6,21,9,0,12,19,27,44,1,,,,,,,,,,,,,,,,360,423,85.1,6932,1920,124,136,91.2,184,200,92.0,45,74,60.8,0,0.0,0.0,0,31,1,0,21,397,7884.615384615385,410000,4230.769230769231,220000,6569.557692307692,341617,3525.1346153846152,183307,8926.346153846154,464170,4789.75,249067,4-yrs,1640000,880000,1366469,733227,1856681,996268,Reserve,D,CB,22,Italy,Torino
390,Jonathan Burkardt,de GER,FWDF,Mainz 05,de Bundesliga,20,2000,29,16,1373,15.3,2,0,2,0,0,0,0,0.13,0.0,0.13,0.13,0.13,4.5,4.5,1.5,6.1,0.3,0.1,0.4,0.3,0.4,Matches,15.3,30,15,13,14,3,9,24,37.5,15,290,85,29.3,52,127,111,24,5,0,19,5,35,14,0,,,,,,,,,,,,,,,,283,400,70.8,4664,1192,133,169,78.7,108,146,74.0,29,49,59.2,0,1.5,-1.5,11,22,7,1,33,406,3653.846153846154,190000,1923.076923076923,100000,3044.423076923077,158310,1602.326923076923,83321,4136.596153846154,215103,2177.153846153846,113212,3-yrs,570000,300000,474931,249964,645310,339637,Starter,F,CF,21,Germany,Mainz
391,Nishan Burkart,ch SUI,MF,Freiburg,de Bundesliga,20,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.2,0,0,0,0,0,0,1,0.0,1,6,1,16.7,2,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,4,6,66.7,53,21,1,3,33.3,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,326,7500.0,390000,4038.4615384615386,210000,6249.096153846154,324953,3364.903846153846,174975,8490.923076923076,441528,4572.038461538462,237746,1-yr,390000,210000,324953,174975,441528,237746,Reserve,F,CF,22,Switzerland,Freiburg
393,Roman Bürki,ch SUI,GK,Dortmund,de Bundesliga,29,1990,19,18,1665,18.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18.5,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,30.0,1.62,89.0,63.0,70.8,9.0,2.0,7.0,4.0,22.2,4.0,4.0,0.0,0.0,0.0,515,629,81.9,14019,7874,90,90,100.0,263,264,99.6,162,274,59.1,0,0.0,0.0,0,3,1,0,1,55,57692.307692307695,3000000,30576.92307692308,1590000,48069.980769230766,2499639,25477.096153846152,1324809,65314.75,3396367,34616.807692307695,1800074,2-yrs,6000000,3180000,4999278,2649617,6792734,3600149,Reserve,K,GK,31,Switzerland,Borussia Dortmund
394,Dan Burn,eng ENG,DF,Brighton,eng Premier League,28,1992,27,23,2061,22.9,1,0,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,1.5,1.5,1.0,2.5,0.06,0.04,0.11,0.06,0.11,Matches,22.9,47,22,31,13,3,21,54,38.9,33,310,103,33.2,146,114,50,39,7,1,32,37,84,95,0,,,,,,,,,,,,,,,,952,1242,76.7,16883,5286,399,488,81.8,477,572,83.4,66,142,46.5,0,1.0,-1.0,9,73,15,5,77,387,23080.25,1200173,12694.134615384615,660095,19230.76923076923,1000000,10576.923076923076,550000,26129.67307692308,1358743,14371.326923076924,747309,3-yrs,3600520,1980286,3000000,1650000,4076229,2241926,Reserve,D,CB,29,England,Newcastle
397,Maxime Busi,be BEL,DF,Parma,it Serie A,20,1999,24,11,1195,13.3,0,1,0,0,0,3,0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,1.4,1.9,0.04,0.1,0.14,0.04,0.14,Matches,13.3,28,12,23,5,0,12,30,40.0,18,223,52,23.3,117,82,24,31,1,0,30,18,46,34,1,,,,,,,,,,,,,,,,658,789,83.4,12824,4644,261,286,91.3,298,338,88.2,91,144,63.2,1,1.4,-0.4,7,53,16,7,72,118,20961.53846153846,1090000,11538.46153846154,600000,17465.423076923078,908202,9614.0,499928,23731.01923076923,1234013,13062.942307692309,679273,1-yr,1090000,600000,908202,499928,1234013,679273,Starter,D,RB,22,Belgium,Reims
398,Sergio Busquets,es ESP,MF,Barcelona,es La Liga,32,1988,36,32,2517,28.0,0,5,0,0,0,9,0,0.0,0.18,0.18,0.0,0.18,0.2,0.2,3.6,3.8,0.01,0.13,0.14,0.01,0.14,Matches,28.0,70,40,26,33,11,25,68,36.8,43,550,172,31.3,139,302,109,43,3,0,40,39,109,25,2,,,,,,,,,,,,,,,,2484,2715,91.5,44163,11775,1104,1173,94.1,1055,1124,93.9,265,332,79.8,5,3.6,1.4,30,293,33,0,218,4,423076.9230769231,22000000,203076.92307692303,10560000,352513.17307692306,18330685,169206.32692307694,8798729,478974.82692307694,24906691,229907.90384615384,11955211,2-yrs,44000000,21120000,36661371,17597458,49813381,23910423,Starter,M,DM,33,Spain,Barcelona
399,Jack Butland,eng ENG,GK,Crystal Palace,eng Premier League,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,5.0,3.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,21,28.6,258,207,2,2,100.0,0,0,,4,19,21.1,0,0.0,0.0,0,1,0,0,0,233,54007.807692307695,2808406,29773.53846153846,1548224,45000.0,2340000,24807.69230769231,1290000,61143.44230769231,3179459,33707.269230769234,1752778,2-yrs,5616812,3096447,4680000,2580000,6358917,3505557,Reserve,K,GK,28,England,Crystal Palace
403,Erick Cabaco,uy URU,DF,Getafe,es La Liga,25,1995,20,15,1326,14.7,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Matches,14.7,24,17,14,8,2,8,15,53.3,7,137,49,35.8,58,71,8,17,7,0,10,12,36,105,1,,,,,,,,,,,,,,,,297,439,67.7,8673,3473,65,83,78.3,114,150,76.0,114,195,58.5,0,0.0,0.0,0,38,0,0,34,385,9038.46153846154,470000,4423.076923076923,230000,7530.961538461538,391610,3685.3653846153848,191639,10232.634615384615,532097,5007.461538461538,260388,3-yrs,1410000,690000,1174830,574917,1596292,781164,Reserve,D,CB,26,Uruguay,Getafe
404,Willy Caballero,ar ARG,GK,Chelsea,eng Premier League,38,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,24,26,92.3,496,302,8,8,100.0,13,13,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,399,20541.42307692308,1068154,11309.326923076924,588085,17115.384615384617,890000,9423.076923076924,490000,23255.403846153848,1209281,12803.53846153846,665784,1-yr,1068154,588085,890000,490000,1209281,665784,Reserve,K,GK,40,Argentina,Southampton
405,Jimmy Cabot,fr FRA,FWMF,Angers,fr Ligue 1,26,1994,22,8,942,10.5,1,1,1,0,0,1,0,0.1,0.1,0.19,0.1,0.19,1.2,1.2,1.3,2.4,0.11,0.12,0.23,0.11,0.23,Matches,10.5,26,16,11,10,5,8,35,22.9,27,199,53,26.6,56,95,48,15,0,0,15,13,39,4,0,,,,,,,,,,,,,,,,319,428,74.5,5539,1458,162,194,83.5,119,159,74.8,34,58,58.6,1,1.3,-0.3,11,20,10,3,28,325,5192.307692307692,270000,2884.6153846153848,150000,4326.307692307692,224968,2403.5,124982,5878.326923076923,305673,3265.730769230769,169818,2-yrs,540000,300000,449935,249964,611346,339637,Starter,M,RM,27,France,Angers
406,Martín Cáceres,uy URU,DF,Fiorentina,it Serie A,33,1987,29,26,2238,24.9,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,1.1,2.4,0.05,0.04,0.09,0.05,0.09,Matches,24.9,29,13,20,9,0,11,31,35.5,20,270,83,30.7,155,92,23,27,11,0,16,17,46,76,1,,,,,,,,,,,,,,,,824,1037,79.5,17113,6280,283,322,87.9,385,448,85.9,143,228,62.7,2,1.1,0.9,11,73,14,9,87,306,14423.076923076924,750000,6923.076923076923,360000,12017.5,624910,5768.403846153846,299957,16328.692307692309,849092,7837.7692307692305,407564,1-yr,750000,360000,624910,299957,849092,407564,Reserve,D,CB,34,Uruguay,Levante
