,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
1196,Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,22,18,1609,17.9,0,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,0.0,0.0,2.5,2.5,0.00,0.14,0.14,0.00,0.14,Matches
1197,Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,23,17,1459,16.2,1,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,2.2,2.6,0.03,0.14,0.16,0.03,0.16,Matches
1198,Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,30,16,1523,16.9,5,2,5,0,0,5,1,0.30,0.12,0.41,0.30,0.41,6.4,6.4,1.5,7.9,0.38,0.09,0.47,0.38,0.47,Matches
1199,Juanpe,es ESP,DF,Girona,es La Liga,27,1991,33,31,2767,30.7,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.4,0.03,0.01,0.05,0.03,0.05,Matches
1200,Juanpi,ve VEN,MFFW,Huesca,es La Liga,24,1994,14,8,670,7.4,2,2,1,1,1,2,0,0.27,0.27,0.54,0.13,0.40,1.6,0.8,0.5,1.3,0.21,0.07,0.28,0.11,0.18,Matches
1201,Nathaël Julan,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,10,3,434,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.5,2.2,0.35,0.10,0.45,0.35,0.45,Matches
1202,Christopher Jullien,fr FRA,DF,Toulouse,fr Ligue 1,25,1993,34,34,3015,33.5,1,0,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,2.6,2.6,0.4,3.0,0.08,0.01,0.09,0.08,0.09,Matches
1203,David Juncà,es ESP,DF,Celta Vigo,es La Liga,24,1993,21,21,1754,19.5,0,3,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15,0.3,0.3,0.8,1.1,0.02,0.04,0.06,0.02,0.06,Matches
1204,Sebastian Jung,de GER,DF,Wolfsburg,de Bundesliga,28,1990,1,1,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Matches
1205,Hamed Junior Traorè,ci CIV,MF,Empoli,it Serie A,18,2000,32,26,2259,25.1,2,2,2,0,0,4,0,0.08,0.08,0.16,0.08,0.16,3.3,3.3,3.7,7.0,0.13,0.15,0.28,0.13,0.28,Matches
1206,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,18,2000,18,9,869,9.7,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,2.9,2.9,1.4,4.4,0.31,0.15,0.45,0.31,0.45,Matches
1207,Musa Juwara,gm GAM,FW,Chievo,it Serie A,16,2001,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1208,Mathias Jørgensen,dk DEN,DF,Huddersfield,eng Premier League,28,1990,24,24,2147,23.9,3,1,3,0,0,6,0,0.13,0.04,0.17,0.13,0.17,1.6,1.6,0.4,2.0,0.07,0.02,0.08,0.07,0.08,Matches
1209,Sory Kaba,gn GUI,FWMF,Dijon,fr Ligue 1,23,1995,9,2,232,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.01,0.11,0.12,0.01,0.12,Matches
1210,Ozan Kabak,tr TUR,DF,Stuttgart,de Bundesliga,18,2000,15,15,1350,15.0,3,0,3,0,0,4,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.3,1.3,0.07,0.02,0.09,0.07,0.09,Matches
1211,Christian Kabasele,be BEL,DF,Watford,eng Premier League,27,1991,21,19,1586,17.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.04,0.00,0.05,0.04,0.05,Matches
1212,Elias Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,26,1992,20,13,1182,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.3,1.3,0.08,0.02,0.10,0.08,0.10,Matches
1213,Pavel Kadeřábek,cz CZE,DFMF,Hoffenheim,de Bundesliga,26,1992,29,28,2509,27.9,3,4,3,0,0,7,0,0.11,0.14,0.25,0.11,0.25,3.7,3.7,4.4,8.1,0.13,0.16,0.29,0.13,0.29,Matches
1214,Shinji Kagawa,jp JPN,MF,Dortmund,de Bundesliga,29,1989,2,1,98,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.32,0.00,0.32,0.32,0.32,Matches
1215,Florian Kainz,at AUT,FW,Werder Bremen,de Bundesliga,25,1992,8,5,373,4.1,0,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,0.7,1.1,0.09,0.18,0.27,0.09,0.27,Matches
1216,Gaël Kakuta,cd COD,MFFW,Rayo Vallecano,es La Liga,27,1991,12,9,717,8.0,1,0,0,1,1,1,0,0.13,0.00,0.13,0.00,0.00,1.2,0.4,0.3,0.7,0.15,0.04,0.19,0.05,0.09,Matches
1217,Nikola Kalinić,hr CRO,FW,Atlético Madrid,es La Liga,30,1988,17,7,642,7.1,2,0,2,0,0,3,0,0.28,0.00,0.28,0.28,0.28,1.5,1.5,0.2,1.6,0.20,0.02,0.23,0.20,0.23,Matches
1218,Salomon Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,32,1985,30,27,2317,25.7,8,2,5,3,3,0,0,0.31,0.08,0.39,0.19,0.27,8.8,6.6,4.0,10.5,0.34,0.16,0.50,0.25,0.41,Matches
1219,Samuel Kalu,ng NGA,FW,Bordeaux,fr Ligue 1,20,1997,21,14,1281,14.2,3,2,3,0,1,3,1,0.21,0.14,0.35,0.21,0.35,3.5,2.8,3.8,6.6,0.25,0.27,0.52,0.19,0.46,Matches
1220,François Kamano,gn GUI,FWMF,Bordeaux,fr Ligue 1,22,1996,37,29,2561,28.5,10,1,6,4,4,6,0,0.35,0.04,0.39,0.21,0.25,9.5,6.3,3.0,9.3,0.33,0.11,0.44,0.22,0.33,Matches
1221,Aboubakar Kamara,mr MTN,FWMF,Fulham,eng Premier League,23,1995,13,5,693,7.7,3,0,2,1,2,2,0,0.39,0.00,0.39,0.26,0.26,3.7,2.2,0.7,2.8,0.48,0.09,0.57,0.28,0.37,Matches
1222,Boubacar Kamara,fr FRA,DF,Marseille,fr Ligue 1,18,1999,31,27,2411,26.8,1,0,1,0,0,6,0,0.04,0.00,0.04,0.04,0.04,0.6,0.6,0.8,1.3,0.02,0.03,0.05,0.02,0.05,Matches
1223,Hassane Kamara,ci CIV,DFFW,Reims,fr Ligue 1,23,1994,16,9,926,10.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.3,1.2,0.09,0.03,0.12,0.09,0.12,Matches
1224,Marcin Kamiński,pl POL,DF,Düsseldorf,de Bundesliga,26,1992,27,27,2430,27.0,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.4,1.1,0.03,0.01,0.04,0.03,0.04,Matches
1225,Patrick Kammerbauer,de GER,FW,Freiburg,de Bundesliga,21,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1226,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,27,1990,27,25,2113,23.5,2,5,2,0,0,5,0,0.09,0.21,0.30,0.09,0.30,1.6,1.6,3.3,4.8,0.07,0.14,0.21,0.07,0.21,Matches
1227,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,25,1993,28,27,2424,26.9,17,4,13,4,4,5,0,0.63,0.15,0.78,0.48,0.63,13.9,10.9,4.0,14.9,0.52,0.15,0.67,0.41,0.55,Matches
1228,Wilfried Kanga,fr FRA,FW,Angers,fr Ligue 1,20,1998,18,4,493,5.5,2,0,2,0,0,3,0,0.37,0.00,0.37,0.37,0.37,2.7,2.7,0.3,3.0,0.50,0.05,0.55,0.50,0.55,Matches
1229,Lee Kangin,kr KOR,FWMF,Valencia,es La Liga,17,2001,3,0,24,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.07,0.18,0.25,0.07,0.25,Matches
1230,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,27,1991,36,36,3092,34.4,4,4,4,0,0,3,0,0.12,0.12,0.23,0.12,0.23,2.4,2.4,4.2,6.6,0.07,0.12,0.19,0.07,0.19,Matches
1231,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,24,1994,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1232,Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,22,1996,10,9,773,8.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1233,Kenan Karaman,tr TUR,FWMF,Düsseldorf,de Bundesliga,24,1994,21,9,919,10.2,3,1,3,0,0,0,0,0.29,0.10,0.39,0.29,0.39,3.2,3.2,1.9,5.1,0.31,0.19,0.50,0.31,0.50,Matches
1234,Yann Karamoh,fr FRA,FWMF,Bordeaux,fr Ligue 1,20,1998,22,13,1224,13.6,3,1,3,0,0,2,0,0.22,0.07,0.29,0.22,0.29,4.3,4.3,2.4,6.7,0.32,0.17,0.49,0.32,0.49,Matches
1235,Yann Karamoh,fr FRA,MF,Inter,it Serie A,20,1998,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1236,Ibrahim Karamoko,fr FRA,MF,Chievo,it Serie A,17,2001,2,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.03,0.11,0.08,0.11,Matches
1237,Orestis Karnezis,gr GRE,GK,Napoli,it Serie A,33,1985,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1238,Rick Karsdorp,nl NED,DF,Roma,it Serie A,23,1995,11,7,593,6.6,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.4,0.4,0.00,0.05,0.05,0.00,0.05,Matches
1239,Grigoris Kastanos,cy CYP,MF,Juventus,it Serie A,20,1998,1,1,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1240,Eiji Kawashima,jp JPN,GK,Strasbourg,fr Ligue 1,35,1983,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1241,Beram Kayal,il ISR,MF,Brighton,eng Premier League,30,1988,18,9,940,10.4,1,1,1,0,0,4,0,0.10,0.10,0.19,0.10,0.19,0.7,0.7,0.8,1.5,0.06,0.08,0.14,0.06,0.14,Matches
1242,Moise Kean,it ITA,FWMF,Juventus,it Serie A,18,2000,13,5,541,6.0,6,0,6,0,0,2,0,1.00,0.00,1.00,1.00,1.00,3.4,3.4,0.2,3.6,0.56,0.04,0.60,0.56,0.60,Matches
1243,Michael Keane,eng ENG,DF,Everton,eng Premier League,25,1993,33,33,2969,33.0,1,2,1,0,0,2,0,0.03,0.06,0.09,0.03,0.09,2.2,2.2,0.6,2.8,0.07,0.02,0.08,0.07,0.08,Matches
1244,Neeskens Kebano,cd COD,FWMF,Fulham,eng Premier League,26,1992,7,0,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
1245,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,27,19,1902,21.1,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,1.7,1.7,0.4,2.1,0.08,0.02,0.10,0.08,0.10,Matches
1246,Jules Keita,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,17,2,456,5.1,2,1,2,0,0,3,0,0.39,0.20,0.59,0.39,0.59,2.0,2.0,0.6,2.6,0.40,0.11,0.51,0.40,0.51,Matches
1247,Naby Keïta,gn GUI,MFFW,Liverpool,eng Premier League,23,1995,25,16,1390,15.4,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,2.4,2.4,0.9,3.3,0.15,0.06,0.21,0.15,0.21,Matches
1248,Keko,es ESP,MFFW,Valladolid,es La Liga,26,1991,26,20,1533,17.0,2,1,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,3.2,3.2,2.2,5.4,0.19,0.13,0.32,0.19,0.32,Matches
1249,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,13,12,1111,12.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.00,0.04,0.03,0.04,Matches
1250,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,23,23,2025,22.5,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.9,1.9,0.2,2.1,0.08,0.01,0.09,0.08,0.09,Matches
1251,Kenedy,br BRA,MFDF,Newcastle Utd,eng Premier League,22,1996,25,14,1348,15.0,1,1,1,0,1,1,0,0.07,0.07,0.13,0.07,0.13,2.3,1.6,0.7,2.3,0.16,0.05,0.21,0.10,0.15,Matches
1252,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,10,8,791,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches
1253,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,25,25,2095,23.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.02,0.00,0.02,Matches
1254,Sebastian Kerk,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,21,17,1179,13.1,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.9,0.9,1.9,2.8,0.07,0.15,0.21,0.07,0.21,Matches
1255,Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,34,34,3018,33.5,8,2,5,3,3,8,0,0.24,0.06,0.30,0.15,0.21,7.1,4.9,2.4,7.2,0.21,0.07,0.28,0.14,0.22,Matches
1256,Saîf-Eddine Khaoui,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,25,17,1353,15.0,3,1,3,0,0,0,0,0.20,0.07,0.27,0.20,0.27,1.6,1.6,0.9,2.6,0.11,0.06,0.17,0.11,0.17,Matches
1257,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,32,32,2817,31.3,13,6,9,4,4,10,1,0.42,0.19,0.61,0.29,0.48,12.5,9.5,5.9,15.4,0.40,0.19,0.59,0.30,0.49,Matches
1258,Rani Khedira,de GER,DFMF,Augsburg,de Bundesliga,24,1994,30,30,2624,29.2,4,1,4,0,0,6,0,0.14,0.03,0.17,0.14,0.17,2.0,2.0,0.7,2.7,0.07,0.02,0.09,0.07,0.09,Matches
1259,Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,10,8,706,7.8,2,1,2,0,0,0,0,0.25,0.13,0.38,0.25,0.38,1.7,1.7,0.1,1.8,0.21,0.02,0.23,0.21,0.23,Matches
1260,Isaac Kiese Thelin,se SWE,FWMF,Leverkusen,de Bundesliga,26,1992,6,1,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.11,0.00,0.11,0.11,0.11,Matches
1261,Kike,es ESP,FW,Eibar,es La Liga,28,1989,30,15,1298,14.4,3,0,3,0,0,0,0,0.21,0.00,0.21,0.21,0.21,5.0,5.0,1.4,6.4,0.35,0.10,0.45,0.35,0.45,Matches
1262,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1263,Joshua Kimmich,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34,34,3060,34.0,2,13,2,0,0,4,0,0.06,0.38,0.44,0.06,0.44,1.9,1.9,9.3,11.2,0.06,0.27,0.33,0.06,0.33,Matches
1264,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,24,23,2005,22.3,0,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,0.3,0.3,0.8,1.1,0.01,0.03,0.05,0.01,0.05,Matches
1265,Joshua King,no NOR,FWMF,Bournemouth,eng Premier League,26,1992,35,34,2961,32.9,12,3,7,5,6,3,0,0.36,0.09,0.46,0.21,0.30,12.8,8.3,4.9,13.2,0.39,0.15,0.54,0.25,0.40,Matches
1266,Sofian Kiyine,ma MAR,MFDF,Chievo,it Serie A,20,1997,23,9,816,9.1,0,1,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,0.7,1.4,0.08,0.07,0.16,0.08,0.16,Matches
1267,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,26,25,2008,22.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.4,1.3,0.04,0.02,0.06,0.04,0.06,Matches
1268,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,33,33,2816,31.3,5,4,5,0,0,5,0,0.16,0.13,0.29,0.16,0.29,3.3,3.3,3.2,6.5,0.11,0.10,0.21,0.11,0.21,Matches
1269,Felix Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,15,5,443,4.9,1,1,1,0,0,0,0,0.20,0.20,0.41,0.20,0.41,2.3,2.3,1.7,4.0,0.47,0.34,0.81,0.47,0.81,Matches
1270,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,15,15,1230,13.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches
1271,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,4,2,200,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.16,0.05,0.21,0.16,0.21,Matches
1272,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,26,22,2003,22.3,5,1,5,0,0,1,0,0.22,0.04,0.27,0.22,0.27,2.0,2.0,1.5,3.5,0.09,0.07,0.16,0.09,0.16,Matches
1273,Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,29,14,1341,14.9,1,6,1,0,0,2,0,0.07,0.40,0.47,0.07,0.47,1.7,1.7,2.8,4.5,0.12,0.19,0.30,0.12,0.30,Matches
1274,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,10,7,592,6.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.01,0.07,0.08,0.01,0.08,Matches
1275,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31,31,2790,31.0,3,0,3,0,0,0,0,0.10,0.00,0.10,0.10,0.10,2.0,2.0,0.2,2.2,0.06,0.01,0.07,0.06,0.07,Matches
1276,Anthony Knockaert,fr FRA,MFFW,Brighton,eng Premier League,26,1991,30,18,1837,20.4,2,6,2,0,0,4,1,0.10,0.29,0.39,0.10,0.39,2.8,2.8,4.0,6.7,0.14,0.19,0.33,0.14,0.33,Matches
1277,Törles Knöll,de GER,FWMF,Nürnberg,de Bundesliga,20,1997,16,2,370,4.1,1,0,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,1.2,1.2,0.1,1.3,0.29,0.02,0.31,0.29,0.31,Matches
1278,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1279,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,16,16,1389,15.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1280,Robin Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,24,21,1901,21.1,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Matches
1281,Kenan Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,11,0,161,1.8,1,0,1,0,0,0,0,0.56,0.00,0.56,0.56,0.56,0.2,0.2,0.2,0.3,0.09,0.09,0.18,0.09,0.18,Matches
1282,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,18,10,973,10.8,0,2,0,0,0,4,0,0.00,0.18,0.18,0.00,0.18,1.3,1.3,0.6,1.9,0.12,0.06,0.17,0.12,0.17,Matches
1283,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,2,1,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches
1284,Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,30,29,2586,28.7,3,5,3,0,0,10,1,0.10,0.17,0.28,0.10,0.28,1.1,1.1,3.3,4.4,0.04,0.12,0.15,0.04,0.15,Matches
1285,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,33,32,2906,32.3,8,2,5,3,3,7,1,0.25,0.06,0.31,0.15,0.22,4.5,2.3,6.3,8.6,0.14,0.20,0.34,0.07,0.27,Matches
1286,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,24,22,1887,21.0,0,5,0,0,0,5,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,5.3,5.8,0.02,0.25,0.27,0.02,0.27,Matches
1287,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,6,1,122,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.20,0.00,0.20,0.20,0.20,Matches
1288,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,36,35,3184,35.4,3,3,3,0,0,7,0,0.08,0.08,0.17,0.08,0.17,2.2,2.2,0.7,2.9,0.06,0.02,0.08,0.06,0.08,Matches
1289,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,17,13,1224,13.6,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Matches
1290,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20,20,1800,20.0,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,1.4,1.4,0.00,0.07,0.07,0.00,0.07,Matches
1291,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,28,27,2431,27.0,1,1,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,0.4,1.6,0.04,0.02,0.06,0.04,0.06,Matches
1292,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,27,21,1876,20.8,7,2,5,2,3,2,0,0.34,0.10,0.43,0.24,0.34,7.8,5.5,2.4,7.8,0.37,0.11,0.49,0.26,0.38,Matches
1293,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,19,14,1245,13.8,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.0,2.0,0.9,2.9,0.14,0.07,0.21,0.14,0.21,Matches
1294,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,1,1,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
1295,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,27,23,2152,23.9,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.5,1.1,0.03,0.02,0.05,0.03,0.05,Matches
1296,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,20,19,1709,19.0,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,1.3,1.4,0.00,0.07,0.07,0.00,0.07,Matches
1297,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,32,32,2716,30.2,1,1,1,0,0,4,0,0.03,0.03,0.07,0.03,0.07,1.4,1.4,0.9,2.3,0.05,0.03,0.08,0.05,0.08,Matches
1298,Yevhen Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,13,7,656,7.3,1,1,1,0,0,0,1,0.14,0.14,0.27,0.14,0.27,1.3,1.3,0.7,2.0,0.17,0.10,0.28,0.17,0.28,Matches
1299,Pascal Köpke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,7,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.25,0.00,0.25,0.25,0.25,Matches
1300,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,12,11,1006,11.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,1.1,1.2,0.00,0.10,0.10,0.00,0.10,Matches
1301,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,17,13,1331,14.8,3,0,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,1.6,1.6,0.1,1.7,0.11,0.01,0.12,0.11,0.12,Matches
1302,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,34,33,2956,32.8,6,10,6,0,0,4,0,0.18,0.30,0.49,0.18,0.49,4.8,4.8,9.3,14.1,0.15,0.28,0.43,0.15,0.43,Matches
1303,Christian Kouamé,ci CIV,FWMF,Genoa,it Serie A,20,1997,38,33,3066,34.1,4,5,4,0,0,4,0,0.12,0.15,0.26,0.12,0.26,6.9,6.9,4.2,11.1,0.20,0.12,0.33,0.20,0.33,Matches
1304,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,33,32,2925,32.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1305,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,35,35,3132,34.8,2,2,2,0,0,10,1,0.06,0.06,0.11,0.06,0.11,3.2,3.2,0.2,3.5,0.09,0.01,0.10,0.09,0.10,Matches
