,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
1306,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37,37,3330,37.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.7,0.7,0.7,1.4,0.02,0.02,0.04,0.02,0.04,Matches
1307,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,31,21,1899,21.1,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,1.6,1.6,0.7,2.3,0.08,0.04,0.11,0.08,0.11,Matches
1308,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,32,21,1735,19.3,0,2,0,0,0,3,0,0.00,0.10,0.10,0.00,0.10,2.1,2.1,2.4,4.5,0.11,0.12,0.23,0.11,0.23,Matches
1309,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,13,0,168,1.9,1,1,0,1,2,0,0,0.54,0.54,1.07,0.00,0.54,1.7,0.2,0.8,1.0,0.93,0.41,1.34,0.11,0.52,Matches
1310,Dawid Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,10,7,575,6.4,4,0,4,0,0,2,0,0.63,0.00,0.63,0.63,0.63,1.3,1.3,0.3,1.7,0.21,0.05,0.26,0.21,0.26,Matches
1311,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,4,3,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1312,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,35,33,2974,33.0,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.5,3.1,0.02,0.07,0.09,0.02,0.09,Matches
1313,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,9,9,788,8.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1314,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,30,28,2396,26.6,17,4,12,5,6,2,0,0.64,0.15,0.79,0.45,0.60,19.8,15.2,5.5,20.8,0.74,0.21,0.95,0.57,0.78,Matches
1315,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,18,13,1136,12.6,2,1,2,0,0,6,0,0.16,0.08,0.24,0.16,0.24,0.9,0.9,0.9,1.8,0.07,0.07,0.14,0.07,0.14,Matches
1316,Vasyl Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,6,6,481,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.02,0.10,0.12,0.02,0.12,Matches
1317,Ladislav Krejčí,cz CZE,MFDF,Bologna,it Serie A,26,1992,18,11,1065,11.8,0,3,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.7,0.7,1.7,2.3,0.06,0.14,0.20,0.06,0.20,Matches
1318,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,16,12,1057,11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.04,0.01,0.05,0.04,0.05,Matches
1319,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,28,26,2221,24.7,0,4,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,1.2,1.2,3.6,4.8,0.05,0.15,0.19,0.05,0.19,Matches
1320,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,33,33,2772,30.8,5,7,5,0,0,7,1,0.16,0.23,0.39,0.16,0.39,4.4,4.4,3.9,8.4,0.14,0.13,0.27,0.14,0.27,Matches
1321,Max Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,32,32,2832,31.5,11,9,8,3,3,0,0,0.35,0.29,0.64,0.25,0.54,10.0,7.8,6.2,14.0,0.32,0.20,0.51,0.25,0.44,Matches
1322,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,25,1992,16,15,1184,13.2,0,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.8,1.0,0.01,0.06,0.07,0.01,0.07,Matches
1323,Yuya Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,22,15,1357,15.1,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,2.2,2.2,0.8,3.0,0.14,0.06,0.20,0.14,0.20,Matches
1324,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,18,17,1535,17.1,4,3,3,1,1,5,1,0.23,0.18,0.41,0.18,0.35,2.0,1.3,1.1,2.4,0.12,0.07,0.19,0.07,0.14,Matches
1325,Dejan Kulusevski,se SWE,MFDF,Atalanta,it Serie A,18,2000,3,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matches
1326,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,29,23,1909,21.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.8,0.04,0.05,0.09,0.04,0.09,Matches
1327,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,30,29,2557,28.4,6,5,6,0,0,9,0,0.21,0.18,0.39,0.21,0.39,3.5,3.5,2.9,6.4,0.12,0.10,0.22,0.12,0.22,Matches
1328,Layvin Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,19,11,1010,11.2,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,2.4,3.9,0.14,0.21,0.35,0.14,0.35,Matches
1329,Rafał Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,11,2,239,2.7,1,0,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,0.3,0.3,0.1,0.4,0.13,0.02,0.15,0.13,0.15,Matches
1330,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,13,3,425,4.7,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.1,1.1,0.1,1.2,0.23,0.01,0.25,0.23,0.25,Matches
1331,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,30,22,2040,22.7,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09,Matches
1332,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1333,Antonino La Gumina,it ITA,FW,Empoli,it Serie A,22,1996,22,12,1090,12.1,2,2,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33,5.4,5.4,0.4,5.8,0.44,0.03,0.48,0.44,0.48,Matches
1334,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,27,1991,5,5,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.05,0.15,0.20,0.05,0.20,Matches
1335,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.05,0.07,0.12,0.05,0.12,Matches
1336,Gaëtan Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,36,35,2895,32.2,11,4,11,0,0,1,1,0.34,0.12,0.47,0.34,0.47,8.8,8.8,5.4,14.2,0.27,0.17,0.44,0.27,0.44,Matches
1337,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,35,27,2502,27.8,13,8,13,0,0,2,0,0.47,0.29,0.76,0.47,0.76,12.1,12.1,3.7,15.9,0.44,0.13,0.57,0.44,0.57,Matches
1338,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,34,34,3015,33.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
1339,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36,36,3240,36.0,1,2,1,0,0,13,0,0.03,0.06,0.08,0.03,0.08,1.4,1.4,1.1,2.5,0.04,0.03,0.07,0.04,0.07,Matches
1340,Abdou Lahat Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1341,Konrad Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,29,20,1874,20.8,1,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,2.1,2.1,2.4,4.5,0.10,0.12,0.22,0.10,0.22,Matches
1342,Diego Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,12,3,353,3.9,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.6,0.06,0.09,0.15,0.06,0.15,Matches
1343,Kenny Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34,34,3060,34.0,5,9,4,1,2,4,0,0.15,0.26,0.41,0.12,0.38,3.1,1.2,4.3,5.5,0.09,0.13,0.22,0.04,0.16,Matches
1344,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,13,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.1,0.10,0.10,0.20,0.10,0.20,Matches
1345,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,19,9,974,10.8,4,2,4,0,0,2,0,0.37,0.18,0.55,0.37,0.55,3.3,3.3,2.3,5.6,0.30,0.21,0.52,0.30,0.52,Matches
1346,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,6,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches
1347,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,22,19,1591,17.7,3,0,3,0,0,6,1,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06,Matches
1348,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,17,15,1255,13.9,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.4,1.5,0.08,0.03,0.11,0.08,0.11,Matches
1349,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,21,15,1414,15.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.5,0.03,0.06,0.09,0.03,0.09,Matches
1350,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,10,8,686,7.6,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.3,1.3,1.1,2.4,0.17,0.14,0.31,0.17,0.31,Matches
1351,Gianluca Lapadula,pe PER,FWMF,Genoa,it Serie A,28,1990,8,4,404,4.5,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,2.7,2.7,0.1,2.8,0.60,0.03,0.63,0.60,0.63,Matches
1352,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,35,34,3057,34.0,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.0,3.4,0.07,0.03,0.10,0.07,0.10,Matches
1353,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,35,35,3077,34.2,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06,Matches
1354,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1355,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,36,26,2453,27.3,6,2,6,0,1,2,0,0.22,0.07,0.29,0.22,0.29,9.2,8.4,2.1,10.6,0.34,0.08,0.42,0.31,0.39,Matches
1356,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,32,32,2745,30.5,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.4,1.0,0.02,0.01,0.03,0.02,0.03,Matches
1357,Paul Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,35,18,1789,19.9,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.4,2.7,0.06,0.07,0.14,0.06,0.14,Matches
1358,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,4,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches
1359,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,24,22,1863,20.7,0,3,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,3.2,3.2,1.8,5.0,0.15,0.09,0.24,0.15,0.24,Matches
1360,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,3,3,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1361,Armand Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1362,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,15,10,920,10.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07,Matches
1363,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,34,34,3024,33.6,0,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03,Matches
1364,Diego Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,20,6,651,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.4,0.14,0.05,0.20,0.14,0.20,Matches
1365,Miguel Layún,mx MEX,MFDF,Villarreal,es La Liga,30,1988,8,5,506,5.6,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.6,0.5,1.3,1.7,0.11,0.22,0.34,0.08,0.31,Matches
1366,Valentino Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,31,31,2741,30.5,3,6,3,0,0,6,0,0.10,0.20,0.30,0.10,0.30,2.1,2.1,5.6,7.7,0.07,0.19,0.25,0.07,0.25,Matches
1367,Darko Lazović,rs SRB,MFDF,Genoa,it Serie A,27,1990,33,30,2542,28.2,3,4,3,0,0,2,0,0.11,0.14,0.25,0.11,0.25,2.1,2.1,3.5,5.6,0.07,0.12,0.20,0.07,0.20,Matches
1368,Manuel Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,33,33,2835,31.5,0,8,0,0,0,7,0,0.00,0.25,0.25,0.00,0.25,1.6,1.6,5.5,7.2,0.05,0.18,0.23,0.05,0.23,Matches
1369,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,5,2,204,2.3,1,0,0,1,1,2,0,0.44,0.00,0.44,0.00,0.00,1.4,0.6,0.0,0.7,0.60,0.02,0.62,0.27,0.29,Matches
1370,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,26,25,2250,25.0,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.4,0.4,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matches
1371,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,4,3,284,3.2,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,0.0,0.3,0.09,0.01,0.10,0.09,0.10,Matches
1372,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,36,31,2805,31.2,3,0,3,0,0,3,0,0.10,0.00,0.10,0.10,0.10,3.2,3.2,1.2,4.4,0.10,0.04,0.14,0.10,0.14,Matches
1373,James Lea Siliki,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,24,14,1220,13.6,0,3,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,2.3,3.3,0.07,0.17,0.24,0.07,0.24,Matches
1374,Rafael Leão,pt POR,FW,Lille,fr Ligue 1,19,1999,24,16,1287,14.3,8,3,8,0,0,3,0,0.56,0.21,0.77,0.56,0.77,5.2,5.2,1.6,6.8,0.37,0.11,0.48,0.37,0.48,Matches
1375,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,18,10,941,10.5,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,2.5,2.5,1.4,3.8,0.24,0.13,0.37,0.24,0.37,Matches
1376,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00,Matches
1377,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,25,1993,30,26,2394,26.6,2,1,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,4.0,4.0,2.4,6.4,0.15,0.09,0.24,0.15,0.24,Matches
1378,Jordan Lefort,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,23,21,1802,20.0,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.3,0.6,0.02,0.02,0.03,0.02,0.03,Matches
1379,Wu Lei,cn CHN,FWMF,Espanyol,es La Liga,26,1991,16,12,1061,11.8,3,1,3,0,0,1,0,0.25,0.08,0.34,0.25,0.34,4.1,4.1,0.7,4.8,0.35,0.06,0.41,0.35,0.41,Matches
1380,Tim Leibold,de GER,DF,Nürnberg,de Bundesliga,24,1993,32,32,2765,30.7,0,2,0,0,1,6,1,0.00,0.07,0.07,0.00,0.07,2.0,1.2,2.9,4.1,0.06,0.09,0.16,0.04,0.13,Matches
1381,Lucas Leiva,br BRA,MF,Lazio,it Serie A,31,1987,27,22,1987,22.1,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,2.1,2.7,0.03,0.10,0.12,0.03,0.12,Matches
1382,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,12,12,1054,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.04,0.02,0.06,0.04,0.06,Matches
1383,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,25,1993,4,2,211,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches
1384,Thomas Lemar,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,31,22,1817,20.2,2,3,2,0,0,4,0,0.10,0.15,0.25,0.10,0.25,2.7,2.7,2.9,5.6,0.13,0.14,0.28,0.13,0.28,Matches
1385,Mario Lemina,ga GAB,MF,Southampton,eng Premier League,24,1993,21,18,1613,17.9,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.09,0.06,0.09,Matches
1386,Mauricio Lemos,uy URU,DF,Sassuolo,it Serie A,22,1995,3,3,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1387,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,23,1995,23,22,1933,21.5,1,0,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,1.1,1.1,0.0,1.1,0.05,0.00,0.05,0.05,0.05,Matches
1388,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,31,1987,16,14,1215,13.5,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.8,0.8,0.7,1.4,0.06,0.05,0.11,0.06,0.11,Matches
1389,Bernd Leno,de GER,GK,Arsenal,eng Premier League,26,1992,32,31,2836,31.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1390,Pedro León,es ESP,MFFW,Eibar,es La Liga,31,1986,9,5,425,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.2,1.3,0.23,0.05,0.27,0.23,0.27,Matches
1391,Sergio León,es ESP,FWMF,Betis,es La Liga,29,1989,16,6,638,7.1,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.5,1.0,0.07,0.07,0.14,0.07,0.14,Matches
1392,Lukas Lerager,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,18,15,1298,14.4,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.3,1.3,0.07,0.02,0.09,0.07,0.09,Matches
1393,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,25,1993,14,13,1122,12.5,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.9,2.0,0.09,0.07,0.16,0.09,0.16,Matches
1394,Mehdi Léris,fr FRA,MFFW,Chievo,it Serie A,20,1998,23,18,1607,17.9,0,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,1.4,1.4,0.9,2.3,0.08,0.05,0.13,0.08,0.13,Matches
1395,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,23,1994,30,29,2506,27.8,2,0,2,0,0,12,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.9,1.9,0.04,0.03,0.07,0.04,0.07,Matches
1396,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,33,33,2957,32.9,22,7,19,3,4,2,0,0.67,0.21,0.88,0.58,0.79,28.4,25.4,8.3,33.7,0.87,0.25,1.12,0.77,1.03,Matches
1397,Igor Lewczuk,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,6,3,449,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1398,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,20,1997,28,15,1444,16.0,4,0,4,0,0,2,1,0.25,0.00,0.25,0.25,0.25,4.2,4.2,0.7,4.9,0.26,0.04,0.31,0.26,0.31,Matches
1399,Stephan Lichtsteiner,ch SUI,DF,Arsenal,eng Premier League,34,1984,14,10,938,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matches
1400,Dimitri Liénard,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,22,15,1291,14.3,0,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,1.1,1.1,1.0,2.2,0.08,0.07,0.15,0.08,0.15,Matches
1401,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,22,1996,14,7,614,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.08,0.01,0.08,0.08,0.08,Matches
1402,Lucas Lima,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,31,28,2496,27.7,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,4.1,5.1,0.03,0.15,0.18,0.03,0.18,Matches
1403,Anthony Limbombe,be BEL,FW,Nantes,fr Ligue 1,24,1994,29,12,1237,13.7,1,1,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15,3.2,3.2,2.6,5.8,0.23,0.19,0.42,0.23,0.42,Matches
1404,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,24,1994,30,29,2601,28.9,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,1.2,1.9,0.03,0.04,0.07,0.03,0.07,Matches
1405,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,23,1995,32,30,2507,27.9,3,3,3,0,0,11,0,0.11,0.11,0.22,0.11,0.22,2.7,2.7,3.1,5.8,0.10,0.11,0.21,0.10,0.21,Matches
1406,Jesse Lingard,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,27,19,1663,18.5,4,2,3,1,1,3,0,0.22,0.11,0.32,0.16,0.27,5.0,4.3,2.1,6.3,0.27,0.11,0.38,0.23,0.34,Matches
1407,Pol Lirola,es ESP,DFMF,Sassuolo,it Serie A,20,1997,35,32,2975,33.1,2,6,2,0,0,2,0,0.06,0.18,0.24,0.06,0.24,0.9,0.9,6.2,7.0,0.03,0.19,0.21,0.03,0.21,Matches
1408,Adem Ljajić,rs SRB,FW,Torino,it Serie A,26,1991,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.35,0.00,0.35,0.35,0.35,Matches
1409,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,24,1993,21,20,1752,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02,Matches
1410,Fernando Llorente,es ESP,FW,Tottenham,eng Premier League,33,1985,20,6,694,7.7,1,4,1,0,0,2,0,0.13,0.52,0.65,0.13,0.65,3.1,3.1,1.3,4.4,0.40,0.17,0.57,0.40,0.57,Matches
1411,Marcos Llorente,es ESP,MF,Real Madrid,es La Liga,23,1995,7,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07,Matches
1412,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,31,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1413,Giovani Lo Celso,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1414,Giovani Lo Celso,ar ARG,MFFW,Betis,es La Liga,22,1996,32,27,2397,26.6,9,4,7,2,4,5,0,0.34,0.15,0.49,0.26,0.41,8.8,5.7,3.6,9.4,0.33,0.14,0.47,0.22,0.35,Matches
1415,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,23,1994,31,27,2489,27.7,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.9,1.6,0.03,0.03,0.06,0.03,0.06,Matches
