Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2475,Marco Tumminello,it ITA,FWDF,Atalanta,it Serie A,19,1998,0.1,3,6,50.0,61,9,1,3,33.3,2,2,100.0,0,1,0.0,0,0.1,-0.1,1,0,1,0,1,Matches
2476,Patrick Twumasi,gh GHA,MFFW,Alavés,es La Liga,24,1994,1.9,45,71,63.4,899,296,17,24,70.8,16,19,84.2,10,24,41.7,0,0.4,-0.4,2,4,5,3,5,Matches
2477,Salih Uçan,tr TUR,MFDF,Empoli,it Serie A,24,1994,2.9,135,184,73.4,2339,597,76,92,82.6,39,50,78.0,19,34,55.9,1,1.3,-0.3,6,14,8,1,18,Matches
2478,Anthony Ujah,ng NGA,FWMF,Mainz 05,de Bundesliga,27,1990,8.2,123,180,68.3,1847,455,76,107,71.0,38,54,70.4,8,12,66.7,0,1.3,-1.3,11,11,7,0,20,Matches
2479,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,8.4,212,254,83.5,5421,2956,47,47,100.0,100,103,97.1,64,103,62.1,0,0.0,0.0,0,1,0,0,0,Matches
2480,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,24,1993,13.2,839,892,94.1,16155,5395,292,304,96.1,425,444,95.7,115,133,86.5,1,0.4,+0.6,1,54,0,0,58,Matches
2481,Enes Ünal,tr TUR,FW,Valladolid,es La Liga,21,1997,23.9,379,526,72.1,5404,1138,238,299,79.6,104,153,68.0,24,40,60.0,3,1.0,+2.0,16,35,7,1,39,Matches
2482,Cengiz Ünder,tr TUR,FW,Roma,it Serie A,21,1997,15.3,417,574,72.6,7303,2106,202,240,84.2,151,191,79.1,53,102,52.0,7,4.8,+2.2,31,27,29,10,59,Matches
2483,Joel Untersee,ch SUI,DF,Empoli,it Serie A,24,1994,1.4,54,68,79.4,1097,440,21,24,87.5,21,24,87.5,11,18,61.1,0,0.0,0.0,0,5,1,0,6,Matches
2484,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,19,1998,14.4,602,728,82.7,12234,4636,212,236,89.8,292,334,87.4,91,141,64.5,0,0.0,0.0,1,52,4,0,52,Matches
2485,Takashi Usami,jp JPN,FWMF,Düsseldorf,de Bundesliga,26,1992,9.8,192,274,70.1,3806,1313,86,101,85.1,65,80,81.3,37,73,50.7,2,1.2,+0.8,15,18,11,4,26,Matches
2486,Mark Uth,de GER,FWMF,Schalke 04,de Bundesliga,26,1991,15.6,270,389,69.4,5056,962,132,179,73.7,87,116,75.0,47,75,62.7,1,1.2,-0.2,13,20,11,1,27,Matches
2487,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,1989,33.0,599,996,60.1,20709,14135,70,73,95.9,237,241,98.3,286,673,42.5,0,0.0,0.0,0,7,0,0,2,Matches
2488,Valentín Vada,ar ARG,MF,Bordeaux,fr Ligue 1,22,1996,0.4,21,24,87.5,368,71,6,6,100.0,14,15,93.3,1,3,33.3,0,0.0,0.0,1,3,0,0,2,Matches
2489,Valentín Vada,ar ARG,MF,Saint-Étienne,fr Ligue 1,22,1996,4.5,221,255,86.7,4011,735,96,107,89.7,93,98,94.9,27,42,64.3,1,0.8,+0.2,5,17,1,1,13,Matches
2490,William Vainqueur,fr FRA,MF,Monaco,fr Ligue 1,29,1988,0.9,59,65,90.8,1101,224,18,22,81.8,38,39,97.4,3,3,100.0,0,0.0,0.0,0,5,0,0,2,Matches
2491,Mirko Valdifiori,it ITA,MF,SPAL,it Serie A,32,1986,7.4,447,551,81.1,8162,2554,200,218,91.7,183,206,88.8,62,120,51.7,1,1.5,-0.5,22,44,7,0,46,Matches
2492,Pierrick Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,0.3,9,10,90.0,198,41,1,1,100.0,5,6,83.3,3,3,100.0,0,0.0,0.0,0,0,0,0,2,Matches
2493,Antonio Valencia,ec ECU,DF,Manchester Utd,eng Premier League,32,1985,5.2,278,326,85.3,4588,1851,156,166,94.0,93,106,87.7,26,46,56.5,0,0.6,-0.6,7,21,7,4,24,Matches
2494,Enrico Valentini,it ITA,DF,Nürnberg,de Bundesliga,29,1989,14.4,512,770,66.5,10485,4860,190,228,83.3,221,299,73.9,97,226,42.9,2,1.6,+0.4,24,54,13,5,69,Matches
2495,Borja Valero,es ESP,MF,Inter,it Serie A,33,1985,13.7,1113,1206,92.3,20612,4512,476,498,95.6,491,516,95.2,139,171,81.3,1,1.4,-0.4,21,113,21,3,73,Matches
2496,Valery,es ESP,DFMF,Girona,es La Liga,18,1999,9.9,328,414,79.2,5457,1814,155,173,89.6,146,175,83.4,22,52,42.3,1,0.8,+0.2,4,13,6,5,22,Matches
2497,Yan Valery,fr FRA,DF,Southampton,eng Premier League,19,1999,19.0,376,612,61.4,6484,2735,180,218,82.6,158,248,63.7,33,112,29.5,1,0.2,+0.8,5,33,6,3,36,Matches
2498,Jesús Vallejo,es ESP,DFMF,Real Madrid,es La Liga,21,1997,3.5,131,149,87.9,2954,985,34,37,91.9,68,71,95.8,28,40,70.0,0,0.0,0.0,0,0,0,0,5,Matches
2499,Theo Valls,fr FRA,MF,Nîmes,fr Ligue 1,22,1995,19.7,564,728,77.5,9894,2799,266,320,83.1,232,282,82.3,57,98,58.2,0,1.0,-1.0,17,59,9,2,77,Matches
2500,Mattia Valoti,it ITA,MF,SPAL,it Serie A,24,1993,13.6,438,543,80.7,6993,2034,241,273,88.3,150,187,80.2,36,53,67.9,0,0.4,-0.4,9,40,7,2,43,Matches
2501,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,20,1998,7.3,325,367,88.6,5615,1612,172,187,92.0,112,121,92.6,38,51,74.5,0,0.4,-0.4,9,41,7,1,31,Matches
2502,Luca Valzania,it ITA,MF,Frosinone,it Serie A,22,1996,10.0,208,264,78.8,3442,919,99,118,83.9,81,96,84.4,21,33,63.6,1,2.6,-1.6,11,19,5,2,19,Matches
2503,Luca Valzania,it ITA,MFFW,Atalanta,it Serie A,22,1996,0.8,23,28,82.1,363,57,11,13,84.6,7,9,77.8,3,4,75.0,0,0.0,0.0,0,1,0,0,1,Matches
2504,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,25,1993,30.6,1522,1696,89.7,33747,9633,398,428,93.0,802,853,94.0,312,389,80.2,0,0.2,-0.2,3,83,2,0,57,Matches
2505,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,31,1987,30.3,284,441,64.4,4507,837,146,208,70.2,113,165,68.5,18,36,50.0,4,4.5,-0.5,30,13,18,4,30,Matches
2506,Franco Vázquez,ar ARG,MFFW,Sevilla,es La Liga,29,1989,25.3,872,1129,77.2,15302,4192,425,502,84.7,341,426,80.0,97,150,64.7,4,4.2,-0.2,29,91,32,7,124,Matches
2507,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.4,86,112,76.8,1422,480,40,48,83.3,38,46,82.6,6,13,46.2,0,0.0,0.0,1,1,3,0,5,Matches
2508,Lucas Vázquez,es ESP,FW,Real Madrid,es La Liga,27,1991,16.8,787,972,81.0,11845,3318,504,549,91.8,201,250,80.4,67,120,55.8,3,4.0,-1.0,30,46,37,10,81,Matches
2509,Matías Vecino,uy URU,MF,Inter,it Serie A,26,1991,22.4,951,1183,80.4,16519,4152,430,509,84.5,422,505,83.6,85,132,64.4,1,1.7,-0.7,19,98,16,3,99,Matches
2510,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1995,1.0,18,22,81.8,479,274,5,5,100.0,7,7,100.0,6,10,60.0,0,0.0,0.0,0,0,0,0,0,Matches
2511,Emiliano Velázquez,uy URU,DF,Rayo Vallecano,es La Liga,24,1994,14.2,394,542,72.7,8709,4171,119,139,85.6,199,244,81.6,75,144,52.1,2,0.9,+1.1,8,31,5,2,32,Matches
2512,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,22,1995,20.9,1056,1247,84.7,25874,7722,224,255,87.8,539,584,92.3,288,399,72.2,0,0.2,-0.2,6,95,9,1,110,Matches
2513,Miguel Veloso,pt POR,MF,Genoa,it Serie A,32,1986,14.0,464,624,74.4,9432,2992,159,182,87.4,222,262,84.7,77,155,49.7,1,1.4,-0.4,21,40,16,7,63,Matches
2514,Daniele Verde,it ITA,FWMF,Valladolid,es La Liga,22,1996,7.3,211,312,67.6,3509,1200,114,131,87.0,69,99,69.7,25,67,37.3,0,1.3,-1.3,12,15,12,3,22,Matches
2515,Francesco Verde,it ITA,FW,Cagliari,it Serie A,19,1999,0.1,1,2,50.0,8,8,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2516,Simone Verdi,it ITA,MFFW,Napoli,it Serie A,26,1992,7.8,290,365,79.5,5172,1107,152,172,88.4,102,120,85.0,33,59,55.9,3,1.2,+1.8,10,22,9,1,33,Matches
2517,Jordan Veretout,fr FRA,MF,Fiorentina,it Serie A,25,1993,32.7,1518,1959,77.5,33337,11348,427,500,85.4,761,878,86.7,311,527,59.0,3,5.4,-2.4,72,208,28,8,232,Matches
2518,Paul Verhaegh,nl NED,DF,Wolfsburg,de Bundesliga,34,1983,2.0,91,113,80.5,1619,639,37,40,92.5,48,54,88.9,6,16,37.5,0,0.0,0.0,1,6,2,2,7,Matches
2519,Thomas Vermaelen,be BEL,DF,Barcelona,es La Liga,32,1985,6.5,367,388,94.6,7274,2026,113,118,95.8,216,225,96.0,37,42,88.1,0,0.0,0.0,0,32,0,0,18,Matches
2520,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,25,1992,20.9,1898,2089,90.9,31387,10830,980,1039,94.3,734,787,93.3,156,215,72.6,2,4.3,-2.3,30,239,46,0,240,Matches
2521,Jan Vertonghen,be BEL,DF,Tottenham,eng Premier League,31,1987,21.2,1336,1519,88.0,27717,8505,385,419,91.9,749,802,93.4,190,266,71.4,0,0.3,-0.3,4,120,7,3,84,Matches
2522,Freddie Veseli,al ALB,DF,Empoli,it Serie A,25,1992,28.2,1118,1327,84.3,23309,6216,330,365,90.4,615,680,90.4,168,260,64.6,0,0.4,-0.4,7,67,10,3,71,Matches
2523,Mikel Vesga,es ESP,MF,Leganés,es La Liga,25,1993,23.0,639,816,78.3,11151,2625,308,356,86.5,244,299,81.6,67,117,57.3,1,1.1,-0.1,15,61,16,9,52,Matches
2524,Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,25,1992,22.5,671,872,76.9,13434,4958,258,294,87.8,301,362,83.1,104,194,53.6,0,0.3,-0.3,5,64,3,0,53,Matches
2525,Rúben Vezo,pt POR,DF,Levante,es La Liga,24,1994,14.9,411,525,78.3,9620,3574,102,116,87.9,206,235,87.7,101,158,63.9,1,0.8,+0.2,3,26,2,1,32,Matches
2526,Rúben Vezo,pt POR,DF,Valencia,es La Liga,24,1994,2.2,89,122,73.0,1527,591,42,44,95.5,38,49,77.6,7,23,30.4,0,0.2,-0.2,2,4,0,0,5,Matches
2527,Francesco Vicari,it ITA,DF,SPAL,it Serie A,23,1994,25.9,872,987,88.3,18530,7044,256,278,92.1,451,480,94.0,160,217,73.7,1,0.3,+0.7,2,35,2,0,53,Matches
2528,Aleix Vidal,es ESP,DFMF,Sevilla,es La Liga,28,1989,5.9,239,321,74.5,4693,1789,93,113,82.3,108,138,78.3,33,57,57.9,0,1.1,-1.1,14,22,11,3,40,Matches
2529,Arturo Vidal,cl CHI,MF,Barcelona,es La Liga,31,1987,21.4,1356,1503,90.2,22672,4574,669,710,94.2,548,593,92.4,112,152,73.7,7,5.0,+2.0,22,97,23,0,79,Matches
2530,Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,20,1998,6.7,342,412,83.0,6348,1546,143,162,88.3,167,189,88.4,30,53,56.6,0,0.1,-0.1,6,27,3,0,28,Matches
2531,Luciano Vietto,ar ARG,FWMF,Fulham,eng Premier League,24,1993,11.0,329,419,78.5,5011,1196,191,221,86.4,109,133,82.0,18,38,47.4,4,2.1,+1.9,24,16,15,4,28,Matches
2532,Carlos Vigaray,es ESP,DF,Alavés,es La Liga,23,1994,7.2,172,229,75.1,3249,1731,77,85,90.6,70,90,77.8,23,45,51.1,0,0.3,-0.3,5,13,8,4,16,Matches
2533,Emanuel Vignato,it ITA,MF,Chievo,it Serie A,17,2000,7.3,244,304,80.3,3882,1093,133,148,89.9,86,104,82.7,19,40,47.5,1,0.5,+0.5,10,16,9,2,25,Matches
2534,Dídac Vilà,es ESP,DF,Espanyol,es La Liga,29,1989,26.2,1042,1438,72.5,19467,7269,432,522,82.8,475,606,78.4,118,253,46.6,2,2.9,-0.9,17,79,26,10,112,Matches
2535,Toni Villa,es ESP,MFFW,Valladolid,es La Liga,23,1995,19.6,438,601,72.9,7429,1786,220,265,83.0,163,216,75.5,46,82,56.1,2,2.1,-0.1,24,39,18,4,51,Matches
2536,Rúben Vinagre,pt POR,DF,Wolves,eng Premier League,19,1999,7.9,309,428,72.2,4978,1905,170,208,81.7,117,153,76.5,18,44,40.9,0,1.0,-1.0,7,20,10,8,28,Matches
2537,Carlos Vinícius,br BRA,FWMF,Monaco,fr Ligue 1,23,1995,5.8,56,109,51.4,696,204,38,59,64.4,13,33,39.4,2,4,50.0,1,0.7,+0.3,6,7,4,0,8,Matches
2538,Vitolo,es ESP,MFFW,Atlético Madrid,es La Liga,28,1989,8.4,259,331,78.2,3587,1016,180,211,85.3,56,76,73.7,16,25,64.0,1,1.1,-0.1,6,17,14,1,32,Matches
2539,Federico Viviani,it ITA,MF,Frosinone,it Serie A,26,1992,3.7,182,224,81.3,3680,853,68,79,86.1,80,91,87.9,33,50,66.0,0,0.2,-0.2,3,15,1,1,12,Matches
2540,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,16.9,408,594,68.7,14259,9447,49,51,96.1,160,166,96.4,199,375,53.1,0,0.0,0.0,0,7,0,0,0,Matches
2541,Felipe Vizeu,br BRA,FW,Udinese,it Serie A,21,1997,0.4,7,8,87.5,62,1,6,7,85.7,0,0,,0,0,,0,0.0,0.0,2,0,0,0,0,Matches
2542,Dušan Vlahović,rs SRB,FWMF,Fiorentina,it Serie A,18,2000,1.8,26,41,63.4,376,111,14,17,82.4,8,13,61.5,2,5,40.0,0,0.2,-0.2,4,2,3,1,4,Matches
2543,Rai Vloet,nl NED,FWDF,Frosinone,it Serie A,23,1995,1.4,30,36,83.3,505,62,14,16,87.5,12,14,85.7,4,5,80.0,0,0.3,-0.3,3,1,1,1,1,Matches
2544,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,26,1991,26.6,1633,1814,90.0,38704,12913,358,384,93.2,851,900,94.6,416,512,81.3,0,0.2,-0.2,6,130,6,0,97,Matches
2545,Sam Vokes,wls WAL,FW,Burnley,eng Premier League,28,1989,10.2,144,260,55.4,1820,460,93,144,64.6,39,89,43.8,3,6,50.0,0,0.7,-0.7,7,17,4,0,20,Matches
2546,Kevin Volland,de GER,FW,Leverkusen,de Bundesliga,26,1992,31.3,675,927,72.8,10887,2951,369,456,80.9,230,306,75.2,58,90,64.4,9,6.5,+2.5,39,50,39,16,74,Matches
2547,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,34,1983,2.0,54,62,87.1,1306,678,8,8,100.0,34,34,100.0,12,20,60.0,0,0.0,0.0,0,0,0,0,0,Matches
2548,Stefan de Vrij,nl NED,DF,Inter,it Serie A,26,1992,28.0,1520,1662,91.5,32875,9544,426,445,95.7,814,865,94.1,274,342,80.1,0,0.5,-0.5,4,73,3,1,61,Matches
2549,Šime Vrsaljko,hr CRO,DF,Inter,it Serie A,26,1992,8.1,516,634,81.4,8951,3260,250,276,90.6,203,232,87.5,57,107,53.3,2,1.1,+0.9,15,19,18,15,29,Matches
2550,Nikola Vukčević,me MNE,MF,Levante,es La Liga,26,1991,7.4,206,251,82.1,3537,1097,99,114,86.8,83,103,80.6,20,29,69.0,0,0.2,-0.2,1,15,1,0,23,Matches
2551,Matěj Vydra,cz CZE,MFFW,Burnley,eng Premier League,26,1992,3.5,49,75,65.3,658,99,33,48,68.8,10,14,71.4,3,7,42.9,1,0.2,+0.8,1,0,3,0,3,Matches
2552,Paul Wade,fr FRA,FW,Nice,fr Ligue 1,18,2000,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2553,Sandro Wagner,de GER,FW,Bayern Munich,de Bundesliga,30,1987,1.6,25,36,69.4,494,60,11,16,68.8,10,11,90.9,4,7,57.1,0,0.0,0.0,0,1,0,0,1,Matches
2554,Molla Wagué,ml MLI,DF,Udinese,it Serie A,27,1991,1.1,43,51,84.3,855,248,13,14,92.9,24,29,82.8,5,6,83.3,0,0.0,0.0,0,2,0,0,3,Matches
2555,Moussa Wagué,sn SEN,DF,Barcelona,es La Liga,19,1998,2.5,125,148,84.5,1832,444,77,84,91.7,44,52,84.6,4,8,50.0,0,0.4,-0.4,5,8,3,1,8,Matches
2556,Wakaso,gh GHA,MF,Alavés,es La Liga,28,1990,18.5,506,669,75.6,10871,3081,178,209,85.2,212,264,80.3,107,177,60.5,1,0.5,+0.5,8,70,14,4,68,Matches
2557,Walace,br BRA,MF,Hannover 96,de Bundesliga,23,1995,22.2,920,1094,84.1,16547,3823,404,463,87.3,384,449,85.5,112,144,77.8,1,0.8,+0.2,13,63,10,0,86,Matches
2558,Theo Walcott,eng ENG,FWMF,Everton,eng Premier League,29,1989,23.5,437,621,70.4,6521,1891,258,310,83.2,127,192,66.1,31,66,47.0,2,2.6,-0.6,22,39,18,9,48,Matches
2559,Luca Waldschmidt,de GER,FWMF,Freiburg,de Bundesliga,22,1996,19.1,482,608,79.3,8799,1993,219,253,86.6,194,223,87.0,62,113,54.9,1,3.0,-2.0,23,58,15,2,56,Matches
2560,Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,28,1990,30.9,2336,2655,88.0,45720,11942,904,965,93.7,1089,1190,91.5,325,458,71.0,1,1.7,-0.7,22,243,28,6,162,Matches
2561,Kyle Walker-Peters,eng ENG,DF,Tottenham,eng Premier League,21,1997,4.2,185,225,82.2,2881,970,109,119,91.6,62,72,86.1,12,19,63.2,3,0.7,+2.3,8,6,4,2,12,Matches
2562,Wallace,br BRA,DF,Lazio,it Serie A,23,1994,13.7,633,751,84.3,14185,4931,188,202,93.1,301,341,88.3,141,201,70.1,0,0.0,0.0,0,57,3,0,53,Matches
2563,Anthony Walongwa,cd COD,DF,Nantes,fr Ligue 1,24,1993,1.0,34,37,91.9,740,252,7,9,77.8,21,22,95.5,5,5,100.0,0,0.0,0.0,0,4,0,0,2,Matches
2564,Rémi Walter,fr FRA,MFFW,Nice,fr Ligue 1,23,1995,9.3,462,522,88.5,7718,1643,212,228,93.0,214,231,92.6,31,52,59.6,0,0.4,-0.4,10,37,1,1,29,Matches
2565,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,eng Premier League,20,1997,34.8,1141,1519,75.1,16903,8414,684,766,89.3,367,501,73.3,61,156,39.1,3,1.6,+1.4,14,79,25,10,119,Matches
2566,Victor Wanyama,ke KEN,MF,Tottenham,eng Premier League,27,1991,5.7,256,307,83.4,4522,918,104,115,90.4,129,151,85.4,19,28,67.9,0,0.0,0.0,2,17,1,0,15,Matches
2567,Danny Ward,eng ENG,FW,Cardiff City,eng Premier League,26,1991,4.9,49,87,56.3,808,200,29,53,54.7,17,26,65.4,3,3,100.0,0,0.3,-0.3,6,8,3,1,9,Matches
2568,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,28,1989,6.1,183,248,73.8,2950,1640,101,113,89.4,62,85,72.9,17,40,42.5,0,0.2,-0.2,3,20,3,1,17,Matches
2569,Stephen Ward,ie IRL,DF,Burnley,eng Premier League,32,1985,2.5,109,148,73.6,1892,777,48,55,87.3,50,60,83.3,8,24,33.3,0,0.1,-0.1,2,8,2,0,9,Matches
2570,James Ward-Prowse,eng ENG,MFDF,Southampton,eng Premier League,23,1994,21.6,623,914,68.2,11373,3593,295,350,84.3,245,313,78.3,76,223,34.1,0,3.4,-3.4,43,50,12,5,47,Matches
2571,Daniel Wass,dk DEN,DFMF,Valencia,es La Liga,29,1989,26.2,1056,1364,77.4,18361,6967,488,548,89.1,462,561,82.4,92,201,45.8,3,4.1,-1.1,33,83,26,10,108,Matches
2572,Timothy Weah,us USA,FW,Paris S-G,fr Ligue 1,18,2000,0.6,3,7,42.9,74,8,0,3,0.0,2,2,100.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,0,Matches
2573,Wout Weghorst,nl NED,FW,Wolfsburg,de Bundesliga,25,1992,32.5,562,800,70.3,8638,1566,317,413,76.8,184,267,68.9,47,72,65.3,7,5.3,+1.7,33,38,14,3,45,Matches
2574,Julian Weigl,de GER,DFMF,Dortmund,de Bundesliga,22,1995,16.2,1127,1200,93.9,26012,6562,258,279,92.5,607,626,97.0,258,278,92.8,0,0.2,-0.2,3,53,3,0,64,Matches
2575,Mitchell Weiser,de GER,DF,Leverkusen,de Bundesliga,24,1994,23.5,1293,1608,80.4,20338,8599,716,809,88.5,476,567,84.0,80,170,47.1,3,3.5,-0.5,30,89,39,14,130,Matches
2576,Danny Welbeck,eng ENG,FWMF,Arsenal,eng Premier League,27,1990,1.7,43,59,72.9,662,269,22,27,81.5,19,28,67.9,1,2,50.0,1,0.9,+0.1,7,6,2,0,10,Matches
2577,Wendell,br BRA,DF,Leverkusen,de Bundesliga,25,1993,25.3,1634,1918,85.2,28572,10423,759,819,92.7,715,817,87.5,136,222,61.3,2,1.5,+0.5,20,93,18,6,116,Matches
2578,Oscar Wendt,se SWE,DF,M'Gladbach,de Bundesliga,32,1985,30.3,1481,1847,80.2,28228,10219,556,619,89.8,750,873,85.9,165,314,52.5,1,2.2,-1.2,27,119,31,20,136,Matches
2579,Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6.0,76,159,47.8,3127,2369,4,4,100.0,26,28,92.9,46,127,36.2,0,0.0,0.0,0,0,0,0,0,Matches
2580,Timo Werner,de GER,FW,RB Leipzig,de Bundesliga,22,1996,27.9,610,844,72.3,8391,1913,386,480,80.4,173,250,69.2,29,56,51.8,7,4.9,+2.1,33,20,28,6,54,Matches
2581,Ashley Westwood,eng ENG,MF,Burnley,eng Premier League,28,1990,31.4,1112,1504,73.9,23011,7090,432,503,85.9,446,550,81.1,216,408,52.9,7,4.8,+2.2,43,138,42,10,155,Matches
2582,Hendrik Weydandt,de GER,FWMF,Hannover 96,de Bundesliga,23,1995,19.1,254,427,59.5,3572,820,156,221,70.6,72,143,50.3,15,31,48.4,1,2.9,-1.9,24,21,6,4,25,Matches
2583,Connor Wickham,eng ENG,FWMF,Crystal Palace,eng Premier League,25,1993,0.7,7,15,46.7,101,9,4,6,66.7,2,6,33.3,0,1,0.0,1,0.2,+0.8,1,0,0,0,0,Matches
2584,Georginio Wijnaldum,nl NED,MF,Liverpool,eng Premier League,27,1990,30.3,1612,1772,91.0,28826,6158,707,749,94.4,707,759,93.1,174,215,80.9,0,1.4,-1.4,22,177,18,2,120,Matches
2585,Jetro Willems,nl NED,MFDF,Eint Frankfurt,de Bundesliga,24,1994,8.1,240,360,66.7,4868,2019,89,112,79.5,103,137,75.2,44,96,45.8,1,1.8,-0.8,16,23,8,3,42,Matches
2586,William,br BRA,DF,Wolfsburg,de Bundesliga,23,1995,29.7,1352,1816,74.4,27915,10015,502,597,84.1,592,755,78.4,243,399,60.9,1,2.4,-1.4,37,91,46,17,150,Matches
2587,Danny Williams,us USA,MF,Huddersfield,eng Premier League,29,1989,1.1,18,23,78.3,322,39,7,9,77.8,10,11,90.9,1,2,50.0,0,0.0,0.0,1,2,0,0,1,Matches
2588,Iñaki Williams,es ESP,FW,Athletic Club,es La Liga,24,1994,33.6,515,730,70.5,6985,1154,340,428,79.4,135,194,69.6,20,42,47.6,4,2.7,+1.3,27,19,16,6,29,Matches
2589,Willian,br BRA,FW,Chelsea,eng Premier League,29,1988,23.3,1103,1417,77.8,19005,5267,558,642,86.9,393,477,82.4,132,238,55.5,6,6.4,-0.4,84,61,49,11,118,Matches
2590,Joe Willock,eng ENG,MF,Arsenal,eng Premier League,18,1999,0.7,12,12,100.0,207,29,7,7,100.0,4,4,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,0,Matches
2591,Ben Wilmot,eng ENG,DFMF,Udinese,it Serie A,18,1999,2.2,80,99,80.8,1706,524,21,26,80.8,43,49,87.8,15,23,65.2,0,0.0,0.0,0,8,2,0,11,Matches
2592,Ben Wilmot,eng ENG,MFDF,Watford,eng Premier League,18,1999,0.3,6,8,75.0,202,131,1,1,100.0,2,3,66.7,3,4,75.0,0,0.0,0.0,0,3,0,0,1,Matches
2593,Jack Wilshere,eng ENG,MF,West Ham,eng Premier League,26,1992,4.4,195,214,91.1,3312,550,105,107,98.1,62,63,98.4,22,30,73.3,1,0.4,+0.6,6,19,1,0,11,Matches
2594,Callum Wilson,eng ENG,FW,Bournemouth,eng Premier League,26,1992,28.1,303,453,66.9,4731,1108,156,220,70.9,115,149,77.2,21,34,61.8,9,5.2,+3.8,30,17,21,4,43,Matches
2595,Kevin Wimmer,at AUT,DF,Hannover 96,de Bundesliga,25,1992,18.7,839,1032,81.3,20024,7734,195,217,89.9,446,495,90.1,192,309,62.1,0,0.3,-0.3,6,64,12,1,59,Matches
2596,Harry Winks,eng ENG,MF,Tottenham,eng Premier League,22,1996,17.7,1284,1393,92.2,24376,4961,555,587,94.5,539,564,95.6,175,213,82.2,0,0.2,-0.2,7,126,10,0,86,Matches
2597,Axel Witsel,be BEL,MF,Dortmund,de Bundesliga,29,1989,31.9,2259,2419,93.4,39696,8421,1008,1068,94.4,973,1017,95.7,240,279,86.0,1,1.7,-0.7,16,235,14,0,126,Matches
2598,Maximilian Wöber,at AUT,DF,Sevilla,es La Liga,20,1998,6.0,238,296,80.4,4598,1502,98,112,87.5,107,124,86.3,32,50,64.0,0,0.3,-0.3,4,15,5,2,18,Matches
2599,Marius Wolf,de GER,DFFW,Dortmund,de Bundesliga,23,1995,9.2,543,648,83.8,9122,2991,253,291,86.9,229,262,87.4,49,73,67.1,0,1.1,-1.1,7,55,5,1,55,Matches
2600,Jeong Woo-yeong,kr KOR,FW,Bayern Munich,de Bundesliga,18,1999,0.1,2,3,66.7,41,25,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,1,0,1,Matches
2601,Bobby Wood,us USA,FWMF,Hannover 96,de Bundesliga,25,1992,13.1,247,318,77.7,3600,745,146,178,82.0,72,90,80.0,19,28,67.9,1,1.2,-0.2,10,13,9,2,23,Matches
2602,Chris Wood,nz NZL,FW,Burnley,eng Premier League,26,1991,28.8,412,633,65.1,5283,951,277,388,71.4,98,158,62.0,14,38,36.8,2,2.0,0.0,18,18,12,2,27,Matches
2603,Haji Wright,us USA,FW,Schalke 04,de Bundesliga,20,1998,2.2,19,31,61.3,275,31,12,20,60.0,6,7,85.7,1,1,100.0,0,0.0,0.0,1,1,0,0,1,Matches
2604,Xeka,pt POR,MF,Lille,fr Ligue 1,23,1994,25.1,996,1233,80.8,19868,4783,359,424,84.7,458,522,87.7,160,250,64.0,0,0.7,-0.7,11,106,12,0,106,Matches
2605,Granit Xhaka,ch SUI,MFDF,Arsenal,eng Premier League,25,1992,27.8,1944,2368,82.1,40348,11463,712,783,90.9,873,993,87.9,337,538,62.6,2,3.6,-1.6,39,212,35,11,207,Matches
