Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1245,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,21,1996,21.1,1278,1390,91.9,23769,7490,479,509,94.1,665,714,93.1,127,145,87.6,2,0.4,+1.6,4,80,8,2,71,Matches
1246,Jules Keita,gn GUI,FWMF,Dijon,fr Ligue 1,20,1998,5.1,107,137,78.1,1788,557,57,74,77.0,41,48,85.4,9,13,69.2,1,0.6,+0.4,8,9,8,1,21,Matches
1247,Naby Keïta,gn GUI,MFFW,Liverpool,eng Premier League,23,1995,15.4,893,1008,88.6,14458,3512,476,519,91.7,319,360,88.6,79,97,81.4,1,0.9,+0.1,9,95,31,0,103,Matches
1248,Keko,es ESP,MFFW,Valladolid,es La Liga,26,1991,17.0,345,538,64.1,6400,1876,168,216,77.8,119,172,69.2,48,106,45.3,1,2.2,-1.2,14,23,20,15,40,Matches
1249,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,28,1990,12.3,264,343,77.0,5811,2506,83,97,85.6,118,132,89.4,61,110,55.5,0,0.1,-0.1,1,20,2,0,17,Matches
1250,Marc-Oliver Kempf,de GER,DF,Stuttgart,de Bundesliga,23,1995,22.5,844,1014,83.2,18407,5861,233,273,85.3,440,490,89.8,163,234,69.7,0,0.2,-0.2,7,74,8,2,84,Matches
1251,Kenedy,br BRA,MFDF,Newcastle Utd,eng Premier League,22,1996,15.0,376,527,71.3,6588,2116,201,238,84.5,124,165,75.2,44,87,50.6,1,0.7,+0.3,9,34,11,5,40,Matches
1252,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,21,1997,8.8,434,569,76.3,7656,3771,197,221,89.1,186,233,79.8,45,95,47.4,1,0.3,+0.7,5,44,12,4,57,Matches
1253,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,23.3,652,860,75.8,15526,6349,168,205,82.0,320,399,80.2,161,244,66.0,0,0.3,-0.3,2,53,3,0,57,Matches
1254,Sebastian Kerk,de GER,MFFW,Nürnberg,de Bundesliga,24,1994,13.1,319,489,65.2,5904,2344,147,181,81.2,112,156,71.8,52,134,38.8,1,1.9,-0.9,20,21,13,6,29,Matches
1255,Franck Kessié,ci CIV,MF,Milan,it Serie A,21,1996,33.5,1498,1739,86.1,26424,6425,681,743,91.7,656,730,89.9,145,217,66.8,2,2.4,-0.4,41,136,38,5,143,Matches
1256,Saîf-Eddine Khaoui,tn TUN,MFFW,Caen,fr Ligue 1,23,1995,15.0,327,475,68.8,5144,1837,177,217,81.6,120,155,77.4,24,74,32.4,1,0.9,+0.1,11,39,4,0,62,Matches
1257,Wahbi Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,27,1991,31.3,740,1111,66.6,14953,4225,335,422,79.4,247,335,73.7,144,305,47.2,6,5.9,+0.1,63,73,28,8,72,Matches
1258,Rani Khedira,de GER,DFMF,Augsburg,de Bundesliga,24,1994,29.2,1063,1301,81.7,23183,7026,293,355,82.5,554,623,88.9,209,300,69.7,1,0.7,+0.3,8,49,12,2,76,Matches
1259,Sami Khedira,de GER,MF,Juventus,it Serie A,31,1987,7.8,306,359,85.2,5058,949,144,157,91.7,127,140,90.7,26,43,60.5,1,0.1,+0.9,4,18,4,1,17,Matches
1260,Isaac Kiese Thelin,se SWE,FWMF,Leverkusen,de Bundesliga,26,1992,2.0,20,39,51.3,199,20,17,26,65.4,3,8,37.5,0,3,0.0,0,0.0,0.0,0,0,0,0,0,Matches
1261,Kike,es ESP,FW,Eibar,es La Liga,28,1989,14.4,281,406,69.2,3916,651,170,220,77.3,84,123,68.3,12,28,42.9,0,1.4,-1.4,14,16,10,2,20,Matches
1262,Max Kilman,eng ENG,DF,Wolves,eng Premier League,21,1997,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1263,Joshua Kimmich,de GER,DFMF,Bayern Munich,de Bundesliga,23,1995,34.0,2584,3025,85.4,50039,14550,1001,1084,92.3,1181,1317,89.7,375,565,66.4,13,9.3,+3.7,78,180,72,21,211,Matches
1264,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,22,1995,22.3,1366,1473,92.7,25321,8285,577,603,95.7,630,664,94.9,156,189,82.5,1,0.8,+0.2,5,112,3,0,72,Matches
1265,Joshua King,no NOR,FWMF,Bournemouth,eng Premier League,26,1992,32.9,609,866,70.3,9277,2122,346,441,78.5,201,296,67.9,43,71,60.6,3,4.9,-1.9,38,41,34,6,71,Matches
1266,Sofian Kiyine,ma MAR,MFDF,Chievo,it Serie A,20,1997,9.1,285,368,77.4,5610,1659,118,140,84.3,118,141,83.7,44,77,57.1,1,0.7,+0.3,9,24,13,6,34,Matches
1267,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,29,1989,22.3,772,899,85.9,16879,5813,224,247,90.7,396,418,94.7,140,215,65.1,0,0.4,-0.4,5,38,6,0,39,Matches
1268,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,25,1993,31.3,936,1254,74.6,16058,4915,477,575,83.0,353,464,76.1,92,156,59.0,4,3.2,+0.8,36,74,31,8,106,Matches
1269,Felix Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,25,1992,4.9,108,139,77.7,1652,391,63,71,88.7,37,51,72.5,6,14,42.9,1,1.7,-0.7,6,6,6,1,9,Matches
1270,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,32,1985,13.7,512,619,82.7,10992,3994,160,175,91.4,254,281,90.4,93,155,60.0,0,0.3,-0.3,1,43,6,1,39,Matches
1271,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,22,1995,2.2,44,58,75.9,637,117,24,29,82.8,14,21,66.7,3,4,75.0,0,0.1,-0.1,1,2,1,0,4,Matches
1272,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,22,1996,22.3,763,1021,74.7,12988,5553,404,462,87.4,261,365,71.5,86,159,54.1,1,1.5,-0.5,19,43,20,8,78,Matches
1273,Justin Kluivert,nl NED,FW,Roma,it Serie A,19,1999,14.9,351,471,74.5,5807,1416,182,215,84.7,126,165,76.4,33,59,55.9,6,2.8,+3.2,33,16,19,10,33,Matches
1274,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,22,1996,6.6,181,258,70.2,3633,1245,58,73,79.5,97,126,77.0,23,47,48.9,0,0.4,-0.4,2,12,5,3,14,Matches
1275,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,26,1992,31.0,1740,2013,86.4,44552,12777,243,277,87.7,984,1060,92.8,508,651,78.0,0,0.2,-0.2,1,115,4,1,128,Matches
1276,Anthony Knockaert,fr FRA,MFFW,Brighton,eng Premier League,26,1991,20.4,522,738,70.7,9764,3087,262,318,82.4,154,210,73.3,89,170,52.4,6,4.0,+2.0,39,23,22,8,38,Matches
1277,Törles Knöll,de GER,FWMF,Nürnberg,de Bundesliga,20,1997,4.1,56,83,67.5,939,194,31,41,75.6,16,24,66.7,8,13,61.5,0,0.1,-0.1,2,6,1,0,6,Matches
1278,Gregor Kobel,ch SUI,GK,Hoffenheim,de Bundesliga,20,1997,1.0,27,42,64.3,1154,907,6,6,100.0,6,6,100.0,15,30,50.0,0,0.0,0.0,0,2,0,0,0,Matches
1279,Gregor Kobel,ch SUI,GK,Augsburg,de Bundesliga,20,1997,15.4,368,524,70.2,11156,6676,38,38,100.0,203,204,99.5,125,279,44.8,0,0.0,0.0,1,4,0,0,0,Matches
1280,Robin Koch,de GER,MFDF,Freiburg,de Bundesliga,22,1996,21.1,741,914,81.1,16405,4696,178,224,79.5,411,465,88.4,144,201,71.6,0,0.3,-0.3,5,41,3,0,44,Matches
1281,Kenan Kodro,ba BIH,FWMF,Athletic Club,es La Liga,24,1993,1.8,38,45,84.4,534,78,23,27,85.2,11,13,84.6,2,2,100.0,0,0.2,-0.2,2,0,0,0,2,Matches
1282,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,24,1994,10.8,423,527,80.3,7448,2142,197,225,87.6,170,198,85.9,49,82,59.8,2,0.6,+1.4,5,28,11,1,45,Matches
1283,Djégui Koita,fr FRA,DF,Guingamp,fr Ligue 1,18,1999,1.9,39,57,68.4,835,389,12,14,85.7,18,20,90.0,9,18,50.0,0,0.1,-0.1,1,4,0,0,6,Matches
1284,Koke,es ESP,MF,Atlético Madrid,es La Liga,26,1992,28.7,1698,2057,82.5,28913,8922,835,903,92.5,618,714,86.6,199,368,54.1,5,3.3,+1.7,59,181,35,5,145,Matches
1285,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,32,1985,32.3,1624,2088,77.8,31257,13962,675,760,88.8,713,862,82.7,223,409,54.5,2,6.3,-4.3,66,133,55,30,209,Matches
1286,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,25,1993,21.0,972,1232,78.9,15127,5257,517,598,86.5,378,467,80.9,49,98,50.0,5,5.3,-0.3,35,51,25,11,76,Matches
1287,Randal Kolo Muani,fr FRA,FWMF,Nantes,fr Ligue 1,19,1998,1.4,21,30,70.0,229,66,15,18,83.3,4,8,50.0,0,0,,0,0.0,0.0,0,2,1,0,2,Matches
1288,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,26,1991,35.4,1637,2006,81.6,33205,14479,555,622,89.2,839,943,89.0,229,398,57.5,3,0.7,+2.3,13,103,18,11,146,Matches
1289,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,32,1986,13.6,1135,1211,93.7,24341,7641,329,351,93.7,581,607,95.7,219,245,89.4,0,0.1,-0.1,2,98,1,0,60,Matches
1290,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,22,1995,20.0,760,1024,74.2,13368,6702,359,415,86.5,317,413,76.8,75,149,50.3,1,1.4,-0.4,20,57,19,15,88,Matches
1291,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,19,1999,27.0,822,1032,79.7,17056,6673,247,299,82.6,430,504,85.3,134,207,64.7,1,0.4,+0.6,5,90,5,2,97,Matches
1292,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,25,1993,20.8,268,400,67.0,4105,789,154,207,74.4,85,135,63.0,20,35,57.1,2,2.4,-0.4,10,28,8,0,21,Matches
1293,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,25,1993,13.8,638,752,84.8,14025,3252,209,236,88.6,297,332,89.5,128,166,77.1,1,0.9,+0.1,6,77,11,0,69,Matches
1294,Kouadio Koné,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,0.8,42,47,89.4,680,179,18,20,90.0,20,21,95.2,3,4,75.0,0,0.0,0.0,1,5,0,0,2,Matches
1295,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,29,1989,23.9,914,1072,85.3,19065,6589,287,316,90.8,478,517,92.5,143,221,64.7,1,0.5,+0.5,4,69,8,3,84,Matches
1296,Youssouf Koné,ml MLI,DF,Lille,fr Ligue 1,23,1995,19.0,858,1060,80.9,15269,6228,407,443,91.9,354,432,81.9,92,165,55.8,1,1.3,-0.3,16,92,22,14,95,Matches
1297,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,24,1994,30.2,971,1250,77.7,18950,8473,361,412,87.6,470,568,82.7,134,241,55.6,1,0.9,+0.1,9,77,10,4,81,Matches
1298,Yevhen Konoplyanka,ua UKR,FW,Schalke 04,de Bundesliga,28,1989,7.3,147,207,71.0,2372,481,76,89,85.4,57,82,69.5,10,24,41.7,1,0.7,+0.3,11,3,10,3,10,Matches
1299,Pascal Köpke,de GER,FWMF,Hertha BSC,de Bundesliga,22,1995,0.8,21,25,84.0,344,161,7,9,77.8,8,9,88.9,3,3,100.0,0,0.0,0.0,0,1,2,1,5,Matches
1300,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,26,1992,11.2,387,539,71.8,7115,3604,149,175,85.1,193,246,78.5,40,90,44.4,0,1.1,-1.1,10,35,12,2,58,Matches
1301,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,32,1985,14.8,807,870,92.8,18662,4871,191,198,96.5,423,445,95.1,186,215,86.5,0,0.1,-0.1,2,24,2,0,30,Matches
1302,Filip Kostić,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,25,1992,32.8,973,1598,60.9,19113,9732,378,516,73.3,453,701,64.6,134,328,40.9,10,9.3,+0.7,49,88,59,34,148,Matches
1303,Christian Kouamé,ci CIV,FWMF,Genoa,it Serie A,20,1997,34.1,641,957,67.0,9546,1897,378,524,72.1,198,300,66.0,41,64,64.1,5,4.2,+0.8,44,32,28,10,58,Matches
1304,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,25,1992,32.5,597,880,67.8,21630,14159,54,57,94.7,250,252,99.2,293,571,51.3,0,0.0,0.0,1,9,0,0,0,Matches
1305,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,27,1991,34.8,2242,2531,88.6,45203,18114,824,880,93.6,1081,1166,92.7,322,454,70.9,2,0.2,+1.8,7,220,6,1,176,Matches
1306,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,19,1998,37.0,1635,1995,82.0,34541,14230,480,552,87.0,870,948,91.8,270,462,58.4,1,0.7,+0.3,8,129,13,2,124,Matches
1307,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,28,1989,21.1,630,790,79.7,9888,3171,346,404,85.6,222,273,81.3,44,72,61.1,2,0.7,+1.3,12,61,6,3,58,Matches
1308,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,24,1994,19.3,1355,1479,91.6,21791,5185,747,794,94.1,480,514,93.4,100,126,79.4,2,2.4,-0.4,24,135,21,1,93,Matches
1309,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,21,1997,1.9,67,83,80.7,822,141,51,61,83.6,14,17,82.4,2,3,66.7,1,0.8,+0.2,7,1,4,1,5,Matches
1310,Dawid Kownacki,pl POL,MFFW,Düsseldorf,de Bundesliga,21,1997,6.4,106,153,69.3,1908,472,58,74,78.4,29,42,69.0,16,28,57.1,0,0.3,-0.3,5,7,5,3,11,Matches
1311,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,30,1988,3.5,74,123,60.2,2891,2200,9,9,100.0,24,24,100.0,41,90,45.6,0,0.0,0.0,0,0,0,0,0,Matches
1312,Emil Krafth,se SWE,DF,Amiens,fr Ligue 1,23,1994,33.0,1043,1485,70.2,20936,10331,383,460,83.3,477,639,74.6,171,328,52.1,1,2.5,-1.5,20,72,21,13,87,Matches
1313,Luka Krajnc,si SVN,DF,Frosinone,it Serie A,23,1994,8.8,298,372,80.1,5754,2170,111,125,88.8,151,172,87.8,35,68,51.5,0,0.1,-0.1,1,22,1,1,15,Matches
1314,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,27,1991,26.6,829,1078,76.9,13845,3638,453,519,87.3,282,345,81.7,83,173,48.0,4,5.5,-1.5,48,72,52,9,97,Matches
1315,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,27,1991,12.6,656,752,87.2,11617,2697,283,308,91.9,318,357,89.1,53,75,70.7,1,0.9,+0.1,9,65,9,0,58,Matches
1316,Vasyl Kravets,ua UKR,DF,Leganés,es La Liga,20,1997,5.3,158,222,71.2,2673,969,78,88,88.6,67,91,73.6,11,36,30.6,0,0.5,-0.5,6,8,6,3,14,Matches
1317,Ladislav Krejčí,cz CZE,MFDF,Bologna,it Serie A,26,1992,11.8,491,603,81.4,8612,3105,210,234,89.7,223,259,86.1,48,87,55.2,3,1.7,+1.3,18,25,20,6,49,Matches
1318,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,28,1990,11.7,452,546,82.8,8151,2510,178,206,86.4,224,259,86.5,46,70,65.7,0,0.2,-0.2,3,28,0,0,40,Matches
1319,Toni Kroos,de GER,MF,Real Madrid,es La Liga,28,1990,24.7,1966,2204,89.2,39897,11028,829,866,95.7,741,795,93.2,367,490,74.9,4,3.6,+0.4,60,225,17,3,163,Matches
1320,Rade Krunić,ba BIH,MF,Empoli,it Serie A,24,1993,30.8,1060,1342,79.0,18046,5046,524,628,83.4,424,512,82.8,94,142,66.2,7,3.9,+3.1,44,119,48,3,164,Matches
1321,Max Kruse,de GER,FWMF,Werder Bremen,de Bundesliga,30,1988,31.5,1317,1741,75.6,26190,6175,544,669,81.3,518,645,80.3,233,363,64.2,9,6.2,+2.8,68,128,64,20,171,Matches
1322,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,25,1992,13.2,383,566,67.7,8041,2678,108,137,78.8,210,276,76.1,60,133,45.1,2,0.8,+1.2,7,25,10,7,30,Matches
1323,Yuya Kubo,jp JPN,FWMF,Nürnberg,de Bundesliga,24,1993,15.1,296,407,72.7,5392,1113,128,160,80.0,122,161,75.8,37,60,61.7,0,0.8,-0.8,12,22,13,2,31,Matches
1324,Juraj Kucka,sk SVK,MF,Parma,it Serie A,31,1987,17.1,400,582,68.7,6679,2293,204,263,77.6,151,220,68.6,37,72,51.4,3,1.1,+1.9,14,45,9,5,59,Matches
1325,Dejan Kulusevski,se SWE,MFDF,Atalanta,it Serie A,18,2000,1.2,45,64,70.3,628,158,27,35,77.1,15,17,88.2,2,2,100.0,0,0.0,0.0,0,4,1,0,6,Matches
1326,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,23,1995,21.2,952,1181,80.6,21237,5992,314,358,87.7,403,454,88.8,222,338,65.7,0,1.1,-1.1,17,132,14,4,99,Matches
1327,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,29,1989,28.4,1104,1377,80.2,19758,4330,540,600,90.0,407,488,83.4,142,241,58.9,5,2.9,+2.1,35,71,14,7,84,Matches
1328,Layvin Kurzawa,fr FRA,DFMF,Paris S-G,fr Ligue 1,25,1992,11.2,489,567,86.2,7102,2293,292,315,92.7,169,198,85.4,21,35,60.0,2,2.4,-0.4,9,31,10,4,37,Matches
1329,Rafał Kurzawa,pl POL,FWMF,Amiens,fr Ligue 1,25,1993,2.7,93,134,69.4,1619,359,45,59,76.3,33,40,82.5,12,29,41.4,0,0.1,-0.1,1,6,0,0,4,Matches
1330,Ahmed Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,18,2000,4.7,67,101,66.3,1047,268,37,49,75.5,20,29,69.0,7,14,50.0,0,0.1,-0.1,2,6,0,0,8,Matches
1331,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,21,1997,22.7,928,1298,71.5,15660,7982,440,518,84.9,408,548,74.5,65,177,36.7,1,1.6,-0.6,20,75,30,18,130,Matches
1332,Grejohn Kyei,fr FRA,FW,Reims,fr Ligue 1,22,1995,0.0,1,2,50.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1333,Antonino La Gumina,it ITA,FW,Empoli,it Serie A,22,1996,12.1,117,145,80.7,1626,162,72,81,88.9,39,52,75.0,4,4,100.0,2,0.4,+1.6,6,3,2,0,6,Matches
1334,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,27,1991,4.5,98,124,79.0,1645,270,54,61,88.5,32,39,82.1,11,18,61.1,0,0.7,-0.7,6,7,1,0,5,Matches
1335,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,24,1994,1.0,11,23,47.8,206,2,7,17,41.2,0,2,0.0,3,3,100.0,0,0.1,-0.1,1,0,0,0,0,Matches
1336,Gaëtan Laborde,fr FRA,FWMF,Montpellier,fr Ligue 1,24,1994,32.2,625,940,66.5,9848,2342,334,448,74.6,233,351,66.4,43,82,52.4,4,5.4,-1.4,39,57,24,3,73,Matches
1337,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,27,1991,27.8,579,798,72.6,8222,2079,338,425,79.5,158,213,74.2,38,65,58.5,8,3.7,+4.3,31,32,42,3,76,Matches
1338,Alban Lafont,fr FRA,GK,Fiorentina,it Serie A,19,1999,33.5,673,1008,66.8,21631,12992,80,81,98.8,321,330,97.3,271,596,45.5,0,0.4,-0.4,1,11,2,0,0,Matches
1339,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,28,1989,36.0,919,1252,73.4,22649,10080,230,278,82.7,440,510,86.3,245,446,54.9,2,1.1,+0.9,7,89,8,0,92,Matches
1340,Abdou Lahat Diakhate,sn SEN,FW,Parma,it Serie A,19,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1341,Konrad Laimer,at AUT,MFDF,RB Leipzig,de Bundesliga,21,1997,20.8,594,821,72.4,9261,3706,322,394,81.7,205,288,71.2,46,93,49.5,1,2.4,-1.4,20,55,28,8,92,Matches
1342,Diego Lainez,mx MEX,MFFW,Betis,es La Liga,18,2000,3.9,111,133,83.5,1423,312,71,73,97.3,34,42,81.0,3,7,42.9,1,0.4,+0.6,6,9,3,0,8,Matches
1343,Kenny Lala,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,1661,2183,76.1,35884,13053,620,706,87.8,676,835,81.0,354,573,61.8,9,4.3,+4.7,62,147,56,22,211,Matches
1344,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,257,308,83.4,3405,876,173,199,86.9,61,72,84.7,10,18,55.6,0,0.5,-0.5,9,14,8,0,30,Matches
1345,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,381,461,82.6,5941,1423,219,250,87.6,111,132,84.1,36,53,67.9,2,2.3,-0.3,24,27,17,2,32,Matches
1346,Mohamed Lamine Diaby,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,20,24,83.3,283,20,13,16,81.3,6,6,100.0,1,1,100.0,0,0.0,0.0,1,1,0,0,0,Matches
1347,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,438,545,80.4,9223,3061,120,143,83.9,236,260,90.8,75,129,58.1,0,0.0,0.0,0,17,1,0,21,Matches
1348,Michael Lang,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,651,805,80.9,12001,3666,246,280,87.9,321,394,81.5,77,110,70.0,0,0.4,-0.4,5,42,8,3,52,Matches
1349,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,860,956,90.0,18671,5602,211,229,92.1,494,530,93.2,150,187,80.2,0,0.9,-0.9,3,65,3,0,72,Matches
1350,Manuel Lanzini,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,408,471,86.6,5682,1754,239,257,93.0,134,155,86.5,16,32,50.0,1,1.1,-0.1,6,28,7,0,39,Matches
1351,Gianluca Lapadula,pe PER,FWMF,Genoa,it Serie A,28,1990,4.5,52,78,66.7,676,110,31,49,63.3,18,24,75.0,1,1,100.0,0,0.1,-0.1,3,3,1,0,1,Matches
1352,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,24,1994,34.0,2791,3021,92.4,59100,19273,833,879,94.8,1488,1552,95.9,455,565,80.5,3,1.0,+2.0,12,306,7,0,224,Matches
1353,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1136,1467,77.4,28043,10647,262,299,87.6,570,640,89.1,301,517,58.2,0,1.2,-1.2,9,113,10,1,104,Matches
1354,Johan Larsson,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,28,41,68.3,459,218,11,13,84.6,10,16,62.5,3,8,37.5,0,0.0,0.0,0,4,0,0,4,Matches
1355,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,25,1992,27.3,324,478,67.8,4850,766,197,254,77.6,96,146,65.8,23,42,54.8,2,2.1,-0.1,19,9,7,2,22,Matches
1356,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,850,1080,78.7,18805,5988,223,281,79.4,443,514,86.2,169,256,66.0,1,0.4,+0.6,3,42,0,0,48,Matches
1357,Paul Lasne,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,796,1000,79.6,14285,4903,370,423,87.5,328,391,83.9,92,155,59.4,0,1.4,-1.4,21,69,15,7,96,Matches
1358,Toni Lato,es ESP,DF,Valencia,es La Liga,20,1997,3.0,141,176,80.1,2556,1152,51,60,85.0,71,82,86.6,16,30,53.3,0,0.0,0.0,1,11,4,0,11,Matches
1359,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,821,1012,81.1,15565,3982,329,389,84.6,365,428,85.3,112,169,66.3,3,1.8,+1.2,23,97,20,1,110,Matches
1360,Alexandre Lauray,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,190,217,87.6,3930,1249,54,57,94.7,111,121,91.7,25,38,65.8,0,0.0,0.0,0,10,0,0,15,Matches
1361,Armand Lauriente,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,3,4,75.0,44,14,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
1362,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,449,576,78.0,9051,3923,155,180,86.1,227,265,85.7,61,113,54.0,0,0.5,-0.5,7,49,14,8,58,Matches
1363,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,1373,1575,87.2,29920,9961,379,428,88.6,738,794,92.9,247,333,74.2,0,0.3,-0.3,3,96,8,1,100,Matches
1364,Diego Laxalt,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,294,389,75.6,5181,1697,149,178,83.7,107,137,78.1,37,58,63.8,0,0.4,-0.4,7,24,9,5,19,Matches
1365,Miguel Layún,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,201,286,70.3,3968,1349,91,107,85.0,76,105,72.4,32,71,45.1,1,1.3,-0.3,12,20,6,4,18,Matches
1366,Valentino Lazaro,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,1204,1645,73.2,22598,10298,520,615,84.6,509,644,79.0,163,340,47.9,6,5.6,+0.4,57,80,30,11,141,Matches
1367,Darko Lazović,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,753,1078,69.9,13817,6234,337,393,85.8,310,445,69.7,95,197,48.2,4,3.5,+0.5,42,66,40,14,124,Matches
1368,Manuel Lazzari,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,1102,1471,74.9,17564,5930,626,726,86.2,390,513,76.0,77,169,45.6,8,5.5,+2.5,55,40,67,49,70,Matches
1369,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,46,56,82.1,706,106,23,26,88.5,17,22,77.3,3,5,60.0,0,0.0,0.0,1,2,0,0,3,Matches
1370,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,1191,1454,81.9,23818,9129,427,468,91.2,588,652,90.2,168,300,56.0,1,0.7,+0.3,6,53,9,3,57,Matches
1371,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,200,223,89.7,4516,1154,46,47,97.9,108,114,94.7,45,58,77.6,1,0.0,+1.0,1,8,1,0,9,Matches
1372,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1006,1243,80.9,18945,5063,430,512,84.0,406,490,82.9,147,197,74.6,0,1.2,-1.2,20,99,11,1,105,Matches
1373,James Lea Siliki,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,13.6,308,452,68.1,6098,2079,146,177,82.5,115,159,72.3,45,99,45.5,3,2.3,+0.7,16,42,12,5,46,Matches
