,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1271,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,3,1,127,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1272,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,27,23,1962,21.8,6,5,6,0,0,8,2,0.28,0.23,0.50,0.28,0.50,3.5,3.5,3.6,7.2,0.16,0.17,0.33,0.16,0.33,Matches
1273,Keko,es ESP,MFFW,Málaga,es La Liga,25,1991,21,15,1209,13.4,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.4,1.4,1.2,2.7,0.11,0.09,0.20,0.11,0.20,Matches
1274,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,15,12,1195,13.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03,Matches
1275,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,12,11,901,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.1,0.9,0.07,0.01,0.09,0.07,0.09,Matches
1276,Kenedy,br BRA,MFDF,Newcastle Utd,eng Premier League,21,1996,13,13,1023,11.4,2,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.2,2.2,1.8,4.0,0.20,0.16,0.35,0.20,0.35,Matches
1277,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,19,17,1590,17.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.0,1.2,0.01,0.06,0.07,0.01,0.07,Matches
1278,Ryan Kent,eng ENG,FWMF,Freiburg,de Bundesliga,20,1996,6,1,245,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.39,0.13,0.52,0.39,0.52,Matches
1279,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,37,37,3320,36.9,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.1,0.7,0.02,0.00,0.02,0.02,0.02,Matches
1280,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,37,37,3264,36.3,5,1,2,3,4,9,0,0.14,0.03,0.17,0.06,0.08,8.3,5.3,4.5,9.8,0.23,0.12,0.35,0.14,0.27,Matches
1281,Billy Ketkeophomphone,la LAO,MFFW,Angers,fr Ligue 1,27,1990,13,5,437,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.05,0.07,0.12,0.05,0.12,Matches
1282,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17,Matches
1283,Saîf-Eddine Khaoui,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,32,21,1956,21.7,5,2,5,0,1,1,0,0.23,0.09,0.32,0.23,0.32,4.5,3.7,3.0,6.7,0.20,0.14,0.34,0.17,0.31,Matches
1284,Wahbi Khazri,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,24,23,1918,21.3,9,2,6,3,4,8,1,0.42,0.09,0.52,0.28,0.38,8.3,5.3,3.6,8.9,0.39,0.17,0.56,0.25,0.42,Matches
1285,Rani Khedira,de GER,MFDF,Augsburg,de Bundesliga,23,1994,30,27,2275,25.3,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,0.8,2.5,0.07,0.03,0.10,0.07,0.10,Matches
1286,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,24,1912,21.2,9,2,9,0,0,1,0,0.42,0.09,0.52,0.42,0.52,4.1,4.1,0.8,4.9,0.19,0.04,0.23,0.19,0.23,Matches
1287,Stefan Kießling,de GER,FWDF,Leverkusen,de Bundesliga,33,1984,8,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.59,0.44,1.03,0.59,1.03,Matches
1288,Kike,es ESP,FW,Eibar,es La Liga,27,1989,35,28,2460,27.3,8,1,8,0,0,5,0,0.29,0.04,0.33,0.29,0.33,9.5,9.5,0.9,10.4,0.35,0.03,0.38,0.35,0.38,Matches
1289,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,26,2329,25.9,1,10,1,0,0,1,0,0.04,0.39,0.43,0.04,0.43,0.6,0.6,5.8,6.4,0.02,0.22,0.25,0.02,0.25,Matches
1290,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,28,27,2423,26.9,0,0,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06,Matches
1291,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,11,5,537,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,1.1,0.17,0.00,0.18,0.17,0.18,Matches
1292,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,11,9,715,7.9,2,1,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.2,1.2,0.2,1.3,0.15,0.02,0.17,0.15,0.17,Matches
1293,Joshua King,no NOR,MFFW,Bournemouth,eng Premier League,25,1992,33,27,2453,27.3,8,3,6,2,2,3,0,0.29,0.11,0.40,0.22,0.33,7.4,5.8,5.0,10.8,0.27,0.18,0.45,0.21,0.40,Matches
1294,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,20,18,1571,17.5,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.0,1.2,0.07,0.00,0.07,0.07,0.07,Matches
1295,Davy Klaassen,nl NED,MFFW,Everton,eng Premier League,24,1993,7,3,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches
1296,Felix Klaus,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,28,25,1981,22.0,4,2,4,0,0,5,0,0.18,0.09,0.27,0.18,0.27,4.6,4.6,2.0,6.6,0.21,0.09,0.30,0.21,0.30,Matches
1297,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,16,1451,16.1,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05,Matches
1298,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,21,1995,22,12,1138,12.6,2,3,2,0,0,2,0,0.16,0.24,0.40,0.16,0.40,4.4,4.4,2.0,6.4,0.35,0.15,0.50,0.35,0.50,Matches
1299,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,25,2190,24.3,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,1.1,2.3,0.05,0.05,0.10,0.05,0.10,Matches
1300,Lukas Klünter,de GER,DFFW,Köln,de Bundesliga,21,1996,19,14,1336,14.8,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.6,3.2,0.10,0.11,0.21,0.10,0.21,Matches
1301,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,24,2102,23.4,1,2,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,0.6,0.6,0.3,0.8,0.02,0.01,0.04,0.02,0.04,Matches
1302,Anthony Knockaert,fr FRA,MFFW,Brighton,eng Premier League,25,1991,33,27,2421,26.9,3,1,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,4.0,4.0,2.4,6.4,0.15,0.09,0.24,0.15,0.24,Matches
1303,Törles Knöll,de GER,MF,Hamburger SV,de Bundesliga,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1304,Robin Koch,de GER,MFDF,Freiburg,de Bundesliga,21,1996,26,21,1919,21.3,2,1,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.1,1.1,1.0,2.1,0.05,0.04,0.10,0.05,0.10,Matches
1305,Kenan Kodro,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,8,2,232,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.20,0.04,0.25,0.20,0.25,Matches
1306,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1307,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,18,1664,18.5,1,1,1,0,0,9,1,0.05,0.05,0.11,0.05,0.11,3.7,3.7,1.5,5.2,0.20,0.08,0.28,0.20,0.28,Matches
1308,Seybou Koita,ne NIG,FWMF,Amiens,fr Ligue 1,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.13,0.02,0.15,0.13,0.15,Matches
1309,Koke,es ESP,MFFW,Atlético Madrid,es La Liga,25,1992,35,33,2756,30.6,4,4,4,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.9,2.9,7.4,10.3,0.09,0.24,0.34,0.09,0.34,Matches
1310,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,34,3060,34.0,2,6,2,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.6,2.6,8.6,11.2,0.08,0.25,0.33,0.08,0.33,Matches
1311,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24,1993,27,25,2147,23.9,2,4,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.3,2.3,3.4,5.8,0.10,0.14,0.24,0.10,0.24,Matches
1312,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,17,1394,15.5,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.1,1.1,0.7,1.7,0.07,0.04,0.11,0.07,0.11,Matches
1313,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,14,1228,13.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05,Matches
1314,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,2472,27.5,13,1,11,2,2,8,0,0.47,0.04,0.51,0.40,0.44,10.4,8.9,1.6,10.5,0.38,0.06,0.44,0.32,0.38,Matches
1315,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,2614,29.0,4,4,4,0,0,12,1,0.14,0.14,0.28,0.14,0.28,2.2,2.2,2.4,4.7,0.08,0.08,0.16,0.08,0.16,Matches
1316,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,2462,27.4,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,0.0,1.4,0.05,0.00,0.05,0.05,0.05,Matches
1317,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,11,1049,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.01,0.05,0.03,0.05,Matches
1318,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.04,0.12,0.16,0.04,0.16,Matches
1319,Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,27,18,1562,17.4,4,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,5.9,5.9,4.4,10.3,0.34,0.25,0.59,0.34,0.59,Matches
1320,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,25,1992,28,28,2336,26.0,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,2.1,3.7,0.06,0.08,0.14,0.06,0.14,Matches
1321,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,25,2225,24.7,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,0.5,2.4,0.08,0.02,0.10,0.08,0.10,Matches
1322,Filip Kostić,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,30,27,2438,27.1,5,1,5,0,1,2,0,0.18,0.04,0.22,0.18,0.22,6.9,6.1,3.0,9.0,0.26,0.11,0.37,0.23,0.34,Matches
1323,Christian Kouakou,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,19,7,847,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.4,2.7,0.24,0.04,0.28,0.24,0.28,Matches
1324,Rominigue Kouamé,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,6,1,201,2.2,0,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.0,0.0,0.3,0.3,0.00,0.15,0.15,0.00,0.15,Matches
1325,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1326,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,35,35,3066,34.1,5,1,5,0,0,5,1,0.15,0.03,0.18,0.15,0.18,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09,Matches
1327,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,18,17,1589,17.7,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Matches
1328,Cheikhou Kouyaté,sn SEN,MF,West Ham,eng Premier League,27,1989,33,32,2799,31.1,2,3,2,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11,Matches
1329,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,21,10,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.03,0.09,0.12,0.03,0.12,Matches
1330,Maksym Koval,ua UKR,GKMF,La Coruña,es La Liga,24,1992,2,2,120,1.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1331,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,22,6,823,9.1,5,2,5,0,0,0,0,0.55,0.22,0.77,0.55,0.77,3.0,3.0,1.0,4.0,0.33,0.11,0.44,0.33,0.44,Matches
1332,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,15,10,807,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.03,0.07,0.10,0.03,0.10,Matches
1333,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,12,8,789,8.8,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.6,0.8,0.02,0.07,0.09,0.02,0.09,Matches
1334,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1335,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,12,10,946,10.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Matches
1336,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,5,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.16,0.16,0.00,0.16,Matches
1337,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,34,22,2228,24.8,13,6,11,2,2,1,0,0.53,0.24,0.77,0.44,0.69,10.2,8.6,6.0,14.6,0.41,0.24,0.65,0.35,0.59,Matches
1338,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,27,26,2151,23.9,3,0,3,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.4,1.4,0.6,2.0,0.06,0.02,0.08,0.06,0.08,Matches
1339,Ladislav Krejčí,cz CZE,FWDF,Bologna,it Serie A,25,1992,12,2,397,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.07,0.02,0.09,0.07,0.09,Matches
1340,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,18,16,1312,14.6,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,1.8,1.8,0.1,1.8,0.12,0.00,0.13,0.12,0.13,Matches
1341,Bojan Krkić,es ESP,FW,Stoke City,eng Premier League,26,1990,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
1342,Bojan Krkić,es ESP,FWMF,Alavés,es La Liga,26,1990,13,4,441,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.2,0.21,0.04,0.25,0.21,0.25,Matches
1343,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,11,10,728,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.04,0.02,0.04,Matches
1344,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,13,5,536,6.0,1,1,1,0,0,0,0,0.17,0.17,0.34,0.17,0.34,0.2,0.2,0.6,0.8,0.03,0.10,0.14,0.03,0.14,Matches
1345,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,27,26,2261,25.1,5,7,5,0,0,4,0,0.20,0.28,0.48,0.20,0.48,2.5,2.5,4.7,7.2,0.10,0.19,0.28,0.10,0.28,Matches
1346,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,29,28,2453,27.3,6,6,6,0,0,2,0,0.22,0.22,0.44,0.22,0.44,5.5,5.5,5.2,10.7,0.20,0.19,0.39,0.20,0.39,Matches
1347,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,27,20,1641,18.2,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,2.1,2.9,0.04,0.12,0.16,0.04,0.16,Matches
1348,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,24,1992,15,13,1151,12.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Matches
1349,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,28,1989,16,16,1440,16.0,1,0,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.2,1.2,0.8,2.0,0.08,0.05,0.13,0.08,0.13,Matches
1350,Jasmin Kurtić,si SVN,MFFW,Atalanta,it Serie A,28,1989,14,7,662,7.4,2,0,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27,1.6,1.6,0.6,2.2,0.22,0.09,0.31,0.22,0.31,Matches
1351,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,20,19,1704,18.9,2,1,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,1.8,1.8,1.3,3.0,0.09,0.07,0.16,0.09,0.16,Matches
1352,Filip Kusić,rs SRB,DF,Köln,de Bundesliga,21,1996,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1353,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,8,6,480,5.3,0,1,0,0,0,4,2,0.00,0.19,0.19,0.00,0.19,0.1,0.1,0.4,0.5,0.02,0.07,0.10,0.02,0.10,Matches
1354,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,7,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.11,0.02,0.13,0.11,0.13,Matches
1355,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1356,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,17,1528,17.0,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,2.1,2.3,0.01,0.12,0.14,0.01,0.14,Matches
1357,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,33,26,2137,23.7,3,0,2,1,1,3,1,0.13,0.00,0.13,0.08,0.08,3.4,2.6,0.9,3.4,0.14,0.04,0.18,0.11,0.15,Matches
1358,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,2,0,23,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1359,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,20,10,957,10.6,3,0,2,1,1,1,0,0.28,0.00,0.28,0.19,0.19,3.8,3.1,0.6,3.6,0.36,0.05,0.41,0.29,0.34,Matches
1360,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,32,26,2202,24.5,14,4,12,2,2,1,0,0.57,0.16,0.74,0.49,0.65,12.7,11.2,4.1,15.3,0.52,0.17,0.69,0.46,0.62,Matches
1361,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,15,12,1056,11.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
1362,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches
1363,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,11,8,775,8.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.08,0.00,0.08,0.08,0.08,Matches
1364,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1365,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1366,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,17,1530,17.0,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Matches
1367,Konrad Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,22,14,1337,14.9,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,1.6,1.8,0.01,0.11,0.12,0.01,0.12,Matches
1368,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,31,30,2723,30.3,3,4,0,3,3,5,1,0.10,0.13,0.23,0.00,0.13,2.7,0.4,2.3,2.7,0.09,0.08,0.17,0.01,0.09,Matches
1369,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,12,1,308,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.4,1.8,0.51,0.14,0.65,0.51,0.65,Matches
1370,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1371,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,25,7,843,9.4,2,2,2,0,0,4,0,0.21,0.21,0.43,0.21,0.43,3.6,3.6,1.6,5.1,0.38,0.17,0.55,0.38,0.55,Matches
1372,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,3,3,232,2.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1373,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,12,11,955,10.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches
1374,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,9,5,411,4.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.12,0.00,0.12,0.12,0.12,Matches
1375,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,27,23,2042,22.7,5,6,5,0,1,4,0,0.22,0.26,0.48,0.22,0.48,4.2,3.5,3.9,7.4,0.19,0.17,0.36,0.15,0.32,Matches
1376,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,28,13,1495,16.6,6,1,3,3,4,3,0,0.36,0.06,0.42,0.18,0.24,10.8,7.8,1.7,9.5,0.65,0.10,0.75,0.47,0.57,Matches
1377,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19,19,1710,19.0,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.5,1.0,0.02,0.03,0.05,0.02,0.05,Matches
1378,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9,9,806,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1379,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,32,32,2775,30.8,1,0,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.0,1.0,0.03,0.00,0.03,0.03,0.03,Matches
1380,Kevin Lasagna,it ITA,FWMF,Udinese,it Serie A,24,1992,29,26,2130,23.7,12,2,12,0,0,1,0,0.51,0.08,0.59,0.51,0.59,11.9,11.9,1.2,13.1,0.50,0.05,0.55,0.50,0.55,Matches
