Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
274,Kalidou Koulibaly,sn SEN,DF,Napoli,30-273,1991,19.7,1106,1253,88.3,21864,8123,416,446,93.3,513,555,92.4,163,226,72.1,1,0.2,+0.8,5,83,2,0,72,Matches
275,Christos Kourfalidis,gr GRE,MFDF,Cagliari,19-129,2002,0.2,6,11,54.5,162,24,0,2,0.0,4,5,80.0,2,3,66.7,0,0.0,0.0,0,1,0,0,0,Matches
276,Viktor Kovalenko,ua UKR,MFFW,Spezia,26-034,1996,11.7,385,497,77.5,6806,1649,182,223,81.6,153,181,84.5,42,74,56.8,3,1.1,+1.9,12,28,6,0,39,Matches
277,Julian Kristoffersen,no NOR,FW,Salernitana,24-314,1997,0.1,1,2,50.0,7,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
278,Rade Krunić,ba BIH,MFFW,Milan,28-164,1993,12.4,393,464,84.7,5852,1320,224,257,87.2,130,149,87.2,21,29,72.4,1,0.5,+0.5,12,34,10,0,34,Matches
279,Dejan Kulusevski,se SWE,FWMF,Juventus,21-329,2000,8.6,196,244,80.3,2991,663,109,138,79.0,68,74,91.9,14,18,77.8,3,1.2,+1.8,10,10,13,3,22,Matches
280,Marash Kumbulla,al ALB,DF,Roma,22-040,2000,8.4,452,510,88.6,9855,2723,118,131,90.1,252,266,94.7,78,97,80.4,0,0.0,0.0,2,17,0,0,17,Matches
281,Giorgos Kyriakopoulos,gr GRE,DFFW,Sassuolo,26-043,1996,16.9,824,1007,81.8,14236,5296,394,421,93.6,341,384,88.8,76,165,46.1,2,2.4,-0.4,22,45,14,10,48,Matches
282,Andrea La Mantia,it ITA,FW,Empoli,30-318,1991,2.9,45,57,78.9,572,133,29,35,82.9,13,16,81.3,0,1,0.0,0,0.3,-0.3,5,1,0,0,6,Matches
283,Sam Lammers,nl NED,FW,Atalanta,24-324,1997,0.4,11,19,57.9,164,62,6,8,75.0,4,9,44.4,1,1,100.0,0,0.0,0.0,0,2,1,0,2,Matches
284,Kevin Lasagna,it ITA,FWMF,Hellas Verona,29-222,1992,9.8,157,223,70.4,2509,600,87,112,77.7,44,63,69.8,15,21,71.4,2,1.9,+0.1,12,11,13,1,19,Matches
285,Darko Lazović,rs SRB,DF,Hellas Verona,31-186,1990,24.4,871,1231,70.8,15134,7550,391,486,80.5,396,518,76.4,71,155,45.8,3,2.7,+0.3,30,69,45,11,156,Matches
286,Manuel Lazzari,it ITA,DF,Lazio,28-111,1993,10.5,518,605,85.6,7768,2409,302,321,94.1,166,196,84.7,31,54,57.4,1,1.0,0.0,5,27,10,4,23,Matches
287,Rafael Leão,pt POR,FW,Milan,22-283,1999,21.2,448,611,73.3,7975,2375,222,267,83.1,155,209,74.2,62,88,70.5,4,2.7,+1.3,26,39,33,7,83,Matches
288,Lucas Leiva,br BRA,MF,Lazio,35-070,1987,14.6,890,962,92.5,15064,4118,432,451,95.8,369,399,92.5,78,88,88.6,0,0.2,-0.2,3,76,3,1,47,Matches
289,Luca Lezzerini,it ITA,GK,Venezia,26-361,1995,5.5,155,197,78.7,4340,2405,27,27,100.0,67,67,100.0,58,100,58.0,0,0.0,0.0,1,0,0,0,0,Matches
290,Ben Lhassine Kone,ci CIV,MF,Torino,22-006,2000,0.9,30,36,83.3,637,123,11,11,100.0,14,19,73.7,5,5,100.0,0,0.1,-0.1,2,1,0,0,3,Matches
291,Matthijs de Ligt,nl NED,DF,Juventus,22-220,1999,23.3,1199,1324,90.6,26331,7419,313,335,93.4,662,699,94.7,217,278,78.1,0,0.3,-0.3,6,58,3,1,46,Matches
292,Anderson Lima,br BRA,MF,Lazio,22-178,1999,0.7,25,32,78.1,386,59,13,15,86.7,12,14,85.7,0,2,0.0,0,0.0,0.0,0,0,1,0,2,Matches
293,Karol Linetty,pl POL,MFFW,Torino,27-046,1995,9.4,206,262,78.6,3010,736,113,138,81.9,80,95,84.2,7,17,41.2,0,1.2,-1.2,14,15,5,0,18,Matches
294,Stanislav Lobotka,sk SVK,MF,Napoli,27-115,1994,14.9,1124,1204,93.4,18880,4209,549,577,95.1,476,501,95.0,81,96,84.4,0,0.7,-0.7,14,102,5,0,67,Matches
295,Manuel Locatelli,it ITA,MF,Juventus,24-071,1998,22.0,1151,1345,85.6,23444,7241,436,489,89.2,511,569,89.8,193,264,73.1,3,1.8,+1.2,21,119,27,1,116,Matches
296,Maxime Lopez,fr FRA,MF,Sassuolo,24-106,1997,26.8,1912,2090,91.5,34018,10081,841,899,93.5,835,893,93.5,197,237,83.1,1,2.4,-1.4,39,181,12,2,169,Matches
297,Matteo Lovato,it ITA,DF,Cagliari,22-034,2000,8.6,302,371,81.4,6549,2047,78,93,83.9,167,185,90.3,52,82,63.4,0,0.0,0.0,0,9,0,0,11,Matches
298,Matteo Lovato,it ITA,DFMF,Atalanta,22-034,2000,3.4,167,196,85.2,3263,1050,70,79,88.6,75,87,86.2,20,27,74.1,0,0.1,-0.1,2,9,2,0,6,Matches
299,Hirving Lozano,mx MEX,FW,Napoli,26-233,1995,13.1,359,452,79.4,5311,1235,199,230,86.5,131,157,83.4,15,26,57.7,3,1.5,+1.5,18,12,21,10,37,Matches
300,José Luis Palomino,ar ARG,DF,Atalanta,32-074,1990,21.5,1011,1216,83.1,21266,6596,310,349,88.8,515,575,89.6,177,264,67.0,0,0.2,-0.2,2,72,2,1,82,Matches
301,Saša Lukić,rs SRB,MF,Torino,25-219,1996,25.4,1207,1385,87.1,23004,4532,471,528,89.2,532,586,90.8,178,212,84.0,2,4.0,-2.0,28,111,16,2,79,Matches
302,Sebastiano Luperto,it ITA,DF,Empoli,25-195,1996,15.1,606,702,86.3,13427,4445,136,152,89.5,348,372,93.5,115,165,69.7,1,0.4,+0.6,4,45,5,0,46,Matches
303,Charalambos Lykogiannis,gr GRE,DF,Cagliari,28-149,1993,17.0,388,621,62.5,7695,3692,131,162,80.9,197,273,72.2,54,150,36.0,0,0.8,-0.8,9,27,9,6,31,Matches
304,Niki Mäenpää,fi FIN,GK,Venezia,37-056,1985,6.5,147,200,73.5,3633,1809,40,41,97.6,66,67,98.5,38,88,43.2,0,0.0,0.0,0,1,0,0,0,Matches
305,Giulio Maggiore,it ITA,MF,Spezia,24-008,1998,24.9,712,936,76.1,12723,3611,327,398,82.2,297,355,83.7,73,141,51.8,2,1.9,+0.1,28,62,20,1,87,Matches
306,Francesco Magnanelli,it ITA,MF,Sassuolo,37-128,1984,1.7,134,150,89.3,2564,549,51,55,92.7,62,67,92.5,20,25,80.0,0,0.0,0.0,0,16,0,0,8,Matches
307,Giangiacomo Magnani,it ITA,DF,Sampdoria,26-167,1995,2.5,123,143,86.0,2650,844,23,27,85.2,75,80,93.8,20,30,66.7,0,0.0,0.0,0,3,0,0,6,Matches
308,Giangiacomo Magnani,it ITA,DF,Hellas Verona,26-167,1995,5.9,177,223,79.4,3772,1114,51,58,87.9,87,101,86.1,35,56,62.5,0,0.0,0.0,0,16,1,0,8,Matches
309,Mike Maignan,fr FRA,GK,Milan,26-260,1995,24.0,654,830,78.8,19133,11089,119,119,100.0,275,275,100.0,258,434,59.4,1,0.4,+0.6,2,13,0,0,0,Matches
310,Ainsley Maitland-Niles,eng ENG,DF,Roma,24-203,1997,4.3,199,262,76.0,3682,1370,81,94,86.2,89,108,82.4,24,46,52.2,0,0.4,-0.4,4,9,5,3,17,Matches
311,Jean-Victor Makengo,fr FRA,MF,Udinese,23-281,1998,19.5,485,584,83.0,8010,1807,248,284,87.3,181,203,89.2,46,64,71.9,2,1.0,+1.0,19,39,12,3,35,Matches
312,Nikola Maksimović,rs SRB,DF,Genoa,30-115,1991,10.4,355,423,83.9,7808,2613,89,104,85.6,185,202,91.6,73,104,70.2,0,0.0,0.0,0,24,0,0,19,Matches
313,Kévin Malcuit,ma MAR,DF,Napoli,30-232,1991,2.7,93,131,71.0,1577,564,45,56,80.4,38,46,82.6,7,20,35.0,1,0.4,+0.6,2,4,2,1,6,Matches
314,Daniel Maldini,it ITA,MF,Milan,20-160,2001,1.6,33,50,66.0,513,109,18,22,81.8,13,20,65.0,1,3,33.3,0,0.1,-0.1,1,1,1,0,4,Matches
315,Youssef Maleh,it ITA,MF,Fiorentina,23-210,1998,7.7,219,277,79.1,3834,929,104,119,87.4,83,99,83.8,25,41,61.0,1,0.5,+0.5,7,18,4,1,18,Matches
316,Ruslan Malinovskyi,ua UKR,FWMF,Atalanta,28-320,1993,15.3,586,794,73.8,11258,3183,255,298,85.6,228,283,80.6,91,166,54.8,1,5.2,-4.2,36,49,38,6,89,Matches
317,Rey Manaj,al ALB,FW,Spezia,25-024,1997,13.5,245,314,78.0,3571,669,146,169,86.4,76,103,73.8,14,16,87.5,0,0.8,-0.8,10,19,5,1,13,Matches
318,Gianluca Mancini,it ITA,DF,Roma,25-337,1996,25.1,1263,1464,86.3,27882,8931,321,349,92.0,702,748,93.9,232,342,67.8,0,0.2,-0.2,4,97,12,3,94,Matches
319,Leonardo Mancuso,it ITA,FW,Empoli,29-298,1992,4.7,53,79,67.1,865,186,30,37,81.1,17,28,60.7,6,12,50.0,0,0.4,-0.4,4,2,6,2,5,Matches
320,Rolando Mandragora,it ITA,MF,Torino,24-264,1997,12.9,580,690,84.1,10835,2940,242,272,89.0,260,295,88.1,70,105,66.7,1,2.9,-1.9,27,68,7,2,53,Matches
321,Kostas Manolas,gr GRE,DF,Napoli,30-279,1991,3.5,218,231,94.4,4462,1205,76,78,97.4,108,115,93.9,33,36,91.7,0,0.0,0.0,0,14,0,0,2,Matches
322,Riccardo Marchizza,it ITA,DF,Empoli,23-359,1998,15.0,463,649,71.3,8902,3372,190,213,89.2,201,253,79.4,65,146,44.5,0,1.6,-1.6,12,32,16,9,47,Matches
323,Gian Marco Ferrari,it ITA,DF,Sassuolo,30-033,1992,28.7,1689,1872,90.2,35532,12877,515,552,93.3,843,909,92.7,296,368,80.4,0,0.2,-0.2,4,109,8,1,114,Matches
324,Pablo Marí,es ESP,DF,Udinese,28-201,1993,6.9,185,294,62.9,4115,1423,56,67,83.6,91,123,74.0,37,97,38.1,0,0.0,0.0,0,9,0,0,8,Matches
325,Răzvan Marin,ro ROU,MF,Cagliari,25-301,1996,26.2,872,1100,79.3,17241,5138,345,387,89.1,351,401,87.5,159,269,59.1,3,5.1,-2.1,59,91,29,5,97,Matches
326,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,25-314,1996,14.3,922,1003,91.9,21608,6929,205,221,92.8,506,524,96.6,199,237,84.0,0,0.4,-0.4,3,64,2,0,52,Matches
327,Lautaro Martínez,ar ARG,FW,Inter,24-210,1997,19.0,289,394,73.4,4393,1070,165,202,81.7,77,112,68.8,26,38,68.4,2,3.0,-1.0,24,17,17,4,31,Matches
328,Adam Marušić,me MNE,DF,Lazio,29-154,1992,21.9,1211,1388,87.2,19367,6980,636,687,92.6,480,550,87.3,74,112,66.1,0,0.4,-0.4,4,78,7,3,52,Matches
329,Andrea Masiello,it ITA,DF,Genoa,36-043,1986,5.7,269,309,87.1,5618,1911,89,95,93.7,131,148,88.5,48,61,78.7,0,0.0,0.0,1,6,0,0,14,Matches
330,Aleš Matějů,cz CZE,DF,Venezia,25-290,1996,1.5,47,58,81.0,756,351,22,24,91.7,19,24,79.2,4,7,57.1,1,0.5,+0.5,2,4,4,3,7,Matches
331,Borja Mayoral,es ESP,FWDF,Roma,24-349,1997,1.1,29,39,74.4,443,51,17,20,85.0,8,9,88.9,2,5,40.0,0,0.0,0.0,0,0,0,0,1,Matches
332,Pasquale Mazzocchi,it ITA,DF,Venezia,26-236,1995,13.8,444,580,76.6,8098,2954,194,220,88.2,186,231,80.5,54,104,51.9,0,0.8,-0.8,6,23,8,2,29,Matches
333,Pasquale Mazzocchi,it ITA,DF,Salernitana,26-236,1995,4.7,141,188,75.0,2657,1322,62,69,89.9,57,81,70.4,19,30,63.3,1,0.7,+0.3,5,8,7,4,12,Matches
334,Ibrahima Mbaye,sn SEN,DF,Bologna,27-121,1994,0.9,28,35,80.0,358,202,18,20,90.0,10,13,76.9,0,2,0.0,0,0.0,0.0,0,3,0,0,2,Matches
335,Weston McKennie,us USA,MF,Juventus,23-204,1998,15.0,439,571,76.9,7488,1986,230,281,81.9,155,201,77.1,43,57,75.4,0,1.2,-1.2,18,36,13,2,37,Matches
336,Gary Medel,cl CHI,DF,Bologna,34-229,1987,23.8,1133,1266,89.5,25929,8333,286,303,94.4,573,600,95.5,264,344,76.7,1,0.0,+1.0,1,49,4,1,43,Matches
337,Filippo Melegoni,it ITA,MFFW,Genoa,23-030,1999,6.9,156,228,68.4,2530,761,79,97,81.4,58,75,77.3,13,34,38.2,0,0.5,-0.5,7,6,4,1,23,Matches
338,Arthur Melo,br BRA,MF,Juventus,25-220,1996,8.1,484,535,90.5,10278,2249,167,186,89.8,228,240,95.0,86,95,90.5,0,0.3,-0.3,5,45,2,0,33,Matches
339,Alex Meret,it ITA,GK,Napoli,24-363,1997,4.0,79,89,88.8,1869,954,20,20,100.0,32,33,97.0,25,34,73.5,0,0.0,0.0,0,0,0,0,0,Matches
340,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,25-078,1997,0.5,25,33,75.8,498,275,9,11,81.8,14,17,82.4,2,3,66.7,0,0.0,0.0,0,3,0,0,3,Matches
341,Dries Mertens,be BEL,FWMF,Napoli,34-318,1987,10.3,269,367,73.3,4108,876,154,187,82.4,93,119,78.2,14,38,36.8,0,1.0,-1.0,19,17,9,1,27,Matches
342,Junior Messias,br BRA,FWMF,Milan,30-311,1991,12.5,297,438,67.8,4671,1402,162,212,76.4,95,140,67.9,30,62,48.4,0,1.1,-1.1,11,22,14,5,40,Matches
343,Kingsley Michael,ng NGA,MF,Bologna,22-206,1999,0.8,24,28,85.7,426,69,13,14,92.9,5,7,71.4,5,6,83.3,0,0.0,0.0,0,3,0,0,2,Matches
344,Valentin Mihaila,ro ROU,MFFW,Atalanta,22-046,2000,0.3,6,16,37.5,68,16,5,7,71.4,1,3,33.3,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
345,Mikael,br BRA,FW,Salernitana,22-296,1999,0.4,5,9,55.6,47,14,3,4,75.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
346,Nikola Milenković,rs SRB,DF,Fiorentina,24-159,1997,24.0,1380,1525,90.5,31050,8250,337,377,89.4,749,788,95.1,285,338,84.3,0,0.0,0.0,1,83,0,0,66,Matches
347,Sergej Milinković-Savić,rs SRB,MF,Lazio,27-021,1995,25.5,1430,1750,81.7,23699,5731,737,844,87.3,509,611,83.3,137,212,64.6,7,4.4,+2.6,36,113,37,9,114,Matches
348,Vanja Milinković-Savić,rs SRB,GK,Torino,25-028,1997,25.0,500,950,52.6,20327,14152,42,44,95.5,192,197,97.5,266,708,37.6,0,0.0,0.0,0,57,1,0,0,Matches
349,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,26-154,1995,6.5,244,297,82.2,3927,1052,128,148,86.5,84,100,84.0,19,29,65.5,2,2.4,-0.4,17,20,15,1,35,Matches
350,Henrikh Mkhitaryan,am ARM,MFFW,Roma,33-058,1989,23.2,822,996,82.5,14784,3602,375,429,87.4,328,387,84.8,103,129,79.8,4,4.1,-0.1,33,74,34,4,97,Matches
351,Marco Modolo,it ITA,DF,Venezia,32-362,1989,3.4,93,115,80.9,2073,594,20,24,83.3,57,63,90.5,16,26,61.5,0,0.0,0.0,0,4,0,0,3,Matches
352,Nahuel Molina,ar ARG,DF,Udinese,24-108,1997,22.2,622,894,69.6,10738,4620,311,368,84.5,237,339,69.9,61,155,39.4,1,2.3,-1.3,25,39,34,13,79,Matches
353,Cristian Molinaro,it ITA,DF,Venezia,38-233,1983,6.1,246,323,76.2,4739,2388,96,110,87.3,113,140,80.7,35,66,53.0,1,0.4,+0.6,5,19,5,3,25,Matches
354,Lorenzo Montipò,it ITA,GK,Hellas Verona,26-028,1996,26.0,406,736,55.2,15082,10095,50,50,100.0,127,132,96.2,226,551,41.0,0,0.0,0.0,0,10,0,0,0,Matches
355,Álvaro Morata,es ESP,FW,Juventus,29-148,1992,21.1,430,567,75.8,7090,1120,225,284,79.2,155,185,83.8,36,55,65.5,2,4.5,-2.5,37,25,12,3,33,Matches
356,Raúl Moro,es ESP,FW,Lazio,19-105,2002,2.2,75,87,86.2,1111,135,40,44,90.9,31,36,86.1,1,2,50.0,1,0.2,+0.8,5,1,2,1,3,Matches
357,Andrei Motoc,ro ROU,DF,Salernitana,20-078,2002,1.0,18,22,81.8,482,182,2,2,100.0,9,9,100.0,7,11,63.6,0,0.0,0.0,0,4,0,0,0,Matches
358,Lys Mousset,fr FRA,FWMF,Salernitana,26-040,1996,1.7,34,42,81.0,476,156,21,24,87.5,12,15,80.0,1,1,100.0,1,0.2,+0.8,3,4,3,1,4,Matches
359,Samuel Mráz,sk SVK,FW,Spezia,24-311,1997,0.6,8,11,72.7,134,13,4,6,66.7,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1,Matches
360,Mert Müldür,tr TUR,DF,Sassuolo,22-351,1999,16.1,662,835,79.3,11489,5242,312,347,89.9,272,327,83.2,66,125,52.8,0,0.3,-0.3,5,65,12,4,64,Matches
361,Luis Muriel,co COL,FW,Atalanta,30-338,1991,10.3,342,453,75.5,5318,1312,185,221,83.7,95,131,72.5,36,63,57.1,4,2.7,+1.3,29,18,21,5,37,Matches
362,Vedat Muriqi,xk KVX,FW,Lazio,27-330,1994,2.4,46,69,66.7,804,65,17,24,70.8,25,41,61.0,3,3,100.0,0,0.0,0.0,0,1,2,0,2,Matches
363,Nicola Murru,it ITA,DF,Sampdoria,27-094,1994,7.8,241,347,69.5,5040,2255,91,110,82.7,98,129,76.0,49,97,50.5,0,0.3,-0.3,5,25,5,1,35,Matches
364,Juan Musso,ar ARG,GK,Atalanta,27-318,1994,23.6,509,682,74.6,15678,9169,77,78,98.7,216,219,98.6,214,383,55.9,0,0.0,0.0,0,3,0,0,0,Matches
365,Joakim Mæhle,dk DEN,DF,Atalanta,24-304,1997,14.4,645,788,81.9,9777,3624,374,416,89.9,232,284,81.7,31,58,53.4,0,1.0,-1.0,14,38,18,2,55,Matches
366,Nahitan Nández,uy URU,MFDF,Cagliari,26-082,1995,14.9,393,558,70.4,7247,2044,176,224,78.6,155,212,73.1,53,88,60.2,2,1.3,+0.7,16,33,20,7,49,Matches
367,Nani,pt POR,MFFW,Venezia,35-123,1986,2.2,62,87,71.3,1072,258,28,34,82.4,21,33,63.6,9,13,69.2,0,0.3,-0.3,4,3,2,0,7,Matches
368,Matija Nastasić,rs SRB,DF,Fiorentina,28-357,1993,2.4,139,150,92.7,3348,773,29,29,100.0,75,78,96.2,35,42,83.3,0,0.0,0.0,1,6,0,0,3,Matches
369,Ilija Nestorovski,mk MKD,FW,Udinese,32-008,1990,0.1,9,13,69.2,162,61,4,6,66.7,4,4,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0,Matches
370,Aurélien Nguiamba,fr FRA,MF,Spezia,23-061,1999,0.4,15,22,68.2,237,120,6,8,75.0,9,11,81.8,0,2,0.0,0,0.0,0.0,0,1,0,0,2,Matches
371,Dimitris Nikolaou,gr GRE,DF,Spezia,23-219,1998,28.0,1108,1340,82.7,23760,8313,326,359,90.8,538,597,90.1,215,340,63.2,0,0.3,-0.3,3,74,2,1,62,Matches
372,Jean-Pierre Nsame,cm CMR,FW,Venezia,28-323,1993,1.5,22,34,64.7,342,78,12,19,63.2,7,9,77.8,2,4,50.0,0,0.0,0.0,0,1,0,0,1,Matches
373,Bram Nuytinck,nl NED,DF,Udinese,31-320,1990,19.3,639,741,86.2,14430,4191,138,152,90.8,367,397,92.4,128,183,69.9,0,0.2,-0.2,2,23,1,1,18,Matches
374,Simeon Nwankwo,ng NGA,FW,Salernitana,29-317,1992,9.4,137,186,73.7,2027,257,85,103,82.5,32,45,71.1,14,18,77.8,1,0.4,+0.6,6,7,4,0,7,Matches
375,M'Bala Nzola,ao ANG,FW,Spezia,25-214,1996,11.7,196,246,79.7,2781,288,109,128,85.2,50,67,74.6,15,18,83.3,1,1.4,-0.4,10,8,3,0,10,Matches
376,Adam Obert,sk SVK,DF,Cagliari,19-209,2002,2.9,64,96,66.7,1370,476,18,20,90.0,31,37,83.8,14,31,45.2,0,0.0,0.0,0,4,1,1,3,Matches
377,Joel Obi,ng NGA,MF,Salernitana,30-302,1991,12.3,257,325,79.1,3734,880,150,167,89.8,76,100,76.0,18,30,60.0,1,1.6,-0.6,13,11,2,1,11,Matches
378,Brain Oddei,it ITA,FW,Sassuolo,19-183,2002,0.0,1,1,100.0,5,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
379,Álvaro Odriozola,es ESP,DF,Fiorentina,26-096,1995,17.6,824,934,88.2,14850,4537,374,407,91.9,355,395,89.9,84,97,86.6,1,3.5,-2.5,27,29,14,6,42,Matches
380,Stefano Okaka,it ITA,FW,Udinese,32-223,1989,0.2,5,5,100.0,74,22,3,3,100.0,2,2,100.0,0,0,,1,0.0,+1.0,0,0,0,0,1,Matches
381,David Okereke,ng NGA,FWMF,Venezia,24-203,1997,17.6,255,355,71.8,4025,852,145,178,81.5,86,122,70.5,18,31,58.1,0,0.7,-0.7,10,9,14,3,18,Matches
382,Christian Oliva,uy URU,MF,Cagliari,25-292,1996,0.5,27,32,84.4,468,88,10,12,83.3,16,16,100.0,1,4,25.0,0,0.0,0.0,0,0,0,0,3,Matches
383,Sérgio Oliveira,pt POR,MF,Roma,29-291,1992,4.5,187,235,79.6,3305,956,90,105,85.7,66,77,85.7,26,45,57.8,0,1.2,-1.2,9,11,4,0,10,Matches
384,Riccardo Orsolini,it ITA,FWDF,Bologna,25-055,1997,14.2,341,512,66.6,6131,2062,173,223,77.6,105,147,71.4,50,110,45.5,2,1.5,+0.5,16,26,18,11,41,Matches
385,Victor Osimhen,ng NGA,FW,Napoli,23-081,1998,16.0,168,245,68.6,2717,251,89,118,75.4,53,76,69.7,17,28,60.7,0,1.0,-1.0,12,6,2,1,5,Matches
386,David Ospina,co COL,GK,Napoli,33-201,1988,26.0,637,788,80.8,16583,10034,130,131,99.2,288,295,97.6,211,352,59.9,0,0.0,0.0,0,5,0,0,0,Matches
387,Adam Ounas,dz ALG,MFFW,Napoli,25-129,1996,3.6,163,203,80.3,3339,985,66,79,83.5,70,82,85.4,26,35,74.3,0,1.0,-1.0,12,16,13,3,25,Matches
388,Daniele Padelli,it ITA,GK,Udinese,36-146,1985,2.0,53,77,68.8,1309,858,14,14,100.0,26,26,100.0,12,36,33.3,0,0.0,0.0,0,0,0,0,0,Matches
389,Goran Pandev,mk MKD,FWMF,Genoa,38-236,1983,9.4,183,249,73.5,2726,722,96,128,75.0,61,77,79.2,13,20,65.0,1,1.3,-0.3,9,11,6,0,20,Matches
390,Ivor Pandur,hr CRO,GK,Hellas Verona,21-360,2000,3.0,52,68,76.5,1624,1095,9,9,100.0,21,22,95.5,21,36,58.3,0,0.0,0.0,0,0,0,0,0,Matches
391,Fabiano Parisi,it ITA,DF,Empoli,21-131,2000,10.5,416,534,77.9,7740,3203,174,189,92.1,184,228,80.7,51,94,54.3,1,0.5,+0.5,9,38,18,0,59,Matches
392,Mario Pašalić,hr CRO,MFFW,Atalanta,27-039,1995,16.9,629,787,79.9,11100,2676,279,339,82.3,272,317,85.8,62,81,76.5,5,5.4,-0.4,27,53,19,0,69,Matches
393,Patric,es ESP,DF,Lazio,28-337,1993,12.0,899,966,93.1,19543,4807,295,310,95.2,392,407,96.3,203,238,85.3,1,0.7,+0.3,4,29,1,0,28,Matches
394,Rui Patrício,pt POR,GK,Roma,34-033,1988,29.0,639,822,77.7,19347,11632,109,109,100.0,260,262,99.2,268,449,59.7,0,0.4,-0.4,2,2,0,0,1,Matches
395,Leonardo Pavoletti,it ITA,FW,Cagliari,33-114,1988,12.9,264,388,68.0,3596,526,179,237,75.5,56,101,55.4,17,24,70.8,1,0.7,+0.3,10,14,5,0,19,Matches
396,Pedro,es ESP,FW,Lazio,34-235,1987,20.5,722,860,84.0,11306,2688,407,459,88.7,231,269,85.9,59,86,68.6,3,2.9,+0.1,27,33,35,8,75,Matches
397,João Pedro,br BRA,FW,Cagliari,30-011,1992,29.0,418,586,71.3,7583,1404,185,233,79.4,167,222,75.2,54,85,63.5,3,2.8,+0.2,21,19,20,3,42,Matches
398,Gianluca Pegolo,it ITA,GK,Sassuolo,40-360,1981,1.0,29,34,85.3,804,485,5,5,100.0,11,12,91.7,12,16,75.0,0,0.0,0.0,0,0,0,0,0,Matches
399,Pietro Pellegri,it ITA,FW,Milan,21-003,2001,1.5,12,19,63.2,128,11,9,13,69.2,2,4,50.0,0,0,,0,0.4,-0.4,3,0,0,0,0,Matches
400,Pietro Pellegri,it ITA,FW,Torino,21-003,2001,0.4,4,5,80.0,57,17,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
401,Lorenzo Pellegrini,it ITA,MF,Roma,25-274,1996,18.7,591,818,72.2,11390,3879,265,318,83.3,218,276,79.0,95,186,51.1,2,4.5,-2.5,50,68,26,4,69,Matches
402,Luca Pellegrini,it ITA,DF,Juventus,23-013,1999,8.7,396,528,75.0,7293,2671,173,200,86.5,174,210,82.9,48,102,47.1,1,1.2,-0.2,10,29,12,7,25,Matches
403,Federico Peluso,it ITA,DF,Sassuolo,38-059,1984,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
404,Gastón Pereiro,uy URU,FWMF,Cagliari,26-282,1995,9.1,186,292,63.7,3309,950,83,111,74.8,64,95,67.4,30,64,46.9,0,1.3,-1.3,13,15,12,4,22,Matches
405,Dor Peretz,il ISR,MF,Venezia,26-307,1995,3.9,114,147,77.6,1922,441,58,71,81.7,45,52,86.5,9,14,64.3,0,0.2,-0.2,2,10,0,0,5,Matches
406,Roberto Pereyra,ar ARG,MFFW,Udinese,31-072,1991,15.0,506,605,83.6,8091,2094,254,286,88.8,201,235,85.5,35,52,67.3,4,2.3,+1.7,21,43,21,1,50,Matches
407,Carles Pérez,es ESP,MFFW,Roma,24-032,1998,3.8,139,162,85.8,2426,604,73,77,94.8,50,57,87.7,15,22,68.2,1,0.5,+0.5,9,7,9,0,15,Matches
408,Nehuén Pérez,ar ARG,DF,Udinese,21-269,2000,11.2,346,459,75.4,7053,2707,128,148,86.5,157,193,81.3,56,102,54.9,1,0.4,+0.6,4,27,1,0,15,Matches
409,Mattia Perin,it ITA,GK,Juventus,29-130,1992,3.0,69,85,81.2,1821,782,17,17,100.0,30,31,96.8,22,37,59.5,0,0.0,0.0,0,1,0,0,0,Matches
410,Ivan Perišić,hr CRO,DF,Inter,33-046,1989,22.9,810,1114,72.7,15333,5546,360,432,83.3,331,428,77.3,107,194,55.2,2,3.7,-1.7,32,46,36,16,91,Matches
411,Diego Perotti,ar ARG,FWMF,Salernitana,33-237,1988,1.9,73,98,74.5,1063,276,40,45,88.9,26,32,81.3,3,15,20.0,0,0.2,-0.2,2,4,1,1,7,Matches
412,Mario Perrone,it ITA,DF,Salernitana,19-042,2003,0.2,7,9,77.8,116,42,3,3,100.0,4,4,100.0,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
413,Matteo Pessina,it ITA,MFFW,Atalanta,24-333,1997,12.4,556,674,82.5,9049,2344,262,300,87.3,239,274,87.2,38,53,71.7,1,1.0,0.0,16,43,12,1,56,Matches
